"BUXTON PORTOBELLO BAR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2677,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,6.88,9.27,5.62,7.05,4.19,4.78,6.38,6.03,13.93,3.39,7.01,
February,5.44,0.96,7.93,8.86,1.32,8.09,4.76,3.24,6.47,1.28,0.88,
March,3.92,5.52,4.08,2.86,1.49,2.50,2.68,7.18,3.32,1.49,3.38,
April,9.47,2.75,3.59,4.95,3.11,4.33,3.23,5.35,1.88,2.24,3.33,
May,7.76,2.79,1.64,5.57,6.27,6.80,5.57,1.89,1.18,3.70,3.95,
June,4.81,0.90,2.89,2.64,3.82,0.28,5.05,8.88,6.61,2.96,3.31,
July,7.37,2.41,6.79,5.94,6.00,3.85,4.06,4.55,3.13,5.19,9.39,
August,3.26,6.83,7.12,6.40,9.29,5.44,5.53,6.77,6.61,7.07,8.61,
September,4.72,1.61,5.72,8.49,6.55,6.87,4.34,8.62,1.01,3.38,6.21,
October,2.75,3.75,1.37,7.07,7.70,7.98,3.98,5.26,7.94,8.82,9.28,
November,1.98,3.06,4.05,6.07,2.74,3.45,6.48,5.90,11.21,11.71,6.13,
December,4.32,8.15,7.12,7.11,5.33,4.62,3.01,2.05,3.68,11.49,5.39,
Total,62.68,48.00,57.92,73.01,57.81,58.99,55.07,65.72,66.99,62.72,66.87,
Calc annual,62.68,48.00,57.92,73.01,57.81,58.99,55.07,65.72,66.97,62.72,66.87,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,-0.00,0.00,
