"THORNTON-LE-MOOR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR3012,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.22,2.67,,,,,,,,,,
February,0.93,0.19,,,,,,,,,,
March,2.30,0.93,,,,,,,,,,
April,3.31,1.17,,,,,,,,,,
May,2.44,1.50,,,,,,,,,,
June,0.81,0.35,,,,,,,,,,
July,5.01,1.50,,,,,,,,,,
August,1.64,4.07,,,,,,,,,,
September,1.12,,,,,,,,,,,
October,2.25,,,,,,,,,,,
November,1.00,,,,,,,,,,,
December,2.79,,,,,,,,,,,
Total,26.82,,,,,,,,,,,
Calc annual,26.82,12.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
