"PITSEA PUMPING STATION",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1258,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.18,1.87,4.22,1.19,1.71,1.15,2.08,2.84,1.08,1.70,,
February,1.21,0.81,1.05,1.05,1.50,2.01,1.08,1.35,0.62,2.82,,
March,2.18,2.54,0.34,0.09,1.32,1.29,4.54,0.77,0.83,0.73,,
April,1.20,0.56,1.14,1.71,1.08,1.85,1.16,1.37,1.46,1.83,,
May,1.27,2.12,1.60,0.50,2.98,2.16,0.86,1.69,1.79,1.59,,
June,0.96,0.07,1.34,1.60,1.33,2.49,2.79,1.78,0.93,1.22,,
July,2.57,1.79,1.36,2.36,2.40,2.26,1.91,1.17,0.17,2.60,,
August,4.47,2.21,1.13,2.57,2.65,4.36,0.11,3.67,1.49,1.85,,
September,0.33,1.27,2.15,2.76,0.58,2.01,1.68,1.10,1.03,2.49,,
October,0.94,2.85,1.55,3.18,1.59,1.53,0.27,1.71,5.67,0.29,,
November,2.23,1.68,1.09,4.02,0.58,2.80,0.86,2.11,2.24,4.06,,
December,1.38,2.02,1.71,0.96,2.81,2.12,2.42,1.76,1.46,1.93,,
Total,20.92,19.79,18.68,21.99,20.53,26.03,19.76,21.32,18.77,23.11,,
Calc annual,20.92,19.79,18.68,21.99,20.53,26.03,19.76,21.32,18.77,23.11,,
Difference,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
