EAST-PECKHAM-WOODBINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ666487,Long,0.38389113,Lat,51.213202,Elevation,48,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,3.02,1.42,3.18,1.87,2.84,1.66,2.46,1.03,4.51,5.6,2.82,4.51,2.37,2.83,2.24,5.33,1.41,2.1,1.34,2.42,3.66,1.02,1.2,2.6,2.3,0.96,,,,,,,
February,,,,,,,,,1.47,0.97,1.51,2.07,0.63,1.89,0.29,4.33,2.14,3.75,0.87,1.32,1.85,2.35,1.21,1.47,1.2,1.59,2.39,1.51,1.75,0.95,4.83,5.33,0.81,1.21,,,,,,,
March,,,,,,,,,1.68,0.05,0.98,0.2,1.65,2.8,2.9,0.27,1.22,3.51,0.57,1.53,2.9,2.02,2.51,0.34,0.08,1.55,1.26,4.8,0.74,0.86,0.91,3.18,2.82,0.34,,,,,,,
April,,,,,,,,,2.28,1.11,1.18,3.74,2.11,0.98,2.67,2.89,1.52,2.68,0.55,2.41,1.8,1.36,1.25,1.36,1.36,1.16,2.18,1.6,1.38,1.2,3.01,2.09,1.11,2.02,,,,,,,
May,,,,,,,,,1.97,1.32,2.57,2.37,3.55,2.89,0.78,1.54,0.36,2.56,2.74,1.23,1.42,1.51,3.84,2.53,0.5,2.14,2.62,1.85,2.36,1.67,1.21,1.49,0.81,1.13,,,,,,,
June,,,,,,,,,2.54,1.02,0.63,1.31,0.79,1.42,1.63,1.98,3.85,2.28,0.67,1.07,0.47,1.17,0.18,1.37,0.94,0.92,1.73,1.92,3.02,0.63,1,1.74,0.97,2.05,,,,,,,
July,,,,,,,,,1.37,0.97,2.39,2.24,1.99,1.63,1.9,1.02,3.64,1.05,1.66,2.15,3.48,2.52,1.94,1.91,1.75,2.17,1.55,2.42,0.96,0.47,2.38,1.64,0.61,2.05,,,,,,,
August,,,,,,,,,2.63,2.29,2.61,3.29,0.83,0.95,1.93,2.84,1.25,1.22,1.53,2.89,0.04,3.42,2.5,1.08,3.19,1.51,4.35,0.17,2.99,1.14,1.87,3.32,2.87,0.97,,,,,,,
September,,,,,,,,,0.6,0.57,3.31,2.19,1.94,2.85,1.19,3.64,2.4,2,2.93,0.72,1.13,0.42,2.1,1.39,2.56,0.77,2.91,1.41,1.39,1.53,2.15,3.37,2.9,4.18,,,,,,,
October,,,,,,,,,5.1,3.31,1.56,0.58,5.79,2.12,1.87,3.09,1.9,3,2.67,7.78,2.93,1.17,3.03,2.83,4.54,2.38,1.41,0.41,1.22,7.17,0.27,1.16,2.48,1.92,,,,,,,
November,,,,,,,,,3.23,5.64,5.31,3.97,0.88,1.32,2.54,5.61,4.67,1.79,2.81,4.8,6.39,2.89,1.4,1.26,4.04,0.28,5.12,1.02,1.6,2.99,5.39,4.36,4.25,0.86,,,,,,,
December,,,,,,,,,3.38,6.13,1.96,0.41,0.43,0.63,5.55,3.32,2.78,4.46,3.12,1.4,1.58,1.46,2.65,2.13,2.16,3.92,2.46,2.7,3.46,1.03,1.81,2.55,2.25,0.75,,,,,,,
Total,,,,,,,,,29.27,24.8,27.19,24.24,23.43,21.14,25.71,31.56,30.24,33.9,22.94,31.81,26.36,23.12,24.85,23,23.73,20.49,29.32,22.23,24.53,20.66,26.03,32.83,24.18,18.44,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 Jul Gauge moved from 7'6" to ground level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933 Station name changed from THE CENTRAL STORES to WOODBINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
