CHURCH STRETTON WOOLSTASTON - RECTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO452984,Long,-2.810167,Lat,52.580636,Elevation,800,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2284/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,3.34,4.93,4.59,3.02,4.76,2.2,2.77,6.81,4.11,2.64,3.99,1.68,5.66,2.86,1.54,0.59,0.64,3.17,3.79,3.2,2.57,4.24,1.98,0.76,0.66,4.66,3.14,2.74,2.05,3.02,4.51,1,2.29,0.69,4.27,3.11,2.14,1.51,2.74,3.13,0.7,4.16,1.76,1.44,1.63,2.47,0.61,3.8,3.77,1.01,5.08,1.39,1.55,-999,3.47,4.64,3.3,4.75,1.8,2.73,3.02,3.95,3.17,6.04,1.88,6.68,2.57,4.57,2.47,4.41,1.2,4.13,4.73,5.42,6.31,
February,,,,,,2.62,4.04,2.76,2.46,2.1,2.64,1.66,4.67,0.86,2.95,1.7,2.98,3.21,1.54,2.83,2.92,4.11,3.27,4.22,3.29,3.73,0.69,0.56,0.41,1.27,0.84,0.06,1.66,4.03,3.01,0.27,0.54,2.39,2.26,3.54,3.69,1.16,0.93,2.19,4.08,1.35,2.65,1.65,1.77,1.06,2.92,2.44,1.68,1.34,2.83,5.04,5.07,0.98,-999,2.06,2.4,0.37,4.76,7.07,0.44,4.8,2.38,3.16,3.43,0.66,1.05,2.28,0.2,3.66,0.33,4.53,2.89,5.56,0.88,,
March,,,,,,1.23,2.4,2.95,2.56,1.84,2.31,1.42,2.54,3.42,1.32,1.32,3.72,2.73,1.25,1.55,1.53,2.46,2.62,1.14,3.15,1.36,2.83,1.62,2.26,2.37,1.49,1.34,0.95,0.72,1.98,1.99,3.09,3.76,0.68,1.38,1,4.08,1.52,4.81,1.57,5.19,1.4,1.34,3.37,2.88,0.81,1.82,5.27,5.84,3.66,0.71,2.83,2.13,1.72,5.29,4.08,2.62,3.17,1.75,1.26,1.27,0.89,3.32,3.32,0.33,3.85,0.4,3.43,3.09,2.5,1.14,2.6,3.28,0.37,,
April,,,,,,0.96,1.12,4.44,2.45,1.53,1.06,3.22,4.51,0.72,1.25,1.53,3.16,3.06,1.85,2.82,2.11,1.12,2.92,0.91,1.84,3.26,1.57,1.22,2.68,5.75,1.02,2.45,0.89,0.34,2.32,2.24,1.28,2.21,1.86,2.96,1.69,2.97,2.74,1.47,1.64,2.25,1.27,2.93,3.76,3,2.23,1.78,0.26,5.49,1.48,1.78,1.54,1.84,1.56,1.73,6.16,1.33,3.15,2.99,4.1,2.42,2.15,1.99,1.92,0.81,3.5,3.5,5.07,1,3.1,3.82,2.88,2.09,0.21,,
May,,,,,,4.38,1.79,3.18,1.69,5.4,1.16,1.2,2.6,2.78,2.03,1.77,0.68,3.79,5.61,2.25,2.79,2.15,2.26,1.75,1.34,2.39,9.49,2.42,0.9,3.24,2.76,3.69,3.42,2.81,3.68,0.78,0.29,1.19,5.41,2.01,2.74,1.02,3.37,4.7,2.27,0.67,2.08,3.05,2.83,0.88,2.53,1.2,2.79,3.56,1.22,3.42,3.02,3.77,2.86,1.3,2.84,2.04,1.25,2.3,6.51,3.21,3.6,1.28,1.43,2.62,3.27,5.46,5.03,1.37,2.14,0.68,1.12,2.14,2.7,,
June,,,,,,2.49,4.11,1.39,0.47,0.81,0.61,3.61,4.36,2.44,0.37,3.65,1.93,1.74,3.92,6.13,3.07,3.22,4.13,2.71,3.02,3.81,1.84,1.17,2.08,0.45,1.57,3.14,2.04,1.79,1.95,0.73,1.96,2.73,1.37,2.32,2.69,2.79,2.94,3.16,1.17,3.18,2.14,4.13,1.86,4.18,2.54,2.98,4.38,1.41,2.02,1.05,2.42,2.66,1.03,1.04,2.58,0.64,1.12,0.45,2.84,0.03,2.34,4.42,3.59,2.94,0.96,5.57,1.16,3.26,1.75,3.34,3.74,1.48,2.56,,
July,,,,,,1.91,1.83,3.18,0.69,0.96,0.98,4.5,4.57,3.26,1.2,5.29,2.45,4.07,0.9,3.12,5.42,1.14,4.09,2.66,3.3,0.63,2.71,1.29,4.75,3.68,2.1,2.57,1.89,2.37,2.99,2.42,2.28,0.99,0.8,1.29,2.38,3.83,1.54,3.13,3.06,1.36,0.61,3.08,3.2,2.95,2.43,0.51,2.66,0.91,4.39,5.55,1.63,1.46,2.81,,6.29,1.15,4.67,2.67,5.56,2.44,2.65,2.09,1.33,2.65,5.36,3.81,4.53,2.04,1.65,0.67,6.03,2.63,2.4,,
August,,,,,,3.76,4.52,1.39,4.09,1.08,1.92,1.81,2.53,4.32,3.75,3.74,3.6,6.83,6.03,6.23,1.29,4.48,2.64,1.56,2.35,3.52,1.54,2.34,4.68,3.19,4.16,4.49,2.4,2.23,3.94,2.7,1.34,3.32,2.88,1.26,4.28,1.81,6.13,5.23,3.19,4.25,2.69,3.32,4.28,2.12,4.01,1.58,7.31,1.32,3.77,3.45,2.78,6.62,1.25,,0.98,4.72,2.65,3.08,3.74,3.18,2.54,6.51,3.48,2.28,2.85,6.16,1.36,1.03,3.09,1.28,0.62,1.39,3.43,,
September,,,,,,0.29,6.89,2.34,2.79,5.92,1.22,5.34,3.1,2.1,4.22,3.84,4.87,3.27,2.8,3.93,2.19,1.74,2.74,5.48,1.39,4.08,2.79,2.35,0.57,1.63,0.78,3.6,2.96,2.09,1.45,1.08,4.96,2.49,0.6,2.55,0.72,1.25,1.93,3.98,2.12,1.15,0.91,0.72,2.13,2.66,0.98,2.14,0.9,1.99,1.05,0.81,1.18,1.72,6.59,,2.02,0.84,2.13,2.74,4.32,3.62,1.84,4.23,1.49,1.43,3.88,2.3,2.63,1.37,2.58,4.53,5.03,3.25,1.43,,
October,,,,,,5.28,1.79,3.4,3.05,2.09,6.29,4.96,8.04,3.14,3.1,5.85,3.42,3.37,6.28,1.59,5.95,2.82,5.46,3.38,1.6,5.62,4.79,2.79,1.27,4.01,2.12,6.04,4.04,3.1,3.93,2.49,3.84,1.1,6.09,3.3,3.93,2.34,3.27,6.78,0.7,1.93,5.46,7.07,1.87,4.28,4.46,3.35,3.29,5.48,2.1,3.13,5.55,3.93,1.57,3.25,3.32,1.91,0.94,6.14,5.14,4.12,2.89,2.68,5.16,4.09,3.91,0.99,5.8,5.18,2.96,5.19,2.4,4.48,4.38,,
