"RIPON HIGH BANK, MICKLEY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE256770,Long,-1.609193,Lat,54.188136,Elevation,225,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,5.38,3.87,1.17,0.35,0.5,3.12,4.94,4.71,2.31,3.98,2.08,0.97,0.97,4.77,2,1.46,1.6,4.32,4.69,0.64,1.73,0.85,4.39,3.77,1.87,0.97,3.2,3.34,1.04,4.06,1.23,1.93,1.36,4.52,1.74,4.62,4.91,1.28,3.59,1.62,2.92,,
February,,,,,,,,2.02,1.47,4.29,3.04,4.84,1.67,3.09,2.09,2.64,0.88,1.69,1.76,1.4,0.98,0.08,2.92,3.97,5.19,0.43,0.52,2.7,1.33,1.93,4.57,1.56,1.39,3.04,3.1,1.45,2.04,2.13,2.12,0.73,3.23,1.97,1.86,1.42,2.58,4.36,3.67,0.85,,
March,,,,,,,,2.62,0.7,1.69,2.06,3.98,2.45,1.91,2.61,2.2,3.24,1.74,4.89,2.93,2.47,1.56,1.02,0.59,2.17,2.64,3.12,4.65,1.03,1.2,0.74,2.71,1.23,4.23,2.24,2.81,1.49,1.88,4.16,4.56,0.64,1.62,3.64,4.41,1.64,1.07,4.11,2.3,,
April,,,,,,,,4.25,2.11,2.48,1.99,1.03,4.78,3.03,2.25,1.82,2.92,1.1,2.71,3.12,1.01,3.25,1.71,0.61,3.18,2.22,0.82,1.61,2.78,2.37,1.61,1.94,1.65,1.36,1.84,2.67,0.88,1.7,1.99,2.67,2.72,0.95,0.13,3.7,0.74,0.92,1.26,1.78,,
May,,,,,,,,2.8,5.74,1.56,1.97,1.64,1.33,1.38,0.91,2.74,4.94,2.46,1.05,2.62,2.52,2.21,2.8,2.55,1.87,0.53,0.42,0.96,2.42,3.87,1.47,1.17,2.61,4.58,3.68,0.65,3.09,4.47,2.32,1.85,2.36,1.32,2.47,2.16,1.36,1.66,3.07,1.56,,
June,,,,,,,,1.84,3.35,4.24,1.83,2.49,3.45,3.34,1.04,3.01,0.79,0.23,2.53,0.35,2.39,1.03,4.08,1.6,3.76,3.22,3.3,3.02,2.4,1.6,2.69,1.08,1.45,1.95,1.19,1.67,0.82,3.66,1.24,2.8,2.02,2.79,6.67,1.84,2.11,0.23,1.46,2.09,,
July,,,,,,,,4.11,0.66,4.57,5.74,5.37,3.92,3.76,3.75,1.06,5.47,1.22,4.16,2.46,1.17,3.33,1.63,2.22,3.32,4.72,1.84,1.03,0.55,1.77,2.05,1.67,1.97,3.48,2.42,0.8,0.93,1.92,3.1,2.79,2.82,0.65,3.88,1.04,3.02,3.76,2.32,,,
August,,,,,,,,4.82,7.05,3.71,1.91,6.03,2.11,1.21,1.51,2.39,1.9,1.59,3.05,4.11,5.12,4.08,3.87,2.92,2.4,3.23,2.48,3.31,2.69,1.71,5.92,1.44,2.09,3.34,3.27,3.14,2.88,1.54,2.24,3.23,4.21,2.89,5.03,1.23,1.21,2.7,1.52,,,
September,,,,,,,,3.07,2.35,1.8,4.4,3.28,2.4,4.61,1.39,2.8,1.55,3.77,0.89,0.79,2.12,2.36,1.29,1.38,0.63,1.41,3.98,1.83,0.66,3.53,0.73,1.4,0.97,4.43,1.17,2.23,0.49,0.53,2.87,1.95,0.25,2.21,2.14,1.58,1.37,0.76,2.54,,,
October,,,,,,,,4.1,2.33,1.04,5.79,3.44,4.51,3.09,1.75,5.37,5.27,3.36,0.85,4.14,0.74,4.35,7.43,1.34,4.67,3.34,4.12,1.72,4.63,2.74,4.36,1.44,2.59,8.47,0.71,1.75,5.57,4.72,1.79,2.85,3.29,3.08,2.73,3.28,1.86,1.25,5.05,,,
November,,,,,,,,3.59,4.42,1.3,3.35,5.67,4.19,2.94,1.6,2.41,3.21,2.7,5.95,0.79,3.8,3.71,1.78,1.76,1.69,5.07,1.4,1.54,2.95,2.56,3.34,3.78,2.25,1.72,1.53,4.89,2.99,2.64,1.52,0.94,3.47,3.93,1.97,2.46,4.04,1.62,3.26,,,
December,,,,,,,,2.75,2.41,1.48,4.49,4.22,3.96,1.14,4.38,0.71,3.97,2.47,2.11,1.34,0.58,4.68,0.55,3.39,2.58,2.87,4.15,3.47,2.65,3.15,2.81,3.58,3.03,2.17,2.14,0.65,1.81,3.65,1.33,4.47,3.49,5.46,2.74,1.81,6.49,7.36,1.84,,,
Total,,,,,,,,41.35,36.46,29.33,36.92,42.49,37.89,34.44,27.99,29.46,38.12,24.41,30.92,25.02,27.67,32.64,30.54,23.93,35.78,34.37,26.79,27.57,24.94,30.82,34.06,23.64,22.2,41.97,26.63,23.75,27.05,30.07,26.61,30.2,33.02,28.61,37.88,29.84,27.7,29.28,31.72,,,
