SWANAGE-VICTORIA-HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SZ033786,Long,-1.954726,Lat,50.607108,Elevation,50,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,4.66,2.86,1.55,0.84,3.62,2.66,1.32,2.19,4.8,3.8,1.06,2.06,0.63,3.95,3.97,1.41,1.01,2.73,4.61,1.06,6.57,0.94,1.31,0.96,3.58,1.2,5.06,5.08,0.66,3.78,1.62,0.82,3.48,6.19,4.75,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,0.32,0.88,0.96,1.55,0.85,0.03,1.3,3.42,3.36,0.06,0.22,3.88,2.81,3.21,5.09,2.3,1.41,1.83,3.4,0.57,3.66,1.3,1.44,0.35,3.83,1.63,2.58,1.77,4.48,5.79,5.53,1.11,1.2,3.65,0.65,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,3.03,0.86,3.24,2.13,1.1,2.71,0.67,0.23,1.66,1.99,2.78,5.09,0.98,0.49,1.3,2.72,2.4,2.59,1.32,5.04,1.49,0.78,3.05,4.95,0.63,2.31,3.62,3.03,6.38,1.07,3.5,2.69,1.06,5.72,2.43,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,1.59,0.65,1.24,1.76,2.78,1.04,0.88,0.12,2.09,2.42,0.48,2.19,1.16,2.22,1.25,2.63,1.43,3.04,1.2,1.79,1.48,3.49,1.77,1.04,1.79,1.67,0.01,3.25,1.2,1.09,0.44,1.35,1.83,1.37,3.22,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,4.16,1.91,1.89,1.23,1.98,1.48,1.19,0.64,1.26,0.26,0.28,0.75,3.42,0.88,1.15,0.58,1.88,2.21,2.95,0.49,3.46,2.03,1.7,2.07,0.94,0.47,1.03,2.06,1,3.08,1.71,3.35,1.53,0.5,1.58,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,0.39,0.93,2.41,0.66,2.83,1.65,1.08,1.09,1.75,1.82,1.97,2.69,1.29,1.32,2.82,0.9,2.92,1.91,0.98,2.64,0.99,1.56,0.35,2.83,3.86,1.5,3.61,0.44,0.29,0.7,1.47,2.15,0.8,1.06,2.23,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,4.01,0.65,2.95,1.92,2.35,1.74,2.75,5.48,6.94,3.06,1.32,0.72,0.19,0.43,0.73,1.74,1.62,2.39,2.17,0.44,1.26,1.29,1.85,2.32,3.8,0.22,2.09,1.01,2.57,3.34,0.76,2.27,3.12,1.32,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,0.77,2.27,2.04,2.32,2.76,6.16,2.93,0.87,1.93,,2.03,2.92,1.71,0.49,1.73,2.26,4.21,4.23,3.71,2.71,0.82,1.1,2.08,2.81,1.54,0.71,6.54,1.92,2.52,1.35,3.38,4.38,2.27,2.51,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,3.59,3.49,1.73,0.44,1.67,1.28,3.03,1.76,3.42,,10.38,2.52,1.33,4.49,1.01,3.01,1.58,2.5,2.58,1.87,0.83,1.19,2.02,3.4,0.11,1.62,3.69,2.24,1.73,1.76,2.18,1.64,5.69,1.28,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,3.9,2.02,2.35,6.15,1.07,8.62,4.19,4.09,4.8,,3.11,1.17,4.14,1.89,1.66,3.42,2.61,9.13,2.76,2.78,6.68,9.35,2.15,8.63,6.31,5.33,4.36,4.68,2.52,6.01,4.45,5.97,2.08,1.4,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
