Rainfall at,BOSTON (GRAND SLUICE),
Grid ref,TF323444,Long,-0.030903,Lat,52.980622
Station no,2539,
,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,2.85,1.50,0.88,1.28,2.19,5.67,1.66,2.03,2.75,3.66,
February,2.82,0.47,1.60,2.29,3.05,1.05,3.30,3.53,0.14,2.98,
March,2.95,2.64,0.69,1.84,1.98,0.74,1.57,1.65,2.39,1.29,
April,2.40,1.04,2.21,0.37,1.42,1.33,0.23,0.70,1.58,0.69,
May,2.80,2.40,2.60,2.72,2.56,0.70,1.88,2.66,0.46,0.73,
June,0.89,1.79,3.32,3.07,2.61,2.80,1.98,3.37,0.53,0.54,
July,0.98,0.36,1.11,1.90,0.35,2.62,2.93,4.72,2.49,3.67,
August,3.16,2.39,3.25,4.00,0.50,3.94,1.72,1.60,1.12,4.95,
September,1.57,2.01,1.07,2.23,1.16,1.47,4.48,1.90,0.60,2.50,
October,0.90,2.11,2.30,2.34,1.40,0.96,1.50,1.97,1.49,5.04,
November,3.45,2.74,1.71,3.89,1.22,0.85,1.69,1.01,1.62,3.35,
December,1.13,1.66,0.73,2.13,1.55,1.41,2.02,2.80,3.48,4.24,
Total,25.90,21.11,21.47,28.06,19.99,23.54,24.96,27.94,18.65,33.64,
Calc annual,25.90,21.11,21.47,28.06,19.99,23.54,24.96,27.94,18.65,33.64,
Difference,0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,
