"SHENSTONE (LITTLE HAY)",,,,,,,,,,,,
Grid ref,SK123030,Long,-1.819731,Lat,52.624625,,,,,,,
Station no,2335,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.51,3.18,1.19,1.24,2.23,4.07,1.50,2.08,3.37,5.63,,
February,2.74,0.59,1.49,2.70,2.51,0.68,2.53,4.37,0.26,2.27,,
March,4.45,2.17,1.55,2.33,3.34,1.28,2.50,1.85,1.80,1.74,,
April,2.08,2.52,2.40,0.47,1.24,1.54,0.26,0.77,3.57,0.98,,
May,3.61,2.25,2.41,1.91,4.31,0.70,0.98,2.22,0.62,1.19,,
June,1.29,1.80,2.13,3.73,3.00,2.16,1.20,3.98,1.09,2.75,,
July,0.98,1.57,2.57,3.49,0.60,3.06,2.60,7.10,2.12,3.33,,
August,5.38,2.66,2.03,5.74,1.02,4.78,5.08,2.34,2.88,4.42,,
September,1.78,1.23,2.23,1.60,1.77,2.34,5.18,3.47,0.23,4.79,,
October,0.67,3.65,2.01,3.60,1.81,1.51,1.37,2.76,2.71,5.60,,
November,5.73,1.86,1.43,5.38,2.27,0.86,2.08,1.85,3.75,3.62,,
December,2.50,2.99,1.32,2.59,2.06,3.32,1.90,3.13,3.86,3.73,,
Total,33.72,26.47,22.76,34.78,26.16,26.30,27.18,35.92,26.26,40.05,,
Calc annual,33.72,26.47,22.76,34.78,26.16,26.30,27.18,35.92,26.26,40.05,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
