ARDROSSAN (BUSBIE RES),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS239463,Long,-4.802231,Lat,55.678148,Elevation,370,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,2,5.95,4.25,6.7,3.8,3.9,2.6,4.7,4.6,6,5.3,3.8,0.97,7.65,5.2,4.7,4.1,5.9,5.85,7.5,5.25,3.5,4.75,5.2,3,4.55,3.25,3.65,4.45,4.8,2,4.1
February,,,,,,,,,,2.65,0.25,3.45,0.2,2.8,0.55,5,2.5,5.8,2.3,5.4,1.9,3.27,2.15,4.65,1.6,5.95,2.65,0.5,4.25,4.6,4,2.7,1.8,1.7,4.8,3.2,1.8,2.55,3.85,1.8,3.35
March,,,,,,,,,,1.4,3.2,1.35,2.9,2.1,2.3,2,2.85,1.6,3.6,4.2,4.7,2.92,4.3,2.35,1,3.03,2.5,4.7,3.35,3,3.1,3.95,3.6,0.82,3.1,1.55,2.9,5.4,1.45,2.7,2.4
April,,,,,,,,,,1.8,2.6,1.75,3.3,2.15,3,3.6,1.5,2.55,0.4,2.45,2.9,2.06,2.47,3.6,3.15,2.6,2.25,5,3.2,5.05,2.85,2.25,1.85,1.52,1.45,3.7,1.55,2.2,1.95,3.35,4.1
May,,,,,,,,,,2.95,1.93,4,3.3,3.3,2.85,0.9,2.8,1.6,3.7,1,1.5,3.58,3.4,4.65,3.65,4.55,1.15,4.55,1.95,2.25,1.95,2.4,1.9,2.6,2.75,3.85,2.1,2.8,3.15,1.5,2.6
June,,,,,,,,,,3.5,3.2,5.9,1.9,2.9,3.2,4.8,2.5,4.05,5.5,2.5,1.3,1.3,1.95,3.9,3.73,4.9,2.75,4.68,5.65,1.15,2.65,2.35,3.35,1.4,4,3.65,2.85,2.4,2.95,2.95,2.7
July,,,,,,,,,,4.1,3.5,4.75,4.05,4.55,2.5,2.1,6.9,6.6,5,6.5,4.35,4.95,4.7,2.4,4.4,3.7,4.15,3.5,3.8,1.97,6.8,2.8,3.2,5.2,4.5,1.5,6.9,5.3,5.6,5.25,5.25
August,,,,,,,,,,6.5,6.3,2.25,3.35,4.3,4.5,1.75,4.1,3.8,2.9,3,2.4,4.5,6.45,8.2,2.8,2.3,2.2,0.1,6.4,5.74,5.3,4.35,5.8,3.85,6.4,1.5,6.9,4.35,5,0.85,5.15
September,,,,,,,,,,1.95,4.25,1.85,5.5,1.25,7.3,5.9,4.4,2.55,4.6,3.6,5.8,2.1,6.85,3.15,6.65,4.4,7.95,5.1,7.15,2.85,9.65,3.8,3.2,5.4,5.9,4.2,5.8,3.45,3.85,1.75,4.47
October,,,,,,,,,,5.9,6.8,3.5,6.4,3.6,8.1,9.65,4.85,3.35,9.4,2.9,5.85,5,5.7,7.55,6.65,8.1,0.6,2.7,7.15,6.8,3.9,1.17,5.95,3.95,10.85,2.75,3.45,5.85,4.1,5.9,3.6
November,,,,,,,,,,7.35,5.43,8.3,3.5,3.15,1.3,5.3,4.1,0.8,7.3,8,6.11,3.6,0.88,3.42,6.2,0.4,7.69,7.45,4.45,6.95,3.9,5.98,3.1,6,6.85,2.9,1.95,1.95,2.35,4.2,5.9
December,,,,,,,,,,9.45,5.8,3.6,7.6,1.8,8,4.4,5.8,3.15,3.4,3.55,6.1,1.95,6.45,3.2,4.7,4.6,4.95,2.5,7.8,8,1.45,6.4,4.5,4.9,5.9,7.3,5.2,4.45,6,7,5.45
Total,,,,,,,,,,49.55,49.21,44.95,48.7,35.7,47.5,48,47,40.45,54.1,48.4,46.71,36.2,52.95,52.27,49.23,48.63,44.74,46.63,62.65,53.61,49.05,42.9,43.45,40.34,61.05,39.35,45.05,45.15,45.05,39.25,49.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940 Printed (),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947 adj for snow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midas,13481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyd Stn,648763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
