DONCASTER (RUNNYMEDE RD.),,,,,,,,,,,,
Grid ref,SE597035,Long,-1.100949,Lat,53.524783,,,,,,,
Station no,3111/5/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,2.13,4.70,,
February,,,,,,,,,0.05,1.81,,
March,,,,,,,,,0.68,1.44,,
April,,,,,,,,,2.47,0.59,,
May,,,,,,,,,0.48,0.88,,
June,,,,,,,,,1.50,0.43,,
July,,,,,,,,,1.64,2.34,,
August,,,,,,,,2.05,0.33,3.54,,
September,,,,,,,,1.40,0.01,2.66,,
October,,,,,,,,1.36,1.87,5.41,,
November,,,,,,,,0.75,2.83,3.29,,
December,,,,,,,,2.81,2.54,1.81,,
Total,,,,,,,,,16.53,28.90,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,16.53,28.90,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
