ALCESTER COOKHILL SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP053589,Long,-1.923823,Lat,52.228277,Elevation,400,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,3.51,0.71,2.9,1.19,1.37,2.32,3.81,2.43,2.45,2.91,1.92,3.25,1.49,3.12,2.78,3.89,1.05,3.21,1.37,1.8,2.1,2.46,0.98,3.29,3.16,3.13,5.38,2.65,3.07,3.38,4.07,2.06,1.07,1.72,1.64,4.1,1.19,0.29,3,1.85,0.87,1.23,2.87,3.73,1.34,2.54,3.98,5.1
February,,,,1.03,1.31,2.49,4.18,1,1.1,3.64,0.8,0.15,2.25,4.54,0.34,2.23,2.19,2.4,1.64,0.72,0.4,1.8,0.12,2.76,0.52,1.58,2.51,3.73,0.64,0.91,2.49,1.95,0.67,1.15,0.8,1.64,1.37,1.12,1.08,0.66,3.78,2.87,0.62,1.47,2.43,1.65,0.5,2.47,3.74,0.25,2.37
March,,,,3.78,2.89,0.81,3.19,2.41,1.13,4.62,2.64,1.13,1.43,1.94,0.81,0.63,0.53,2.01,2.13,0.11,1.66,0.13,1.42,2.27,1.48,0.57,1.99,2.88,0.31,1.47,1.66,1.77,2.1,1.13,0.27,0.75,0.75,5.38,0.87,1.55,1.14,4.21,2.54,1.24,2.05,2.46,0.84,2.2,1.45,2.55,1.31
April,,,,3.09,1.4,1.31,0.98,1.2,2.25,1.66,3.9,1.17,2.46,2.3,3.14,2.2,2.02,1.49,1.26,0.47,2.94,3.21,2.36,0.86,2.92,3.8,1.81,2.6,0.1,2.07,2.57,1.32,1.18,0.86,1.59,0.82,2.54,1.8,2.22,1.96,2.2,2.69,2.58,2.6,0.59,1.33,1,0.08,0.6,2.91,1.29
May,,,,2.03,1.81,2.24,2.49,3.65,1.61,0.89,1.97,1.85,0.95,1.59,5.39,2.51,2.94,1.23,0.67,1.64,2.01,4.27,6.83,1.37,0.96,1.23,1.13,2.01,1.87,0.87,2.95,2.09,3.39,2.81,0.48,2.51,2.15,1.69,2.47,2.9,1.69,3.73,2.68,1.98,2.41,4.98,0.76,1.14,2.57,1.25,1.31
June,,,,0.62,2.62,1.43,1.93,2.64,1.01,0.67,1.91,0.21,0.86,0.36,1.86,0.21,1.84,3.12,2.96,1.25,1.33,4.05,1.47,1.8,1.01,3.58,3.91,0.73,1.51,2.05,0.46,1.19,0.51,1.77,1.94,3,2.73,1.53,3.45,0.25,2.09,1.05,1.37,1.53,3.41,2.85,2.62,1.3,3.64,0.67,2.63
July,,,,1.7,3.51,6.25,1.96,1.26,2.47,3.68,4.58,0.27,3.97,2.34,3.29,3.83,1.81,4.72,1.46,1.69,3.7,3.7,2.5,1.65,1.35,0.45,6.26,3.9,2.7,5.89,2.12,3.23,1.37,0.99,2.87,1.5,1.82,2.2,1.03,4.07,2.95,0.71,0.45,4.25,3.72,0.68,2.63,3.01,4.16,0.93,3.32
August,,,,1.04,1.32,1.9,2.59,5.24,1.07,2.1,1.21,3.29,4.47,2.03,3.3,1.87,2.21,4.34,1.63,1.81,3.71,4.44,2.45,0.75,2.31,1.37,0.75,0.88,3.09,2.73,0.17,3.91,3.03,1.24,2.19,2.21,4.88,0.46,4.2,1.16,4.09,4.6,5.4,3.38,4.26,0.38,5.13,4.93,3.15,1.1,4.37
September,,,0.45,2.16,0.93,0.72,1.27,1.64,4.95,1.7,2.7,0.87,2.53,2.31,3.34,3.81,0.72,4.11,0.56,1.14,3.44,2.86,3.44,1.38,2.91,3.51,3,1.96,2.66,0.54,1.11,0.88,0.99,1.34,2.84,1.59,3.99,1.3,3.09,1.29,3.89,1.99,1.71,2.5,1.68,1.21,2.65,3.93,4.42,0.12,4.71
October,,,,2.81,1.68,3.26,2.89,2.43,1.23,2.41,3.2,1.8,0.36,4.75,4.15,3.43,2.41,1.61,3.82,3.64,1.91,0.83,3.14,4.09,1.33,3.82,1.12,2.42,2.61,3.92,3.95,3.18,2.4,2.61,2.77,2.77,0.58,0.33,2.26,3.75,0.81,1.17,5.16,2.03,3.11,1.28,1.5,1.24,2.4,2.53,5.59
November,,,,2.66,2.66,2.68,2.34,1.13,1.42,1.06,0.66,1.9,1.22,1.54,2.16,1.39,5.06,3.41,2.66,6.03,3.06,2.86,1.39,0.83,1.91,5.32,2.18,1.34,3.03,4.2,6.01,2.37,1.23,1.65,4.04,0.35,4.81,1.49,1.58,2.43,4.11,7.62,2.18,1.27,5.34,2.31,0.7,1.98,2.27,3.42,3.54
December,,,,0.99,6.39,4.55,2.45,1.2,1.73,2.89,2.09,1.49,2.81,2.93,2.36,2.45,0.34,2.5,1.75,4.39,3.18,0.79,0.91,0.33,5.68,3.5,2.74,2.26,3.49,1.85,1.52,1.25,2.74,1.11,1.46,3.52,1.91,1.85,3.06,1.48,1.79,1.91,2.63,1.18,2.01,2.41,2.99,1.91,2.81,5.07,2.99
Total,,,,25.42,27.23,30.54,27.46,25.17,22.29,29.13,28.09,16.58,26.22,28.55,33.39,26.05,25.19,33.72,24.43,23.94,30.55,30.31,27.83,20.19,24.84,29.71,30.69,27.87,25.14,31.88,27.66,26.21,22.99,20.73,23.31,21.73,29.25,20.79,29.41,22.69,28.83,35.55,29.17,24.3,32.24,24.41,25.05,25.53,33.75,24.78,38.53
