"DENTON RESERVOIR (NEW GAUGE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2933/1,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,1.61,3.89,
February,,,,,,,,,,0.85,0.27,
March,,,,,,,,,,0.77,2.46,
April,,,,,,,,,,1.16,1.53,
May,,,,,,,,,,2.19,1.72,
June,,,,,,,,,,1.16,3.57,
July,,,,,,,,,,3.77,5.45,
August,,,,,,,,,,3.70,4.62,
September,,,,,,,,,,1.47,2.19,
October,,,,,,,,,,4.35,4.72,
November,,,,,,,,,4.19,6.58,4.41,
December,,,,,,,,,1.69,5.42,2.69,
Total,,,,,,,,,,33.03,37.52,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,33.03,37.52,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,
