"DENTON RESERVOIR",,,,,,,,,,,,
Grid ref,SJ913956,Long,-2.132488,Lat,53.457079,,,,,,,
Station no,2933/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.87,4.26,1.70,3.94,2.50,4.99,2.33,3.32,3.11,4.97,,
February,2.57,1.29,2.18,3.12,1.69,1.03,2.16,4.57,0.33,2.00,,
March,4.98,2.65,2.33,2.87,2.25,1.11,2.86,2.39,1.70,0.66,,
April,2.72,3.68,2.50,0.98,2.30,2.29,0.33,1.00,2.85,1.82,,
May,1.56,1.85,1.96,3.37,3.44,1.08,1.46,2.78,0.74,1.67,,
June,1.34,2.97,3.23,3.41,2.88,2.05,2.35,5.26,2.54,2.06,,
July,3.41,3.45,5.49,6.60,1.27,5.20,3.85,4.64,3.49,5.04,,
August,4.87,3.45,4.36,6.03,1.00,9.73,4.63,4.85,0.37,5.88,,
September,2.62,3.73,2.74,4.78,2.17,2.58,6.41,4.03,0.18,3.98,,
October,1.15,3.91,2.34,7.08,1.88,2.24,4.13,3.03,2.98,3.12,,
November,6.72,2.82,3.63,6.10,1.67,1.52,1.76,1.37,3.82,4.89,,
December,6.02,3.98,1.68,5.65,4.09,3.49,3.94,2.98,4.60,3.61,,
Total,41.83,38.04,34.14,53.93,27.14,37.31,36.21,40.22,26.71,39.70,,
Calc annual,41.83,38.04,34.14,53.93,27.14,37.31,36.21,40.22,26.71,39.70,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
