ROCHDALE DEEPLISH HILL,,,,,,,,,,,,
Grid ref,SD900121,Long,-2.152599,Lat,53.605363,,,,,,,
Station no,RR8002,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.71,2.55,2.85,3.91,3.83,2.47,5.62,2.34,3.90,2.99,,
February,4.63,1.74,1.61,4.07,4.13,2.54,4.16,2.90,3.67,2.42,,
March,0.73,3.82,2.48,4.98,2.69,4.44,3.98,3.85,2.94,3.57,,
April,2.80,2.74,2.17,2.20,3.04,3.64,2.11,1.98,2.56,3.62,,
May,1.58,1.55,3.04,3.72,2.94,0.62,3.13,3.92,2.81,2.07,,
June,4.88,1.84,1.16,1.62,0.96,3.17,1.26,7.57,1.65,2.46,,
July,2.65,0.85,2.78,3.74,1.52,2.84,2.19,3.29,4.69,5.95,,
August,5.61,3.07,3.54,5.54,5.08,4.93,4.50,3.96,4.45,3.36,,
September,1.51,0.93,2.17,6.38,1.77,2.87,1.54,0.97,4.17,2.64,,
October,5.82,3.03,4.63,8.89,2.28,3.77,7.43,5.49,1.58,6.58,,
November,4.00,5.53,2.53,3.93,3.68,4.46,4.32,3.53,2.73,1.48,,
December,5.84,6.11,3.53,2.62,3.37,0.96,4.07,4.79,3.25,7.42,,
Total,46.76,33.76,32.49,51.60,35.29,36.71,44.31,44.59,38.40,44.56,,
Calc annual,46.76,33.76,32.49,51.60,35.29,36.71,44.31,44.59,38.40,44.56,,
Difference,-0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
