"PAISLEY W.W. BACK THORNLEYMUIR",,,,,,,,,,,,
Grid ref,NS4629759634,Long,-4.453930,Lat,55.805456,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,8.42,3.40,6.31,8.84,4.68,2.54,5.00,2.18,7.25,5.55,,
February,2.87,1.95,2.18,9.23,3.23,2.82,3.70,3.49,3.42,3.63,,
March,0.40,2.75,4.11,8.68,2.39,4.29,3.60,4.95,4.58,1.93,,
April,3.66,4.66,1.32,2.15,4.83,3.50,1.88,2.24,3.54,6.05,,
May,4.25,2.32,2.63,3.51,3.36,2.23,5.23,3.42,3.13,1.84,,
June,4.64,3.29,1.93,2.72,1.91,1.45,1.64,4.56,3.80,4.00,,
July,4.06,2.38,3.93,4.53,2.93,3.50,2.49,2.24,2.86,4.31,,
August,6.21,5.85,2.90,9.03,5.52,4.95,6.77,6.65,2.97,2.18,,
September,5.58,5.23,4.37,5.26,6.63,3.32,2.53,1.92,8.54,3.45,,
October,7.29,5.27,4.70,9.48,2.92,3.77,4.32,7.61,2.42,8.47,,
November,6.68,5.19,3.72,3.64,3.09,5.51,6.68,4.20,3.69,0.79,,
December,10.28,6.02,5.98,4.35,4.56,3.55,3.63,8.45,5.95,8.83,,
Total,64.34,48.31,44.08,71.42,46.05,41.43,47.47,51.91,52.15,51.03,,
Calc annual,64.34,48.31,44.08,71.42,46.05,41.43,47.47,51.91,52.15,51.03,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
