"CRANLEIGH COUNTY SCHOOL",,,,,,,,,,,,
Grid ref,TQ054400,Long,-0.494462,Lat,51.149565,,,,,,,
Station no,RR4863,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.45,1.26,0.93,2.68,4.93,1.41,5.27,0.88,1.58,1.15,,
February,5.50,2.41,1.55,1.79,3.54,0.60,2.28,1.36,0.91,0.47,,
March,0.46,1.98,1.69,2.93,1.20,3.90,1.39,1.03,2.93,3.50,,
April,0.49,2.41,0.96,2.34,1.25,1.13,0.66,3.85,2.66,2.13,,
May,0.70,0.64,2.16,3.14,3.36,0.52,1.44,1.90,2.42,1.89,,
June,2.77,1.83,3.71,4.34,0.65,5.10,1.94,1.79,3.32,3.27,,
July,1.08,1.51,1.19,3.35,0.92,0.53,0.73,1.58,2.59,2.42,,
August,3.12,1.85,3.32,5.31,1.90,3.20,0.76,2.47,4.98,2.70,,
September,0.92,2.50,0.67,3.91,1.77,1.90,1.57,0.87,1.50,2.91,,
October,2.31,2.53,2.11,7.94,2.18,1.99,4.14,5.90,2.71,6.19,,
November,2.86,0.69,2.83,2.09,1.45,3.67,5.30,2.99,1.04,0.54,,
December,3.37,4.33,1.27,2.38,3.28,0.64,2.16,2.96,3.25,4.11,,
Total,27.03,23.94,22.39,42.20,26.43,24.59,27.64,27.58,29.89,31.28,,
Calc annual,27.03,23.94,22.39,42.20,26.43,24.59,27.64,27.58,29.89,31.28,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
