IPSWICH MUSEUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TM161449,Long,1.150945,Lat,52.06031,Elevation,74,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,2.33,0.83,,2.96,0.68,0.76,2.33,2.14,1.03,3.36,1.07,1,0.68,2,1.37,2.26,3.75,1.35,2.84,1.28,1.74,2.37,3.3,1.76,1.58,3.82,,2.21,1.31,2.25,1.66,2.72,1.76,1.41,1.76,0.76,0.8,1.19,1.99,3.16,3.79,2.28,4.97,1.65,2.15,2.55,3.09,1.03,1.96,2.08,2.3,3.26,1.56,1.16,1.68,2.22,0.9,1.38,2.22,3.39,1.13,2.66,1.98,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,2.12,0.88,,2.75,0.87,0.8,0.31,2.36,0.98,2.22,1.21,2,1.2,1.98,1.09,1.08,0.46,1.35,2.71,3.64,0.62,0.71,2.96,0.56,0.24,1.66,,1.05,1.93,1.85,2.34,0.98,0.32,0.69,2.36,0.5,1.08,0.37,2.42,2.44,3.19,0.7,0.78,1.1,1.56,0.63,0.53,1.35,1.29,0.95,2,1.17,1.07,2.43,2.82,0.83,1.07,1.58,2.17,1.33,2.31,2.32,0.15,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,2.56,1.73,,0.83,2.25,1.34,1.56,1.93,1.81,1.75,0.86,1.89,2.8,1.09,2.6,2.84,1.71,4.28,0.99,4.52,2.74,0.73,2.46,0.96,1.2,1.28,,0.62,1.14,0.11,2.25,2.13,0.03,1.69,0.55,1.05,1.48,1.91,0.76,0.47,2.33,0.42,1.48,2.52,2.8,2.31,0.08,0.29,1.06,1.5,3.75,0.89,1.24,0.41,2.74,2.82,0.36,2.68,1.43,0.87,1.29,0.52,1.33,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,2.24,1.26,,1.32,1.77,0.82,2.78,0.94,2.43,0.57,3.01,2.54,1.82,2.17,1.28,0.28,2.17,0.65,0.89,1.35,1.62,2.63,3.47,2.43,1.03,2.22,,2.85,1.48,3.81,1.79,1.36,1.65,1.64,3.15,2.07,0.93,2.48,2.17,1.19,2.51,0.32,2.24,1.15,1.16,0.39,0.74,1.68,0.99,1.03,1.49,1.2,1.15,1.21,2.75,1,1.84,0.35,,0.79,0.27,0.92,1.39,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,0.88,2.28,,1.12,0.67,2.73,2.48,2.16,1.52,1.26,1.94,1.37,1.24,3.99,0.84,0.48,1.24,1.15,2,1.99,1.5,1.43,0.32,0.94,1.48,1.43,,4.9,2.26,1.55,0.85,1.98,1.26,2.33,2.47,3.41,0.85,1.35,1.62,0.97,2.74,1.78,1.12,0.53,1.31,0.3,0.81,0.6,2.41,1.12,0.44,1.15,3.01,1.31,2.1,0.99,1.61,1.28,,0.97,1.82,2.52,0.27,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,2.15,2.42,,2.96,1.54,4,3.66,0.81,3.66,1.88,2.14,0.61,3.82,3.32,2.77,2.99,1.01,1.16,0.64,3.05,1.98,0.82,1.76,1.02,0.17,1.45,,2.23,0.38,2.08,3.67,2.24,0.81,0.91,1.13,0.49,2.32,0.89,2.15,4,1.45,0.61,1.33,0.26,0.65,0.62,1.44,1.54,2.11,3.14,1.96,2.16,0.31,1.36,0.85,1.5,2.96,1.81,2.48,1.38,2.36,4.09,1.15,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,2.37,1.46,,1.17,1.52,3.92,4.49,1.51,0.33,0.37,2.71,4.41,3.51,3.24,1.55,2.22,2.15,1.38,3.04,1.04,2.61,4.88,2.5,2.45,0.29,2.23,,3.03,2.62,1.96,3.42,2.41,2.8,4.91,3.1,2.19,0.92,1.9,0.33,2.85,0.97,1.02,1.77,2.57,1.91,1.74,0.34,1.94,1.66,3.52,1.17,1.16,0.39,2.99,2.43,0.82,2.24,2.66,0.15,2.23,2.18,2.09,1.45,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,2.16,1.09,,2.89,1.28,3.43,3.8,1.19,3.07,0.54,2.14,1.86,2.06,4.12,0.62,7.39,1.29,0.94,2.08,5.98,3.84,1.08,2.34,2.64,1.26,1.12,,2.75,2.68,1.51,4.33,2.18,1.51,1.86,2.77,0.95,1.14,1.76,1.54,1.04,0.92,0.98,1.92,0.39,3.91,0.71,1.16,2.55,1.68,4.15,0.52,2.33,1.26,1.98,2.77,2.53,1.56,2.97,3.35,2.82,2.72,3.12,0.91,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,2.87,0.23,,0.66,1.15,1.49,2.94,1.15,1.63,1.49,1,1.35,2.05,1.06,1.79,2.4,0.78,1.1,1.35,1.14,1.49,3.66,0.44,2.31,2.3,3.34,,2.26,2.03,1.02,3.17,0.41,0.91,5.01,1.95,1.27,2.69,1.42,3.04,1.75,1.58,2.01,0.32,0.9,0.14,1.97,1.7,3.32,1.94,1.45,1.08,1.22,1.38,3.09,2.62,2.66,1.77,1.19,1.25,1.68,2.25,3.12,0.01,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,0.58,1.92,,1.91,1.7,1.66,4.31,0.9,1.95,3.14,3.08,2.24,4.08,1.36,2.44,1.56,3.26,1.55,1.46,1.93,3.49,2.09,1.39,0.57,0.74,0.92,,4.59,2.3,3.25,2.01,1.84,2.63,0.8,0.66,4.65,1.63,1.42,2.8,1.91,1.65,2.51,7.42,1.74,1.79,3.26,1.04,3.73,1.17,1.16,0.27,1.04,4.15,0.46,0.53,1.59,2.03,1.65,3.79,1.56,1.51,2.46,1.36,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,1,2.64,,2.36,1.41,2,2.3,1.13,1.96,3.7,1.93,1.18,0.99,3.41,3.62,2.02,3.07,2.33,1.88,3.56,1.7,2.31,2.62,0.55,1.29,1.38,,2.13,2.32,3.77,2.77,2.43,4.07,3.32,1.53,1.16,2.03,1.48,3.67,2.57,1.19,2.25,3.98,5.69,2.45,2.34,1.62,3.53,0.72,3.09,1.32,1.61,1.84,3.31,3.49,4.07,1.3,3.47,0.68,0.75,2.27,0.95,1.96,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,1.56,2.61,,2.84,4.84,1.58,1.23,1.74,0.89,2.36,2.47,1.76,4.55,5.18,4.55,1.86,0.54,5.59,4.82,2.76,1.71,3.01,3.08,2.44,1.5,1.46,,2.31,2.03,0.55,2.24,4.69,4.2,2.04,0.61,0.29,0.53,3.06,2.11,1.23,2.81,2.73,1.14,1.55,1.32,2.36,1.4,1.32,2.1,2.59,3.04,1.62,1.34,1.33,1.66,2.28,0.73,1.87,1.47,1.75,1.82,3.24,2.93,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,22.82,19.35,,23.77,19.68,24.53,32.19,17.96,21.26,22.64,23.56,22.21,28.8,32.92,24.52,27.38,21.43,22.83,24.7,32.24,25.04,25.72,26.64,18.63,13.08,22.31,,30.93,22.48,23.71,30.5,25.37,21.95,26.61,22.04,18.79,16.4,19.23,24.6,23.58,25.13,17.61,28.47,20.05,21.15,19.18,13.95,22.88,19.09,25.78,19.34,18.81,18.7,21.04,26.44,23.31,18.37,22.89,,19.52,21.93,28.01,14.89,27.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1942 total adj for arithmetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1951 total adj for arithmetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
