MIDSOMER-NORTON-DYMBORO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST666552,Long,-2.480405,Lat,51.294942,Elevation,350,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,1.48,4.34,5.53,1.3,4.44,2.68,1.22,4.13,6.46,5.89,4.22,4.09,2.04,3.97,4.73,5.44,3.99,7.59,1.51,6.14,2.19,4.43,3.44,,1.09,4.5,5.04,4.11,5.48,2.79,3.84,4.46,6.24,2.44,2.22,3.79,3.39,8.57,1.19,0.63,4.01,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,2.68,2.87,1.38,4.55,7.37,5.33,0.81,2.23,3.37,1.3,0.32,4.84,8.24,0.38,5.53,2.39,4.61,3.41,1.02,0.64,2.89,0.07,4.06,,2.87,2.91,6.61,1.09,2.02,3.16,3.19,0.28,1.8,0.81,3.13,4.11,1.51,2.13,1.89,7.96,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,2.69,7.04,4.23,6.16,1.09,4.77,3.44,1.48,4.92,2.72,2.49,2.85,1.58,1.7,0.45,1.01,4.47,3.56,0.17,1.73,0.83,2.24,3.86,,0.92,3.06,4.73,0.12,1.45,2.81,4.46,2.4,0.98,0.41,1.19,1.1,7.14,1.73,1.45,2.12,4.45,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,1.99,0.15,3.77,2.29,1.28,1.45,2.02,2.34,2.08,4.91,0.84,3.07,2.57,3.99,2.57,3.85,1.67,1.38,0.91,2.05,2.26,4.21,1.14,,5.17,2.25,2.52,0.12,3.64,2.28,1.5,1.35,1.18,2.08,1.03,2.66,3.72,1.49,1.85,3.32,4.21,,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,1.59,1.52,2.57,1.7,3.93,2.94,2.76,1.62,0.83,2.33,1.87,0.78,1.51,5.51,4.81,3,1.05,1.64,2.28,1.89,3.43,6.07,1.88,1.2,1.35,0.78,2.33,1.85,0.85,1.96,1.54,4.83,2.92,1.09,2.83,3.98,3.46,4.26,4.21,2.09,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,1.85,3.42,1.74,1.81,0.81,2.94,5.07,1.08,0.99,2.87,0.43,1.95,0.45,2.61,0,3.13,3.57,2.47,1.27,0.66,2.42,1.71,1.32,1.27,4.67,2.92,1.74,1.39,2.99,0.5,1.93,0.66,1.5,2.45,4.43,3.7,2.09,2.45,0.4,2.09,0.75,,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,0.06,3.43,0.66,3.42,4.45,1.11,3.7,5.42,2.2,6.62,0.71,4.2,1.51,3.91,4.24,4.42,5.01,2.47,2.42,3.01,4.68,4.02,2.7,1.69,0.3,5.71,2.95,2.6,4.46,3.05,1.59,1.86,2.37,2.53,1.28,1.2,2.67,1.74,1.93,5.11,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,1.87,8.05,1.01,2.97,2.6,6.25,9.11,2.37,3.23,1.58,2.18,4.14,4.47,3.62,3.18,2.78,4.4,3.78,3.21,5.68,5.25,0.92,1.6,3.16,1.81,0.62,0.8,2.94,3.16,0.1,5.38,3.7,4.18,3.07,1.44,4.07,1.07,3.94,2.68,5.88,6.07,,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,1.19,0.8,3.53,1.99,1.82,2.64,3.17,7.46,1.84,1.76,2.62,2.45,3.01,3.78,3.95,0.96,6.53,1.41,0.61,4.73,1.07,4.92,2.71,2.94,5.37,3.06,2.46,2.71,1.32,1.54,0.57,2.56,2.59,2.55,3,4.67,1.73,2.58,1.31,5.16,3.72,,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,3.71,4.99,2.94,2.86,4.8,7.2,6.74,1.92,2.04,2.88,0.83,1.75,5.62,6.36,3.91,5.01,2.91,6.14,6.29,3.21,1.32,6.76,,2.33,4.69,2.29,3.56,7.01,3.98,4.38,1.38,3.53,3.88,5.3,4.89,1.31,0.5,4.19,5.57,1.59,0.7,,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
