MAIDEN-NEWTON-CATTISTOCK-LODGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SY592991,Long,-2.580192,Lat,50.790023,Elevation,350,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,1.5,1.28,5.75,4.37,3.35,3.53,4.92,5.21,1.55,2.72,0.85,5.7,5.59,3.21,1.29,3.68,6.92,1.24,8.79,1.61,1.32,1.59,4.53,2.59,7.1,8.37,1.61,4.52,2.13,1.16,5.24,8.28,6.47,4.27,7.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,0.73,2.26,1.38,0.04,1.32,6.08,4.13,0.07,0.77,4.73,4.58,4.54,7.43,1.81,2.35,1.74,6.68,1.09,4.32,2.05,1.83,0.65,5.69,2.23,4.79,1.77,7.43,8.68,7.66,1.34,2.39,4.29,0.87,0.32,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,4.65,3.67,2.31,2.96,1.13,0.48,2.08,3.96,4.76,5.81,1.81,0.65,2.16,3.39,2.62,6.16,2.43,6.96,1.48,0.98,4.51,6.25,1.28,3.04,8.23,4.29,7.18,1.01,5.09,3.6,1.86,5.19,3.95,2.38,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,2.2,2.97,4.05,0.79,1.32,0.08,2.68,3.29,0.89,4.53,1.86,3.57,1.67,3.67,2.64,3.51,1.76,2.67,1.22,5.12,2.49,2.03,2.58,2.26,0.09,4.4,1.8,1.85,1.2,1.98,1.88,3.03,6.42,1.11,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,2.76,1.76,1.87,4.03,0.58,1,2.99,0.42,0.11,1.38,3.65,1.59,2.37,2,2.93,3.83,2.85,0.87,,1.86,2.48,1.23,2.47,2.52,1.5,3.28,2.26,2.63,2.49,1.95,1.95,0.94,2.46,2.84,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,3.58,5.7,3.12,2.48,1.55,0.89,2.56,1.4,2.49,4.01,1.12,1.65,2.96,1.08,3.69,2,1.47,2.61,,2.48,0.37,4.77,2.78,2.05,4.54,0.84,1.63,1.32,2.03,1.83,1.53,0.79,2.61,0.42,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,5.44,2.74,4.19,2.43,2.96,5.37,4.37,3.6,1.63,0.64,0.39,0.82,1.41,3.73,2.27,4.13,3.68,0.65,,1.4,2.56,4.31,4.03,0.15,2.32,0.47,4.11,6.22,1.15,4,5.86,2.66,6.79,0.8,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,2.64,4.12,3.78,7.37,3.71,1.22,4.93,3.33,2.35,5.59,1.11,1.87,2.46,2.18,5.13,5.53,5.01,4.77,,1.94,4.29,3.01,4.35,0.93,7.77,1.44,3.66,1.52,5.72,6.45,2.74,4.13,2.07,2.76,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,1.13,1.92,2.13,3.73,2.63,2.06,2.92,0.79,8.08,3.5,1.93,1.89,1.41,5.33,1.82,4.44,3.62,2.23,,0.77,3.08,3.07,0.33,1.62,1.8,3.83,2.3,2.28,2.53,3.69,8.19,2.39,2.27,1.21,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,2.19,6.33,1.32,10.73,6.61,3.86,4.94,4.78,3.64,1.39,5.39,3.27,3.57,4.28,3.09,9.5,2.39,2.75,,10.09,4.79,9.33,6.18,4.75,5.29,5.97,3.93,7.87,8.29,5.57,2.84,2.29,2.39,1.86,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,,10.28,2.17,3.77,6.16,4.61,2.51,9.37,8.15,1.36,1.42,5.18,5.67,4.8,0.88,5.14,1.93,2.15,6.28,,5.06,1.49,0.88,5.27,5.16,3.22,5.26,6.88,3.81,6.62,1.53,4.77,3.37,3.01,3.75,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,,4.2,3.2,1.69,,1.67,5.32,3.84,4.39,8.86,7.75,5.35,3.6,7.71,7.67,2.64,5.57,4.48,1.07,,4.89,4.56,7.82,9.44,12.01,7.04,2.14,11.09,11.21,5.48,1.16,5.08,7.41,4.93,2.08,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,41.3,38.12,35.36,,31.44,32.4,49.73,39.39,36.49,43.47,33.22,34.82,43.54,39.23,35.61,52.02,43.44,33.19,,38.25,33.77,44.94,48.93,39.31,53.69,42.06,53.88,52.92,50.39,34.26,44.33,44.77,44.24,23.8,48.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891 Dec estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918 Jul IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
