"STRATFORD-ON-AVON, MILCOTE, SEWAGE DISPOSAL WORKS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP184528,Long,-1.732361,Lat,52.173157,Elevation,122,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,1.2,1.7,2.3,4.12,2.36,2.06,2.23,1.56,2.71,1.42,2.38,2.83,3.48,1.06,3.03,1.15,1.45,1.43,1.71,0.52,2.22,2.91,2.8,6.51,2.79,2.86,2.93,3.94,1.88,1.17,1.67,1.57,4.3,0.89,0.32,2.36,1.5,0.94,1.18,2.37,3.49,1.45,2.64,3.48,4.09
February,,,,,,,3.6,1.2,0.9,2.01,0.77,0.14,2.2,3.35,0.61,2.6,2.12,2.52,1.42,0.47,0.55,2.15,0.21,2.67,0.29,2.02,1.56,3.35,0.59,1.12,2.2,2.58,0.81,1.38,1.22,1.8,2.12,1.11,0.89,0.72,4.12,2.7,0.53,1.16,2.3,1.15,0.44,1.94,3.29,0.08,1.77
March,,,,,,,3.8,1.9,0.9,2.98,2.74,0.8,1.54,1.97,0.5,0.84,0.66,1.93,1.78,0.02,1.54,0.02,1.47,2.15,1.63,0.49,1.6,2.68,0.3,1.14,1.81,2.21,1.63,0.9,0.28,0.65,0.99,5.13,1.04,1.45,1,3.91,2.28,0.99,2,1.98,0.72,1.96,1,2.06,0.77
April,,,,,,,1,1.4,3,1.94,4.04,0.95,2.69,2.76,2.3,1.93,2.47,1.54,1.35,0.65,2.13,3.67,2.67,0.98,2.28,3.57,1.75,2.77,0.09,1.72,2.22,0.87,0.69,0.79,1.88,0.67,1.88,1.8,1.81,1.95,1.87,2.71,1.88,1.74,0.83,0.91,0.94,0.24,0.6,2.52,0.39
May,,,,,,,2.4,2.6,2,0.56,1.93,1.41,0.64,1.8,4.15,2.78,3.43,1.33,0.52,1.41,1.8,3.68,8.48,1,1.63,1.33,0.66,2.06,1.22,0.76,2.44,2.19,2.64,2.88,0.94,2.3,2.39,1.51,3.15,1.9,2.2,2.89,2.63,1.13,2.25,4.7,0.75,1.24,2.08,0.63,1.27
June,,,,,,,2.2,1.8,0.7,0.85,3.24,0.8,0.96,0.16,1.73,0.13,1.88,3.35,2.94,1.26,1.65,2.69,0.87,2.15,0.52,4.08,3.39,1.07,1.02,2.18,0.64,1.18,0.52,1.44,2.46,2.58,2.4,1.13,2.08,0.54,2.58,1.07,1.61,1.77,2.77,2.85,2.11,1,3.93,0.92,1.91
July,,,,,,,1.8,1.2,2.9,1.64,3.55,0.14,2.97,2.15,3.47,3.17,1.54,2.47,1.22,1.66,3.31,4.36,1.73,1.32,3.19,0.2,5.68,4.31,1.77,4.67,4.01,3.29,1.75,0.79,2.5,1.23,1.39,1.78,1.04,1.36,3.66,0.85,0.27,3.78,2.88,0.23,1.56,4.09,3.21,1.03,3.6
August,,,,,,,2,3.7,0.8,2.01,1.4,2.87,5.51,2.17,3.46,1.79,2,3.13,2,1.69,2.21,3.59,1.63,0.66,1.68,1.37,0.53,1,2.97,3.27,0.3,4.52,3.07,1.29,2.36,3.31,4.78,0.31,3.02,1.42,2.76,5.01,3.92,3.38,4.06,0.33,5.3,3.78,2.46,0.9,4.53
September,,,,,,,0.9,1.7,5.1,1.82,3.4,1.09,1.9,2.1,3.11,3.39,0.9,4.9,0.62,1.68,3.01,2.73,2.89,1.32,1.9,3.97,2.56,1.89,2.38,1.3,1.31,0.44,0.97,1.59,3.01,1.71,2.53,1.78,3.18,1.57,3.79,1.97,1.64,2.69,1.71,1.18,2.67,3.69,3.52,0.05,4.09
October,,,,,,,2.7,2.4,1.4,1.72,2.28,1.35,0.38,4.48,3.79,3.24,2.2,1.17,3.31,3.16,1.76,0.62,3.34,3.1,1.48,3.15,1.13,2.15,1.93,3.31,3.11,3.22,2.59,2.16,2.91,3.87,0.5,0.34,2.69,5.55,0.4,1,3.53,2.1,2.49,1.18,1.91,1.23,2.93,2.37,3.82
