"WARMINSTER, SMALLBROOK HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1521,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,4.55,5.53,1.48,6.22,
February,,,,,,,,4.60,2.61,1.02,0.90,
March,,,,,,,,3.84,2.86,0.32,1.92,
April,,,,,,,,1.67,1.38,0.96,1.90,
May,,,,,,,,0.88,2.36,2.30,1.59,
June,,,,,,,,3.48,2.64,1.27,1.01,
July,,,,,,,,5.31,1.92,1.35,2.93,
August,,,,,,,,4.03,2.33,1.61,3.09,
September,,,,,,,,6.06,1.71,0.58,3.65,
October,,,,,,,,2.35,4.95,4.89,2.17,
November,,,,,,,,3.57,4.08,8.79,4.78,
December,,,,,,,,4.01,3.43,9.60,3.77,
Total,,,,,,,,44.35,35.80,34.17,33.93,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.35,35.80,34.17,33.93,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,
