"DOVERCOURT",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1327,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,1.10,2.30,1.00,3.14,1.17,1.58,
February,,,,,,1.48,2.00,2.51,0.91,0.48,0.97,
March,,,,,0.50,1.12,0.09,2.35,2.80,0.06,1.51,
April,,,,,2.45,1.75,3.04,1.73,1.00,1.62,1.38,
May,,,,,3.11,1.52,0.98,0.98,1.38,0.94,1.54,
June,,,,,1.82,0.31,2.07,4.26,2.74,0.53,0.93,
July,,,,,3.10,1.95,2.09,3.51,1.64,4.09,3.17,
August,,,,,2.99,2.25,1.02,3.24,1.89,2.31,2.23,
September,,,,,2.74,2.42,0.80,3.04,0.70,0.14,4.26,
October,,,,,4.37,2.20,2.59,1.50,2.15,2.50,0.88,
November,,,,,2.10,1.97,3.35,2.14,2.45,4.39,3.20,
December,,,,,2.28,2.16,0.85,2.85,3.32,3.84,2.00,
Total,,,,,,20.23,21.18,29.11,24.12,22.07,23.65,
Calc annual,0.00,0.00,0.00,0.00,25.46,20.23,21.18,29.11,24.12,22.07,23.65,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,0.00,0.00,
