DOVERCOURT (ROYAL OAK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TM252315,Long,1.274664,Lat,51.936411,Elevation,47,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,1.1,2.3,1,3.14,1.17,1.58,1.49,0.76,0.84,1,2.59,3.39,3.59,2.77,5.22,2,2.39,2.14,3.72,1.6,1.7,1.2,2.24,3.2,1.13,1.86,1.83,2.48,0.68,1.67,2.17,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,1.48,2,2.51,0.91,0.48,0.97,1.98,0.35,0.76,0.24,2.85,2.29,2.99,0.67,0.93,1.36,1.7,0.11,0.55,1.24,1.47,1.72,1.3,1.04,1.06,2.1,3.73,0.86,0.99,1.89,1.97,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,0.5,1.12,0.09,2.35,2.8,0.06,1.51,0.37,1.11,1.5,1.91,0.67,0.42,1.61,0.42,1.56,2.29,1.96,2.29,0.33,0.16,1.11,1.35,4.28,0.59,0.44,0.41,2.59,2.87,0.23,1.56,1.37,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,2.45,1.75,3.04,1.73,1,1.62,1.38,2.77,1.75,0.8,2.07,1.81,1.02,2.35,0.32,2.5,1.15,1.19,0.52,0.75,1.65,0.73,0.89,1.06,1.35,1,1.41,2.26,0.67,2.08,0.23,0.13,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,3.11,1.52,0.98,0.98,1.38,0.94,1.54,1.84,2.97,1.26,2.61,1.76,0.45,2.69,1.77,1.27,0.19,1.13,1.52,1.51,1.27,1.75,2.5,0.49,1.06,1.77,1.4,2.09,1.12,1.44,1.09,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,1.82,0.31,2.07,4.26,2.74,0.53,0.93,0.82,0.5,1.37,0.69,2.06,3.91,1.84,0.54,1.51,0.64,1.06,2.96,1.26,1.65,1.36,2.44,2.18,2.19,0.48,1.02,1.18,1.39,1.75,1.16,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,3.1,1.95,2.09,3.51,1.64,4.09,3.17,2.32,3.04,1.22,,1.19,2.4,1.19,1.26,1.04,2.65,1.95,2.11,1.36,1.82,1.57,2.21,1.02,1.16,0.62,2.46,2.02,0.83,2.92,1.98,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,2.99,2.25,1.02,3.24,1.89,2.31,2.23,2.39,1.21,0.89,0.96,1.39,1,0.88,1.03,2.55,0.27,4.42,1.27,0.98,1.35,3.72,3.99,0.41,2.1,0.96,1.72,3.61,2.12,1.22,3.05,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,2.74,2.42,0.8,3.04,0.7,0.14,4.26,1.27,1.4,3.47,1.89,3.43,2.63,2.24,2.12,0.57,0.7,0.27,1.47,2.4,2.56,0.95,1.82,1.28,1.68,1.89,2.53,2.93,4.48,1.28,1.37,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,4.37,2.2,2.59,1.5,2.15,2.5,0.88,0.44,4.74,1.35,1.4,1.94,1.83,2.46,2.56,8.21,2.47,2.35,3.18,2.02,3.78,1.84,1.11,0.24,1.41,4.91,0.32,0.78,1.61,1.68,1.46,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
