SOUTHAMPTON CADLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU445046,Long,-1.369388,Lat,50.839224,Elevation,52,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,2.45,4.3,2.3,5,6.69,4.16,3.83,4.11,1.73,3.26,6.9,5.19,2.29,5.08,1.16,7.82,1.59,4.82,0.89,2.8,1.71,3.43,3.72,2.61,4.27,2.87,1.33,0.93,3.53,3.4,0.81,2.02,4.89,3.52,1.19,2.34,0.81,3.96,3.8,1.27,1.54,2.3,3.85,0.93,7.64,1.08,1.31,1.08,3.24,1.3,4.64,4.83,0.68,4.18,1.53,1.34,,,3.82,4.01,4.48,2.77,2.99,4.5,3.91,2.44,5.84,1.01,4.15,2.13,2.88,2.98,2.88,0.84,,6.43,3.86,4.58,3.21
February,,,0.65,0.9,1.99,3.15,5.33,2.5,1.7,2.48,2.26,1.83,2.4,2.84,2.64,2.97,3.51,1.85,2.74,4.72,3.8,4.19,1.75,4.52,2.73,3.81,0.71,0.71,1.46,1.79,0.81,0.09,1.09,3.71,2.94,0.11,0.17,3.79,1.9,3.01,5.37,1.64,1.49,1.96,3.78,0.58,3.2,1.27,1.26,0.35,3.66,1.84,2.5,1.26,4.26,5.5,5.01,1.15,,,0.65,0.47,3.11,6.28,0.19,4.5,2.25,3.88,1.95,0.99,0.96,2.03,0.1,3.13,0.11,2.96,,5.45,0.56,1.2,3.36
March,,,4.67,0.9,3,1.05,2.5,3.07,1.95,2.07,2.5,1.32,3.19,3.03,0.58,0.75,4.15,2.32,1.71,0.65,1.16,3.26,0.79,0.78,2.65,2.2,3.22,1.22,3.62,2.74,1.23,2.63,1.1,0.56,2.14,1.7,3.71,5.72,0.49,0.98,1.58,2.55,2.24,3.73,1.01,4.83,1.76,0.65,2.72,3.5,0.97,2.01,4,3.48,5.26,0.89,3.53,3.17,,,2.2,0.8,2.2,1.64,1.67,0.22,0.35,3.44,2.51,0.19,1.48,1.15,1.31,3.4,2.8,0.97,,3.48,0.49,1.12,3.55
April,,,1.48,1.5,2.5,1.05,2.23,2.18,3.01,1.15,0.2,4.82,1.34,1,3.07,1.46,1.81,3.11,3.27,3.09,1.77,0.9,3.52,1.1,1.4,1.17,2.12,1.33,1.83,2.62,2.96,0.99,0.69,0.06,2.1,3.15,0.89,2.4,1.38,3.12,1.47,2.94,1.41,2.79,1.55,1.58,1.08,4.21,2.89,1.29,2.42,1.48,0.11,3.6,1.42,1.21,0.72,2.93,,,3.08,0.67,3.34,3.24,2.8,1.93,3.27,1.16,1.65,0.85,2.36,3.02,3.58,1.12,2.13,2.95,,2.87,0.01,1.4,0.85
May,,,4.26,2.25,1.15,2.71,1.64,1.48,1.87,5.52,1.33,0.88,2.27,1.41,0.98,2.13,0.33,2.81,3.34,3.05,0.35,1.65,2.28,2.75,1.04,4.27,3.76,1.06,2.07,2.81,1.82,2.51,0.86,0.83,1.07,0.93,0.38,1.49,3.14,1.02,1.8,1.44,2.3,3.15,3.82,0.81,1.8,2.16,2,1.65,1.48,1.71,1.27,2.63,1.32,3.68,1.21,2.22,,,1.73,1.77,1.1,2.41,,5.04,1.86,0.44,1.46,2.17,2.08,3.46,5.68,2.11,0.67,1.24,,3.56,1.16,1.02,0.52
June,,,1.67,1.25,0.25,1.25,2.28,1.98,0.59,1.72,0.21,2.7,3.41,2.15,1.98,3.21,1.34,1.2,1.4,5.44,2.68,1.86,3.2,1.73,2.75,1.63,0.57,0.99,3.44,0.71,2.7,1.45,1.59,1.47,2.06,1.45,2.09,3.11,1.26,1.8,3.23,0.98,4.65,3.02,1.23,4.46,1.37,1.94,0.45,3.39,2.42,2.34,3.36,0.84,1.01,1.97,2.09,2.18,,,2.12,0.1,2.21,0.23,2.46,0,3.08,2.83,1.98,1.36,0.35,2.21,1.61,1.34,1.42,3.23,,1.42,0.68,1.38,1.8
July,,,1.9,0.8,0.15,3.98,1.75,4.14,1.08,1.02,1.07,5.1,4.34,1.65,1.7,3.92,1.11,3.35,1.17,4.58,5.13,2.03,2.46,3.88,2.27,0.44,2.96,0.88,4.23,3.03,3.85,2.82,2.22,5.06,4.42,4.13,0.73,0.6,0.82,0.7,1.22,3.44,1.4,2.88,1.2,0.38,0.49,2.09,1.96,2.73,2.88,0.13,3.08,1.16,3.52,4.3,0.83,3.82,,,5.88,0.42,4.29,0.77,3.22,3.52,1.76,2.54,1.55,2.15,2,4.38,3.67,2.14,0.77,2.26,,1.52,1.6,3.57,3.66
August,,,1.9,2.8,0.75,5.1,4.15,2.48,5.58,0.8,2.92,1.54,1.6,3.1,2.99,2.12,3.43,3.41,4.69,6.78,0.58,4.9,2.19,1.33,1.57,0.83,1.6,2.67,4.1,2.47,4.58,6.12,3.26,0.97,1.91,2.71,2.42,3.98,1.54,0.51,3.42,2.29,4.15,4.7,2.6,2.45,1.07,1.67,4.26,2.49,2.18,0.86,6.5,1.55,2.62,1.83,2.95,5.68,,,1.45,2.17,3,2.95,3.71,4.44,1.47,4.08,2.08,1.99,3.27,3.88,1.25,1.13,3.52,3.76,,1.1,2.16,2.04,0
September,,,1.5,5.02,4.13,0.1,8.05,2.62,4.49,6.5,2.43,6.12,2.54,2.63,3.75,1.67,4.6,2.17,2.3,4.57,4.95,2.71,2.42,4.03,2.52,5.46,2.25,4.24,1.14,0.88,1.71,2.16,3.14,1.57,2.52,0.25,7.93,2.93,1.36,2.37,1.29,2.34,1.04,3.07,1.94,1.68,1.09,0.51,2.03,4.2,0.15,1.29,2.37,2.91,1.54,3.78,2.28,2.06,,,2.05,0.71,1.63,2.66,5.8,2.92,0.29,5.41,0.92,0.4,3.87,1.83,3.62,3.35,3.15,4.16,,1.93,1.6,0.67,1.68
October,,,7.1,3.4,1.6,8.19,2.28,3.45,3.17,1.98,5.43,2.13,6.12,3.98,5.43,6.57,2.41,3.13,3.53,2.19,5.49,1.61,6.78,2.93,0.85,4.12,5.6,1.33,2.03,6.4,0.9,10.25,4.44,3.64,4.18,3.17,3.33,0.69,5.23,2.02,3.18,3.54,2.52,10.22,2.94,1.92,6.53,7.44,1.76,9.44,5.27,4.26,3.68,3.81,3.22,3.53,5.37,5.65,,,2.97,0.94,0.53,6,,4.07,3.16,2.27,6.75,4.41,1.6,0.63,6.94,2.34,2.18,4.66,,2.91,3.7,7.39,3.99
