"SOYLAND MOOR (BAITINGS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3220,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,3.10,6.27,6.49,8.56,4.85,5.94,3.60,10.76,2.74,3.32,,
February,5.99,2.47,4.86,2.66,6.32,7.51,3.52,3.85,3.66,6.73,,
March,5.44,3.03,1.69,0.62,1.42,1.92,7.40,2.20,1.80,3.04,,
April,3.05,2.83,3.13,3.78,3.50,2.09,5.01,2.48,4.70,4.75,,
May,2.81,4.74,3.53,4.11,5.58,1.98,3.73,1.44,4.75,2.57,,
June,0.97,1.63,4.11,3.62,5.41,4.23,2.93,5.28,0.83,2.46,,
July,1.70,4.88,3.15,4.56,2.53,5.05,3.35,2.87,2.86,4.59,,
August,8.11,5.60,6.70,4.05,4.16,6.31,0.38,5.26,3.03,5.84,,
September,0.84,3.21,4.92,6.91,3.18,8.26,3.03,3.17,1.22,7.84,,
October,5.51,7.41,3.52,4.99,6.93,1.27,1.21,3.13,6.02,2.95,,
November,4.09,1.58,4.18,9.35,0.76,8.77,7.53,2.15,7.46,6.19,,
December,3.23,4.65,3.05,5.68,3.29,3.96,4.85,5.20,8.64,3.52,,
Total,44.84,48.30,49.33,58.89,47.93,57.29,46.54,47.79,47.71,53.80,,
Calc annual,44.84,48.30,49.33,58.89,47.93,57.29,46.54,47.79,47.71,53.80,,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,,
