"ROTTINGDEAN",,,,,,,,,,,,
Grid ref,TQ367029,Long,-0.061146,Lat,50.809532,,,,,,,
Station no,473,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,2.63,4.00,0.98,4.71,0.65,1.15,1.21,,
February,,,,1.50,3.40,0.73,2.59,1.22,1.17,0.34,,
March,,,,1.89,1.14,4.58,1.54,0.87,1.90,3.41,,
April,,,,2.13,1.22,2.15,1.34,3.34,1.95,1.00,,
May,,,,2.08,4.26,0.23,2.41,1.80,1.34,1.18,,
June,,,,3.04,0.92,3.89,2.27,2.42,1.23,2.12,,
July,,,,5.68,0.42,0.54,0.39,1.18,2.88,2.44,,
August,,,,3.73,1.93,2.29,1.14,0.90,2.63,2.90,,
September,,,,2.48,1.49,2.67,1.46,0.50,1.62,2.82,,
October,,,,5.77,2.28,1.79,4.17,4.59,0.87,7.41,,
November,,,,1.83,1.58,5.23,6.30,2.00,1.25,1.14,,
December,,,,1.98,3.00,0.88,2.06,2.59,2.49,5.04,,
Total,,,,34.74,25.64,25.96,30.38,22.06,20.48,31.01,,
Calc annual,0.00,0.00,0.00,34.74,25.64,25.96,30.38,22.06,20.48,31.01,,
Difference,NaN,NaN,NaN,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,,
