ROTTINGDEAN-SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ367029,Long,-0.061146,Lat,50.809532,Elevation,120,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,2.63,4,0.98,4.71,0.65,1.15,1.21,3.01,1.56,3.13,4.56,0.86,3.94,1.2,1.25,3.34,5.19,,2.38,3.95,1.51,2.44,4.03,3.57,2.27,4.48,1.26,3.25,2.42,2.19,2.3,2.52,0.65,4.28,5.21,3.96,5.68,3.09,4.7,3.35,6.36,1.84,2.04,2.27,2.36,4.99,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,1.5,3.4,0.73,2.59,1.22,1.17,0.34,3.74,1.35,2.64,1.06,3.21,4.26,4.92,1.25,1.02,2.54,,0.78,2.4,4.3,0.66,2.87,3.27,2.27,1.38,1.2,1.45,1.79,0.21,2.29,0.17,3.96,1.97,5.12,0.99,1.58,2.79,3.6,0.56,1.4,0.91,1.95,3.14,2.34,1.4,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,1.89,1.14,4.58,1.54,0.87,1.9,3.41,2.04,2.9,4.07,2.09,4.5,0.68,3.95,1.61,1.23,4.22,,1.39,1.31,2.58,1.72,0.73,0.44,3.59,2.15,0.07,1.81,0.49,1.38,2.16,3.29,0.64,1.43,3.74,0.63,1.52,3.11,2.38,3.43,0.52,0.1,1.64,1.46,6.56,0.96,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,2.13,1.22,2.15,1.34,3.34,1.95,1,2.12,1.92,0.02,2.91,1.04,1.48,0.98,1.28,2.09,2.45,,0.89,3.23,3.38,2.68,3.09,3.79,1.64,2.77,0.97,1.53,2.92,1.92,1.11,1.98,3.54,2.4,2.85,0.43,2.8,1.31,1.28,0.93,1.64,1.53,1.13,2.03,1.96,1.23,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,2.08,4.26,0.23,2.41,1.8,1.34,1.18,2.49,0.78,1.36,1.48,0.76,3.59,1.79,0.93,1.48,0.33,,1.2,0.74,2.98,3.3,2.73,2.96,0.98,1.1,1.76,2.15,2.39,2.81,1.71,0.4,0.93,0.44,3.24,2.38,1.04,1.56,1.77,2.59,2.58,0.4,2.59,3.43,1.42,1.96,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,3.04,0.92,3.89,2.27,2.42,1.23,2.12,2.72,2.2,2.5,0.43,1.77,0.88,1.93,3.42,1.17,0.44,,0.03,1.51,0.47,2.39,0.06,3.03,3.44,2.82,2.62,0.67,1.62,1.27,2.28,1.45,1.94,2.34,1.28,0.5,1.32,0.11,2.36,0.24,1.27,1.12,2.42,2.39,2.89,1.72,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,5.68,0.42,0.54,0.39,1.18,2.88,2.44,2.28,0.59,1.07,2.81,2.24,4.31,0.73,3.89,3.6,1.13,,0.41,2.57,4.94,2.97,4.44,1.82,1.72,1.8,1.51,1.94,3.32,2.92,1.32,1.16,0.23,3.54,1.53,1.25,2.95,3.04,2.7,2.39,2.76,1.95,4.62,1.94,1.55,1.51,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,3.73,1.93,2.29,1.14,0.9,2.63,2.9,3.11,0.56,6.5,2.3,0.67,1.27,1.43,5.3,1.57,3,,1.14,2.74,2.55,3.22,2.08,4.31,3.1,1.78,2.27,4.17,2.84,0.58,1.25,2.8,4.14,0.56,1.51,1.27,1.84,0.09,4.22,3.54,1.6,2.42,1.07,7.07,0.28,5.89,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,2.48,1.49,2.67,1.46,0.5,1.62,2.82,0.12,1.39,2.85,1.96,1.34,2.76,1.8,0.99,6.29,2.09,,0.51,2.71,2.55,2.69,3.27,0.73,5.44,0.63,0.83,2.61,2.12,2.46,3.51,1.31,5.72,2.04,2.73,2.53,0.49,2.08,0.59,3.11,2.08,2.56,1.77,3.15,2.55,1.92,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,5.77,2.28,1.79,4.17,4.59,0.87,7.41,3.9,5.68,3.83,5.3,2.68,3.54,5.09,3.76,1.87,0.53,,1.2,0.8,6.3,4.48,3.7,2.79,2.34,7.56,4.5,2.51,0.48,7.39,2.05,2.16,4.27,1.22,2.91,3.35,6.97,3.34,0.97,3.29,2.91,4.74,3.11,0.88,0.84,2.34,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,1.83,1.58,5.23,6.3,2,1.25,1.14,5.07,6.51,1.75,3.65,4.32,3.24,5.39,1.59,2,3.19,,1.98,1.49,2.33,3.33,2.8,6.87,3.42,3.33,7.35,5.68,4.23,1.49,1.11,4.18,7.19,4.57,1.02,3.39,6.65,7.95,4.27,1.16,2.86,5.34,0.42,3.78,2.1,2.66,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,1.98,3,0.88,2.06,2.59,2.49,5.04,3.85,6.2,3.51,1.76,8.1,8.35,4.73,2.74,2.27,4.61,,2.28,3.22,3.37,3.68,4.58,0.56,4.58,3.18,6.48,2.83,1.76,0.82,1.04,7.5,3.86,2.3,4.47,3.11,1.88,2.39,1.69,3.12,2.08,1.86,4.18,3.68,2.58,2.77,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,34.74,25.64,25.96,30.38,22.06,20.48,31.01,34.45,31.64,33.23,30.31,31.49,38.3,33.94,28.01,27.93,29.72,,14.19,26.67,37.26,33.56,34.38,34.14,34.79,32.98,30.82,30.6,26.38,25.44,22.13,28.92,37.07,27.09,35.61,23.79,34.72,30.86,30.53,27.71,28.06,24.77,26.94,35.22,27.43,29.35,24.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
