"RAMSBOTTOM (KILLGATE BROOK)",,,,,,,,,,,,
Grid ref,SD830163,Long,-2.258618,Lat,53.642931,,,,,,,
Station no,2905,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.07,5.64,2.36,5.09,3.85,,,,,,,
February,2.70,1.74,1.60,4.15,2.25,,,,,,,
March,4.87,3.53,2.42,3.09,1.82,,,,,,,
April,2.79,3.36,3.92,0.95,2.69,,,,,,,
May,1.89,2.10,2.78,3.76,4.42,,,,,,,
June,1.42,4.34,3.94,4.67,4.22,,,,,,,
July,3.08,2.92,6.02,6.86,1.19,,,,,,,
August,5.76,6.71,5.26,6.60,1.21,,,,,,,
September,3.98,4.35,5.61,6.20,4.08,,,,,,,
October,1.14,5.54,2.19,9.10,2.51,,,,,,,
November,9.53,3.20,6.12,7.55,2.68,,,,,,,
December,8.76,4.68,2.38,8.28,6.34,,,,,,,
Total,50.99,48.11,44.60,66.30,37.26,,,,,,,
Calc annual,50.99,48.11,44.60,66.30,37.26,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,,
