"ROCHDALE, KILLGATE BROOK",,,,,,,,,,,,
Grid ref,SD830163,Long,-2.258618,Lat,53.642931,,,,,,,
Station no,2905,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,3.41,3.40,4.15,4.52,2.43,6.55,2.00,4.45,2.65,,
February,,2.07,2.07,4.31,4.37,2.65,4.57,2.90,3.94,2.83,,
March,,3.75,3.06,5.60,3.08,3.97,3.98,4.18,3.48,4.33,,
April,,3.36,2.56,2.70,3.07,3.95,2.19,2.47,3.14,4.13,,
May,,1.72,3.90,4.41,3.31,0.75,4.38,4.61,3.32,3.28,,
June,4.12,2.35,1.62,2.35,1.45,4.15,1.54,8.67,2.22,2.83,,
July,2.44,2.00,3.43,5.15,2.37,3.14,2.29,3.56,6.05,7.05,,
August,6.09,3.29,4.05,6.75,5.67,5.42,5.20,5.62,4.63,3.56,,
September,1.75,2.34,2.33,5.80,1.93,3.12,1.68,1.50,4.49,3.71,,
October,6.56,4.15,5.62,11.07,3.13,4.15,7.75,5.19,2.38,6.75,,
November,4.43,6.85,3.49,4.02,4.47,5.12,5.12,3.78,3.26,1.73,,
December,6.59,6.32,3.94,2.83,3.79,1.03,4.85,4.76,3.80,8.12,,
Total,,41.61,39.47,59.14,41.16,39.88,50.10,49.24,45.16,50.97,,
Calc annual,31.98,41.61,39.47,59.14,41.16,39.88,50.10,49.24,45.16,50.97,,
Difference,NaN,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
