HILLINGTON-SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TF721254,Long,0.551286,Lat,52.798706,Elevation,78,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,0.21,1.17,1.7,1.83,1.93,2.82,2.93,2.52,1.12,0.82,2.73,2.44,1.08,2.01,2.44,3.89,1.71,1.69,1.53,2.28,4.44,0.87,1.28,1.7,2.21,1.17,3.93,1.59,1.5,1.21,2.26,2.33,2.92,,,,,,,
February,2.1,2.91,1.71,2.99,0.65,2.03,0.5,0.73,2.18,2.01,0.72,0.09,2.46,3.18,1.34,0.45,0.73,2.51,1.07,1.19,3.98,1.82,1.6,0.74,3.02,0.99,3.1,1.54,1.85,0.51,3.23,2.45,1.24,,,,,,,
March,1.26,2.05,1.63,1.81,1.29,0.92,1.98,1.68,2.62,1.75,3.19,1.44,0.95,0.27,0.91,2.45,3.48,2.57,2.47,1.27,0.89,2.29,1.29,2.88,2.12,2.43,1.85,1.3,2.72,3.72,0.89,3.6,3.04,,,,,,,
April,2.82,1.21,2.73,1.59,1.43,1.44,1.89,1.15,1.7,1.68,0.44,0.75,1.79,0.12,2.25,1.37,1.44,1.81,1.42,2.28,1.34,2.04,1.57,2.08,1.15,1.47,1.16,2.74,3.64,1.42,3.46,1.38,,,,,,,,
May,1.62,0.6,1.55,1.72,1.13,2.92,2.42,1.81,0.82,2.67,1.82,3.19,1.87,0.65,2.07,1.98,1.09,1.2,2.56,1.8,1.62,1.5,4.38,2.8,2.04,1.3,1.79,2.96,1.76,2.16,4.11,1.51,,,,,,,,
June,2.82,2.19,4.2,4.79,1.17,1.72,0.9,0.2,1.74,2.09,2.81,2.06,2.58,1.56,3.56,1.12,2.31,1.92,2.26,0.86,2.31,1.29,3.52,2.51,1.04,3.57,3.46,1.94,1.09,4.18,1.85,3.74,,,,,,,,
July,5.3,2.12,2.77,3.41,3.12,0.81,4.41,1.36,6.07,2.9,3.37,3.6,2.8,4.32,3.41,2.73,2.61,1.03,0.87,1.76,2,1.38,3.15,3.41,4.25,1.11,0.45,2.31,3.74,3.68,4.28,0.4,,,,,,,,
August,1.82,4.04,3.04,1.71,1.96,1.84,1.98,1.36,3.92,5.48,2.66,4.39,2.11,1.41,2.26,3.75,2.39,3.57,2.36,2,5.62,1.86,2.89,4.94,2.34,2.11,3.1,2.25,2.69,3.42,1.67,1.36,,,,,,,,
September,3.87,3,2.85,6.3,2.4,4.4,1.49,2.41,1.35,2.35,0.75,1.26,1.85,0.9,2.15,0.76,3.92,4.9,0.19,4.39,0.78,0.96,1.4,4.05,2.44,2.61,1.73,0.87,1.88,1.96,1.64,3.15,,,,,,,,
October,4.72,2.44,4.5,2.72,2.67,5.4,3.22,3.8,0.8,3.16,1.48,4.28,6.63,1.96,3.2,2.98,4.83,1.3,2.62,2.78,3.04,2.79,2.19,6.1,1.36,2.75,4.48,2.29,1.34,4.56,1.76,3.54,,,,,,,,
November,2.62,2.4,3.17,4.01,2.12,3.31,2.76,2,2.41,1.34,3.02,2.08,1.79,4.06,3.14,3.17,1.06,1.79,2.5,2.23,2.61,2.54,1.39,2.41,1.38,2.13,4.12,2.99,1.41,1.22,3.91,4.65,,,,,,,,
December,2.37,2.77,3.4,2.17,2.61,1.37,4.03,1.31,1.44,1.56,0.51,3.33,1.13,1.89,3.2,2.22,4.09,1.96,2.28,1.88,3.89,5.08,1.55,2.02,2.3,1.03,2.41,2.91,1.9,5.52,4.32,3.91,,,,,,,,
Total,31.53,26.9,33.25,35.05,22.48,28.98,28.51,20.33,26.17,27.81,23.5,28.91,27.04,22.33,29.93,26.87,29.66,26.25,22.13,24.72,32.52,24.42,26.21,35.64,25.65,22.67,31.58,25.69,25.52,33.56,33.38,32.02,,,,,,,,
