ESKDALE GREEN GATEHOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY143002,Long,-3.321281,Lat,54.390041,Elevation,215,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,6.19,3.44,7.44,2.85,5.33,2.96,5.24,2.65,6.77,5.12,6.01,6.11,4.6,3.33,6.08,6.84,7.35,8.63,5.32,5.49,5.26,3.28,6.91,7.22,10.16,2.82,8.14,7.08,6.35,4.55,6.38,4.37,7.72,7.68,5.95,7.43,2.52,1.51,,,,,,,,,
February,,,,,4.61,3.83,4.39,2.86,4.04,4.13,8.1,7.01,2.63,2.38,6.88,11.12,4.79,1.71,6.51,0.79,4.03,0.61,5.75,10.09,2.08,7.81,,4.82,5.43,2.08,0.4,5.92,0.13,6.31,0.62,6.88,3.71,7.39,2.43,6.88,1.41,4.51,,,,,,,,,
March,,,,,4.62,4.14,2.88,6.32,4.74,4.94,3.39,1.75,8.4,4.98,5.88,3.24,0.98,3.2,1.91,5.82,8.33,7.49,2.58,1.76,1.71,2.45,2.39,5.64,5.89,1.31,2.78,1.67,4.34,3.78,4.29,1.15,4.5,3.1,2.64,4.32,7.57,3.33,,,,,,,,,
April,,,,,4.05,6.58,2.81,4.3,2.7,4.62,3.3,5.18,1.48,5.98,1.67,4.61,4.03,2.56,1.35,5.25,6.49,1.7,2.1,6.17,2.82,6.02,,3.36,2.7,2.68,2.62,3.35,4.32,2.78,4.18,4.02,1.08,3.69,0.88,4.41,2.32,3.69,,,,,,,,,
May,,,,,2.95,3.47,7.61,5.73,4.68,3.96,3.35,4.06,2.66,4.34,3.31,1.35,4.28,3.25,2.07,2.46,6.21,3.72,4.77,3.23,5.33,6.41,,3.46,1.12,3.63,3.02,2.94,5.16,3.59,6.26,0.89,1.23,2.35,6.35,0.82,1.79,3.89,,,,,,,,,
June,,,,,1.95,2.89,3.37,8.8,3.91,2.61,2.26,4.16,6.75,4.89,2.41,3.15,3.8,3.09,3.72,3.07,3.55,0.91,4.29,2.93,4.59,2,,4.06,5.58,3.34,2.81,9.26,2.72,2.75,2.89,4.97,6.02,4.2,6.13,3.6,0.92,1.57,,,,,,,,,
July,,,,,3.01,3.18,4.35,3.27,5.8,9.46,5.6,1.22,5.4,1.41,6.56,9,4.88,1.54,5.25,1.47,7.85,3.81,6.5,5.88,6.7,3.82,,8.18,9.01,6.43,3.64,7.34,7.5,4.75,2.58,3.51,6.25,2.04,9.41,8.14,4.77,4,,,,,,,,,
August,,,,,3.91,5.28,5.46,6.76,6.57,6.44,8.81,5.9,8.06,3.15,3.84,4.16,2.36,8.49,6.25,4.87,3.8,8.15,4.91,9.96,5.12,4.92,,5.06,8.3,7.25,11.9,3.95,3.16,5.71,7.6,4.19,4.39,3.22,4.58,3.05,2.9,6.6,,,,,,,,,
September,,,,,3.09,4.46,1.9,0.72,7.29,3.18,1.33,4.67,2.95,2.68,3.16,1.99,4.47,7.78,10.66,5.33,5.87,2.25,3.68,8.22,7.74,5.01,,9.69,5.33,2.68,3.22,3.15,7.41,1.41,6.75,8.78,4.79,4.94,4.74,2.94,7.32,2.94,,,,,,,,,
October,,,,,3.74,6.15,6.18,10.82,2.86,8.62,2.56,5.22,6.38,4.79,2.07,1.93,9.91,9.03,5.54,3.02,3.93,3.53,3.24,10.58,4.16,6.99,,5.18,9.05,8.41,10.8,6.1,10.6,4.17,8.85,8.82,5.21,4.02,11.59,2.42,6.7,5.42,,,,,,,,,
November,,,,,5.51,6.33,4.74,6.84,5.3,3.31,5.71,6.46,7.69,5.71,6.81,2.56,8.39,8.64,3.74,3.77,6.38,3.61,3.9,8.51,6.34,3.73,8.87,7.83,10.21,11.82,6.38,8.64,4.22,3.19,2.44,6.27,8.37,1.35,9.29,7.85,5.17,2.59,,,,,,,,,
December,,,,,4.97,3.29,5.53,8.04,4.76,9.4,9.28,12.64,5.72,4.6,7.72,9.51,5.32,5.05,9.11,9.56,4.37,8.55,5.64,7.46,9.31,4.05,,1.65,4.74,11.74,5.3,7.07,7.03,1.08,9.48,4.48,7.79,4.17,7.97,2.62,7.77,3.26,,,,,,,,,
Total,,,,,48.6,53.04,56.66,67.31,57.98,63.63,58.93,60.92,64.89,50.03,56.32,58.73,57.81,57.67,62.19,52.25,68.16,52.96,52.68,80.28,61.16,56.49,,66.15,77.52,64.19,61.01,66.47,62.94,44.07,62.32,58.33,61.06,48.15,71.96,54.48,51.16,43.31,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation for 1916 only given as 130' but no mentioin of a move.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1926 total given as 58.58"" but very incomplete year. No comment on record",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
