CORSEHILL,,,,,,,,,,,,
Grid ref,NY175895,Long,-3.297462,Lat,55.192860,,,,,,,
Station no,5030/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,9.10,14.00,4.98,8.60,,,,,,,,
February,9.70,6.50,5.25,7.00,,,,,,,,
March,6.00,5.94,0.73,8.40,,,,,,,,
April,5.80,4.87,6.94,3.38,,,,,,,,
May,3.28,3.37,4.94,9.02,,,,,,,,
June,2.03,6.35,2.25,,,,,,,,,
July,6.35,6.64,6.95,,,,,,,,,
August,11.92,6.46,5.58,,,,,,,,,
September,8.24,4.64,11.35,,,,,,,,,
October,1.98,6.62,7.06,,,,,,,,,
November,16.15,4.50,11.85,,,,,,,,,
December,16.69,7.85,10.28,,,,,,,,,
Total,97.24,77.74,78.16,,,,,,,,,
Calc annual,97.24,77.74,78.16,36.40,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
