"NORTON DISNEY (THE VICARAGE)",,,,,,,,,,,,
Grid ref,SK891588,Long,-0.670134,Lat,53.118943,,,,,,,
Station no,2548/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.99,1.12,0.81,1.07,,,,,,,,
February,2.90,0.39,1.27,1.95,,,,,,,,
March,3.53,2.60,0.69,1.26,,,,,,,,
April,1.54,1.02,1.77,0.12,,,,,,,,
May,2.83,1.31,2.46,2.79,,,,,,,,
June,1.27,2.47,2.39,2.81,,,,,,,,
July,0.61,0.37,1.75,1.35,,,,,,,,
August,5.34,1.68,1.56,3.13,,,,,,,,
September,0.93,1.78,1.25,2.12,,,,,,,,
October,1.62,2.75,2.15,3.10,,,,,,,,
November,4.83,1.81,1.59,4.15,,,,,,,,
December,1.11,1.78,0.79,2.30,,,,,,,,
Total,28.50,19.08,18.48,26.15,,,,,,,,
Calc annual,28.50,19.08,18.48,26.15,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
