WORKINGTON WINSCALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY035259,Long,-3.495954,Lat,54.618991,Elevation,440,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,,,,4.81,2.21,3.54,3.19,3.58,1.28,4.74,1.3,3.49,2.18,2.35,1.77,2.33,2.18,2.61,3.31,2.81,1.64,4.39,3.57,4.51,4.56,3.1,2.42,3.32,2.21,3.75,0.85,5.77,1.09,5.61,2.71,4.47,3.05,4.02,1.24,3.37,3.91,3.86,5.19,2.39,0.75,5.02,,,,,,,,
February,,,,,,,,,,,5.45,1.94,1.18,4.03,2.9,1.88,2.35,1.59,1.56,1.68,5.49,3.63,2.14,1.78,3.9,5.32,3.06,1.63,3.47,0.51,2.03,0.31,3.76,4.65,0.46,3.39,3.18,1.72,2.94,0.92,0.42,2.44,0,2.2,0.27,4.29,2.11,4.29,1.43,3.72,0.96,3.71,1.56,,,,,,,,
March,,,,,,,,,,,0.37,1.65,2.18,5.91,2.88,3.47,1.94,3.16,3.21,3.87,2.78,0.99,4.64,3.63,2.99,1.64,0.85,1.34,1.54,2.41,5.05,5.03,0.93,1.35,1.01,1.28,0.56,2.96,3,0.56,1.65,0.75,2.97,2.55,1.67,0.95,1.67,1.21,1.98,2.31,5.35,2.46,2.43,,,,,,,,
April,,,,,,,,,,,1.61,2.81,1.82,1.5,2.89,3.92,1.61,3.1,1.37,3.06,2.37,3.97,0.7,4.35,1.27,2.73,2.33,1.69,0.9,2.49,3.22,0.9,2.37,2.77,1.61,2.82,2.14,1.44,0.96,1.23,1.07,1.17,2.38,1.93,3.23,2.55,0.78,2.79,0.41,1.75,1.36,2.03,2.13,,,,,,,,
May,,,,,,,,,,,3.33,1.46,2.35,3.07,3.04,3.16,4.47,4.19,2.63,1.99,2.39,2.28,2.62,3.37,2.17,1.07,2.88,3.21,2.28,1.68,6.2,2.61,3.14,1.91,3.93,5.43,2.33,1.96,1.05,2.43,1.44,2.1,2.55,2.52,3.41,0.55,1.51,1.45,4.75,0.28,1.49,3.18,2.97,,,,,,,,
June,,,,,,,,,,,3.71,2.12,1.83,1.42,1.48,2.13,2.26,6.88,2.72,2.9,1.33,4.64,5.23,2.28,1.1,1.37,3.21,2.18,1.18,3.33,1.78,0.45,2.83,1.53,2.98,0.59,3.07,3.02,4.24,2.06,1.9,5.94,1.38,1.96,2.33,3.66,4.04,2.58,5.03,3.55,0.95,0.81,0.67,,,,,,,,
July,,,,,,,,,,,1.6,0.65,3.96,4.97,3.03,2.45,2.51,1.83,3.24,7.09,3.72,1.14,3.88,0.72,5.07,4.94,3.63,1.47,3.5,0.83,5.97,4.07,5.41,3.99,4.71,1.57,3.38,5.01,6.21,4.92,2.71,5.18,3.15,3.4,1.59,1.63,4.29,3.77,6.75,5.44,4.16,2.48,3.58,,,,,,,,
August,,,,,,,,,,,7.53,4.87,3.19,5.26,4.78,3.18,5.4,5.03,5.13,2.72,5.88,2.76,5.77,2.58,3.37,2.02,2.66,7.45,3.99,2.83,3.64,5.79,4.5,7.18,3.69,3.58,3.48,4.96,6.47,6.57,6.64,3.86,2.22,2.58,4.46,2.46,2.39,2.01,3.39,2.55,2.05,5.57,4.46,,,,,,,,
September,,,,,,,,,,,3.53,2.57,1.71,5.29,2.91,2.88,1.5,0.48,4.61,2.64,0.86,3.13,1.08,2.35,1.86,1.86,2.74,4.98,8.52,3.48,2.33,2.05,2.4,5.11,5.47,3.69,4.5,6.79,3.9,1.64,1.81,2.6,4.48,1.52,4.02,5.25,5.42,3.67,2.7,2.76,3.84,2.06,5.66,,,,,,,,
October,,,,,,,,,,,5.17,6.74,3.21,8.83,2.27,2.7,5.58,7.95,1.61,8.67,1.98,3.8,4.3,3.87,1.33,1.92,6.62,5.65,5.11,1.61,1.84,3.38,2.05,5.73,3.02,4.94,2.51,3.19,5.78,6.42,6.94,3.58,5.33,3.03,5.18,6.28,3.4,3.61,8.75,1.41,3.77,6.19,,,,,,,,,
