GLOUCESTER LLANTHONY LOCK,,,,,,,,,,,,
Grid ref,SO822183,Long,-2.259894,Lat,51.862994,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.89,1.26,0.82,3.36,3.15,0.94,3.97,1.21,0.78,0.68,,
February,5.41,1.29,1.18,1.37,3.24,0.74,1.32,0.92,0.87,0.49,,
March,0.90,2.37,1.32,3.65,1.43,3.48,1.21,0.64,2.85,2.54,,
April,1.05,2.56,1.66,1.66,1.05,2.69,0.63,2.75,1.98,1.68,,
May,2.35,1.09,1.87,4.03,2.01,0.22,2.15,2.23,1.57,0.89,,
June,1.50,2.90,2.39,3.33,0.80,4.58,3.26,2.39,0.65,2.99,,
July,2.30,2.00,0.81,3.11,2.89,1.16,0.68,3.81,1.88,2.23,,
August,2.77,1.80,3.45,3.00,2.04,4.82,0.91,2.04,3.45,1.78,,
September,0.46,1.99,2.65,2.59,1.62,1.61,0.59,0.50,1.98,2.55,,
October,2.47,1.03,2.72,7.24,0.44,1.37,4.51,5.09,1.98,3.33,,
November,1.69,1.21,1.73,1.22,1.23,2.73,2.65,1.89,0.88,0.87,,
December,5.66,4.00,1.63,1.40,1.65,0.75,1.35,4.11,1.88,3.54,,
Total,29.45,23.50,22.23,35.96,21.55,25.09,23.23,27.58,20.75,23.57,,
Calc annual,29.45,23.50,22.23,35.96,21.55,25.09,23.23,27.58,20.75,23.57,,
Difference,-0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,,
