"GREENOCK W.W. ( HOLE GLEN )",,,,,,,,,,,,
Grid ref,NS258746,Long,-4.790175,Lat,55.932809,,,,,,,
Station no,5315,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.48,8.95,5.35,8.86,5.49,4.75,9.63,8.10,2.34,5.24,,
February,4.56,3.47,4.23,7.47,4.23,2.27,4.55,4.43,2.91,6.93,,
March,5.18,5.55,2.30,4.93,2.67,3.91,7.30,1.89,4.37,4.04,,
April,4.46,3.43,2.98,3.74,4.67,2.48,3.44,2.62,5.17,7.58,,
May,2.29,2.30,3.70,4.32,4.99,4.48,2.80,5.08,1.60,3.45,,
June,2.64,5.36,1.47,5.35,4.08,3.62,2.84,4.45,4.18,3.79,,
July,4.20,3.87,7.47,4.56,1.18,5.72,6.37,7.53,7.72,6.36,,
August,5.30,6.46,6.57,6.56,1.39,6.08,5.07,5.75,2.08,4.50,,
September,5.92,5.24,9.13,10.10,6.54,5.52,4.32,5.82,1.97,4.41,,
October,2.24,7.72,6.04,12.15,6.36,3.94,6.85,6.54,7.76,4.49,,
November,9.70,2.64,13.03,10.58,3.62,3.13,2.81,2.92,7.41,9.77,,
December,12.73,8.22,7.59,10.81,10.66,10.10,8.20,8.28,10.93,7.54,,
Total,66.70,63.21,69.86,89.43,55.88,56.00,64.18,63.41,58.44,68.10,,
Calc annual,66.70,63.21,69.86,89.43,55.88,56.00,64.18,63.41,58.44,68.10,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
