"MELROSE ASYLUM",,,,,,,,,,,,
Grid ref,NT539331,Long,-2.732972,Lat,55.589342,,,,,,,
Station no,5055,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.50,2.27,1.40,4.80,2.64,0.92,3.11,1.16,3.08,2.81,,
February,5.41,1.33,1.80,4.58,2.69,1.44,1.70,1.74,1.95,1.89,,
March,1.06,1.78,1.18,4.01,2.24,3.75,2.07,2.37,5.25,5.59,,
April,2.40,2.41,1.84,1.38,1.89,2.81,1.06,2.16,1.34,3.64,,
May,1.62,2.27,3.08,1.52,2.78,0.96,5.87,3.89,2.40,2.06,,
June,6.74,1.75,2.04,1.63,2.99,1.77,2.52,4.19,1.87,1.73,,
July,3.52,2.60,2.68,4.00,3.00,1.51,2.33,3.26,2.33,2.56,,
August,4.35,4.58,1.78,3.67,2.48,4.21,6.10,2.84,2.40,1.79,,
September,1.71,1.39,1.84,2.99,1.07,2.43,0.78,0.73,2.45,2.33,,
October,3.81,2.46,2.03,8.54,0.77,2.06,6.50,5.22,2.15,4.51,,
November,4.70,3.74,2.33,1.56,1.91,3.79,3.54,2.34,1.49,0.67,,
December,4.19,4.81,4.17,1.82,2.27,1.07,3.21,4.45,1.26,3.61,,
Total,43.01,31.39,26.17,40.50,26.73,26.72,38.79,34.35,27.97,33.19,,
Calc annual,43.01,31.39,26.17,40.50,26.73,26.72,38.79,34.35,27.97,33.19,,
Difference,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
