LOCH CRAIG HEAD EDINBURGH W.W. NO 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT167176,Long,-3.318377,Lat,55.445157,Elevation,2627,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,3.82,3.04,4.64,7.5,7,3.6,4.4,5.72,7.46,2.21,7.05,1.99,4.37,7.52,3.74,2.65,4.68,7.69,4.94,3.76,12.85,2.85,4.5,5.8,8.4,14.25,3.7,4.75,7.37,5.37,8.95,6.87,12,3.4,10.5,7.25,12.47,17.5,14,4.4,6.32,12.25,11.96,8.17,2.25,2.8,5.75,12,7.7,5,10.5,8.5,10,7.46,4.78,7.8,9.7,2.7,6.25,7.5,4.85,10.5,10.3,3.8,9.8
February,,,,,,,4.8,7.61,3.37,6.36,4.05,2.27,2.95,6.47,4.69,2.45,1.35,2.93,3.06,2.57,6.96,3.4,4.22,4.11,10.6,11.54,5,1.81,9.88,1.05,7,2.67,4.4,6.3,1.05,3.2,5.95,2.23,4,2.2,0.87,6,0.5,4.76,0.68,9.5,5.17,5.8,5.46,9.35,2.65,6.2,2.5,7.52,2.9,8.4,4.3,3.2,8,7.08,9.33,6.8,2.68,3.62,7.5,3,2.33,6.1,7.79,2.2,10.3
March,,,,,,,5.8,9.27,1.58,6.05,2.09,3.25,4.05,12.18,4.91,7.78,2.93,3.2,6.64,6.73,6.33,1.3,6.5,6.8,9.1,1.84,4.2,2.35,2.92,3.9,13.49,10.94,3.5,2.15,1.16,2.5,2.27,5,6,1.9,3.5,3.75,5,5.78,7.21,3.5,4.1,2.95,7.02,7,7.18,4.5,3.13,1.41,0.7,6.24,5.94,8,6.4,3.15,8.64,6,6,0.99,6.25,3.7,3.49,7.7,6.72,6,5.4
April,,,,,,,2.13,5.13,5.13,4.73,2.73,3.31,4,1.35,6.73,4.5,1.55,2.2,1.78,4.51,6.02,4.1,0.85,7.1,3.4,5.05,5.6,3.19,1,4.69,5.42,1.82,4,3.2,4.87,6.15,4.88,3.3,1.5,1.94,2.4,5.03,4.71,4.85,7.61,5.6,1.83,4.93,1.1,4.7,3.5,2.3,5.94,3.05,4,4,2.43,15.5,4.69,7.9,5.47,6.5,9.11,6.2,2.09,1.7,1.8,3.2,3.49,7.8,7.5
May,,,,,,,0.76,3.95,2.51,4.78,6.62,3.27,2.7,4.5,3.45,3.73,7.15,4.9,3.77,4.05,2.5,3.15,1.97,5.1,3.9,2.1,8.1,5.15,4.89,2.25,12.41,7.3,2.82,4.7,5.73,9.3,4.63,3,2.07,6,3.5,8.52,4.98,2.9,5.9,0.6,1.3,3.2,9.28,1.48,2.6,5.62,8.2,5.09,3.15,7.23,1.5,5,4,3.98,2.47,5.79,2.98,4.75,6.05,5.3,4.02,3.3,5,2.5,4.5
June,,,,,,,6.05,4.68,4.17,2.12,8.45,5.78,1.98,2.62,4.82,2.53,3.1,8.43,5.4,3.6,2.85,3.4,8.7,4.2,3.1,2.25,4.1,4.95,2.4,4.3,3.62,1.61,3.15,2.2,3.32,0.76,5.56,6.15,8.5,2.93,5.84,10.06,3.23,3.45,3.58,8,4.72,5.07,1.88,5.07,1.98,1.51,1.43,6.01,5.5,7.09,8.02,5.99,7.93,2.05,4.43,4.38,4.48,4.5,6.09,4.3,4.5,2.9,5.5,4.7,4.6
July,,,,,,,7.23,5.55,2.1,6.31,5.73,1.68,4.62,6.56,5.63,3.48,3.7,4.35,4.36,6.1,7.35,2.3,4.7,1.05,4.1,5.6,6.7,3.35,5.78,1.84,8.16,8.32,6.2,5.05,8.43,2.25,4.65,5.7,3.19,4.6,7.6,7.5,12.37,9,5.05,3.85,10.9,7.06,9.32,8.28,9.15,4.65,5.58,5.33,3.5,5.68,7.23,5.09,5.73,3.32,7.73,4.95,4.5,8.02,6.04,2.8,6.9,6.5,6.8,6.5,7.1
August,,,,,,,3.62,12.48,6.68,2.84,7.35,7.75,3.6,11.01,8.03,7.78,9.73,7.53,6.97,3.6,12.55,3.5,6.55,2.8,5.65,4.28,6.1,10.85,5.53,5.9,8.96,7.08,4.75,10.2,8.07,7.4,6.01,7.2,10.3,6.15,13.45,5.4,3.25,6.25,10.5,4.6,5,5.5,3.53,2.68,4.45,9.77,11.4,10,5.16,2.95,7.91,0.2,11,4.93,9.37,8.78,6.59,6.04,7.3,2.4,9.4,6.8,7.3,2.1,5
September,,,,,,,9.13,5.43,5.8,6.17,7.43,8.32,4.83,6.36,5.3,3.96,2.11,1.35,9.3,3.51,1.32,2.1,2.85,3.75,3.25,2.8,4.6,6.35,10.82,5.1,4.63,2.5,3.65,8.75,7.83,4.28,5.4,10.1,7.1,1.4,9,2.4,9.2,2.23,12.6,11.35,6.9,5.61,8,3.42,6.98,4.57,9.55,6.71,7.13,11.63,13.87,7.86,8.37,3.73,14.74,7,3.05,6.53,10.03,5,6.5,5.2,6.8,2,5
October,,,,,,,4.29,4.62,7.58,6.04,8.47,7.57,4.37,14.5,3.58,4.42,9.4,11.8,2.87,13.69,3.2,4.5,4.95,6.25,3.7,3.05,10.9,7.5,12.18,4.8,6.86,3.09,3.75,8.8,5.2,8.1,3,9.1,13.45,6.79,17.4,7.9,12.1,5.3,11.44,12.43,7.87,5.7,11.1,4.62,7.45,6.92,7.52,14.23,6.5,9.71,1.5,3.87,6.89,8.45,7.35,0.79,8.03,4.05,11.4,4.4,4,5.1,5.8,7.9,6.3
November,,,,,,,2.45,6.8,7.47,13.49,5.72,4.13,6.8,1.53,2.58,6.38,5.4,5.47,4.9,2.97,1.98,5.75,4.85,6.1,8.2,3.43,10.1,7.3,6.5,5.3,5.42,5.92,3.45,4.78,4.6,2.8,8,6.1,8.9,10.46,9.94,15.6,7.65,3.27,3.61,8,6.25,1.68,15,13.55,9.07,9.57,2.69,2.82,9.34,1.47,13.98,10,6,7.25,7.2,16.74,6.6,10.54,13.5,4.51,2,4.4,1.5,16.5,13.7
December,,,,,,,8.5,11.26,12.1,2.4,16.18,5.53,5.81,6.08,5.76,4.04,2.38,7.04,5.12,7.2,4.52,8.45,13.75,4.46,12.06,11.97,5.95,3.6,7.62,11,8.57,9.1,4.85,5.27,15.48,7.2,2.09,2.5,5,12.1,7.04,7.6,15.9,1.5,15.42,4.5,15.3,5.42,7,3,6.8,4,12.5,2.9,8.5,7,7.04,4.8,12.44,9.47,3.1,14.18,8.5,6.04,7.51,8.73,11.1,8.7,5,16.7,5.5
