"EDINBURGH W.W. (LOCH CRAIGHEAD)",,,,,,,,,,,,
Grid ref,NT167176,Long,-3.318377,Lat,55.445157,,,,,,,
Station no,5069,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.80,9.70,2.70,6.25,7.50,4.85,10.50,10.30,3.80,9.80,,
February,6.80,2.68,3.62,7.50,3.00,2.33,6.10,7.79,2.20,10.30,,
March,6.00,6.00,0.99,6.25,3.70,3.49,7.70,6.72,6.00,5.40,,
April,6.50,9.11,6.20,2.09,1.70,1.80,3.20,3.49,7.80,7.50,,
May,5.79,2.98,4.75,6.05,5.30,4.02,3.30,5.00,2.50,4.50,,
June,4.38,4.48,4.50,6.09,4.30,4.50,2.90,5.50,4.70,4.60,,
July,4.95,4.50,8.02,6.04,2.80,6.90,6.50,6.80,6.50,7.10,,
August,8.78,6.59,6.04,7.30,2.40,9.40,6.80,7.30,2.10,5.00,,
September,7.00,3.05,6.53,10.03,5.00,6.50,5.20,6.80,2.00,5.00,,
October,0.79,8.03,4.05,11.40,4.40,4.00,5.10,5.80,7.90,6.30,,
November,16.74,6.60,10.54,13.50,4.51,2.00,4.40,1.50,16.50,13.70,,
December,14.18,8.50,6.04,7.51,8.73,11.10,8.70,5.00,16.70,5.50,,
Total,89.71,72.22,63.98,90.01,53.34,60.89,70.40,72.00,78.70,84.70,,
Calc annual,89.71,72.22,63.98,90.01,53.34,60.89,70.40,72.00,78.70,84.70,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
