"CLENT HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2415,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,1.50,5.25,
February,,,,,,,,,,0.39,0.86,
March,,,,,,,,,,0.28,2.61,
April,,,,,,,,,,0.65,3.25,
May,,,,,,,,,,1.88,1.96,
June,,,,,,,,,,2.41,1.53,
July,,,,,,,,,,1.58,4.92,
August,,,,,,,,,,2.04,4.66,
September,,,,,,,,,,1.07,3.89,
October,,,,,,,,,,4.25,2.79,
November,,,,,,,,,,7.49,3.09,
December,,,,,,,,,,5.08,3.16,
Total,,,,,,,,,,28.62,37.97,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.62,37.97,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,
