"HORSTED KEYNES (BIRCH GROVE)",,,,,,,,,,,,
Grid ref,TQ399296,Long,-0.005519,Lat,51.048719,,,,,,,
Station no,520,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.61,2.96,1.66,1.51,,,,,,,,
February,7.10,0.97,1.41,2.78,,,,,,,,
March,4.30,3.62,0.30,3.68,,,,,,,,
April,3.67,1.94,3.08,0.52,,,,,,,,
May,2.56,1.44,1.97,2.19,,,,,,,,
June,2.45,1.58,1.88,4.75,,,,,,,,
July,3.09,0.72,4.20,4.11,,,,,,,,
August,6.30,3.77,2.28,3.58,,,,,,,,
September,3.49,3.02,5.32,3.19,,,,,,,,
October,1.80,3.47,4.42,2.60,,,,,,,,
November,6.11,4.40,1.69,6.44,,,,,,,,
December,3.25,3.21,0.93,2.64,,,,,,,,
Total,47.73,31.10,29.14,37.99,,,,,,,,
Calc annual,47.73,31.10,29.14,37.99,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
