HORSTED-KEYNES-BIRCH-GROVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ399296,Long,-0.005519,Lat,51.048719,Elevation,400,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,3.83,1.98,1.4,2.88,5.49,4.21,3.34,4.98,1.69,2.6,4.05,3.91,2.74,5.07,1.14,3.57,2.41,3.58,2.47,3.64,0.95,5.2,6.79,4.28,6.06,2.39,3.13,3.14,6.4,2.77,2.37,3.22,2.57,5.34,1.27,1.3,3.61,2.96,1.66,1.51,,,,,,
February,,,,,,4.95,4.68,1.2,1.16,1.84,0.6,0.74,3.24,4.25,0.73,4.59,3.23,5,1.61,0.7,1.12,2.61,0.62,3.06,0.34,4.93,2.32,5.16,1.28,1.62,2.99,3.61,0.9,1.85,1.18,2.28,3.64,2.06,1.8,1.6,5.88,7.1,0.97,1.41,2.78,,,,,,
March,,,,,,0.76,4.38,1.77,1.04,4.49,2.12,1.72,2.61,3.23,2.13,0.89,0.35,4.27,2.36,0.02,1.43,0.31,1.74,3.24,3.32,0.4,1.61,4.35,0.62,1.5,3.31,2.85,3.37,0.37,0.09,1.88,1.57,6.86,1.13,1.26,1.74,4.3,3.62,0.3,3.68,,,,,,
April,,,,,,1.64,1.45,1.86,3.44,2.5,2.79,1.12,4.17,2.99,3.45,2.93,3.15,1.95,3.01,0.94,2.24,3.38,2.8,0.95,3.14,3.49,2.65,3.73,0.45,3.1,1.57,1.48,1.37,1.59,1.75,1.07,2.12,1.94,1.44,1.81,2.36,3.67,1.94,3.08,0.52,,,,,,
May,,,,,,3.86,2.37,1.38,1.63,0.57,1.04,1.73,1.01,3.55,4.38,3.75,2.04,0.77,1.34,3.15,2.95,2.24,3.38,1.68,0.82,1.73,1.56,2.4,2.74,1.83,2.27,2.17,3.16,2.91,0.83,1.87,2.57,1.63,2.93,1.79,1.22,2.56,1.44,1.97,2.19,,,,,,
June,,,,,,0.25,2.24,1.5,1.44,0.92,1.15,0.09,1.46,0.42,3.03,0.11,4.23,4.26,3.78,1.83,0.95,1.96,1.6,2.41,1.91,3.02,4.12,1.88,0.81,2.41,0.18,1.94,0.16,1.72,1.67,1.98,3.63,2.45,3.86,1.03,1.57,2.45,1.58,1.88,4.75,,,,,,
July,,,,,,4.28,1.56,2.94,5.67,1.6,4.82,0.6,3.9,3.18,4.58,3.98,1.35,2.4,1.29,1.15,3.02,2.93,3.42,2.49,2.37,0.89,4.56,1.15,1.65,3.21,3.27,3.16,2.35,2.65,2.45,6.43,1.93,2.47,2.01,0.16,3.05,3.09,0.72,4.2,4.11,,,,,,
August,,,,,,1.88,2.6,7.08,1.3,2.92,1.49,2.9,3.2,2.22,3.46,2.33,3.16,5.29,1.96,3.32,4.55,4,0.85,1.42,2.25,4.82,0.62,2.37,1.53,2.65,0.05,3.97,3.47,1.6,2.64,2.22,7.33,0.45,5.36,1.72,3.24,6.3,3.77,2.28,3.58,,,,,,
September,,,,,,2.23,1.8,2.01,4.83,1.25,4.09,0.9,2.36,2.52,3.23,2.38,0.53,5.53,0.83,0.65,3.32,2.38,2.86,3.9,1.91,5.5,2.71,2.63,2.62,0.76,1.63,0.54,2.73,1.92,2.91,2.49,4.92,2.13,2.31,1.12,3.53,3.49,3.02,5.32,3.19,,,,,,
October,,,,,,2.96,4.85,4.67,1.88,0.56,1.78,2.07,2.4,6.91,4.31,4.08,2.07,2.72,6.14,4.4,1.79,0.5,8.5,2.04,2.73,4.91,1.91,2.57,4.64,6.84,4.14,1.36,4.04,3.61,5.28,4.09,1.28,0.6,2.56,8.45,0.79,1.8,3.47,4.42,2.6,,,,,,
November,,,,,3.91,3.15,5.13,1.86,2.39,1.9,1.95,2.04,2.02,2.31,2.97,3.64,7.5,3.95,3.59,,6.24,5.33,1.77,1.16,4.92,7.53,5.79,1.95,4.08,6.93,8.68,4.09,2.15,1.8,5.65,0.23,5.49,1.55,1.98,3.54,7.3,6.11,4.4,1.69,6.44,,,,,,
December,,,,,7.35,8.11,3.54,2.04,3.11,5.45,3.52,2.23,4.11,3.55,5.87,4.25,0.57,4.66,3.95,,3.02,0.84,0.96,0.69,8.57,4.49,3.62,4.4,4.24,2.14,2.34,2.72,3.57,2.71,2.62,5.05,3.57,2.89,4.49,1.88,2.34,3.25,3.21,0.93,2.64,,,,,,
Total,,,,,,37.9,36.58,29.71,30.77,29.49,29.56,19.48,35.46,36.82,40.74,36.98,32.09,43.54,34.93,,34.2,28.89,32.08,25.51,35.92,42.66,36.67,39.38,28.94,39.05,32.82,31.02,30.41,29.13,29.84,31.96,41.27,27.6,35.21,25.63,34.32,47.73,31.1,29.14,37.99,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929 Nov Dec estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
