DUNBLANE KIPPENDAVIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN792022,Long,-3.948486,Lat,56.197032,Elevation,362,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,3.1,7.2,2.5,7.7,3.3,0.9,1,1.2,3.1,5.3,6.3,3.1,4.8,2.7,3.6,1.5,6.6,2.76,3.23,2.29,11.2,2.58,2.09,1.54,2.97,3.21,5.75,2.1,2.89,6.75,3.88,2.6,5.96,3.49,3.86,5,5.59,3.02,5.75,4.69,4.56,3.85,7.55,1.98,4.42,4.83,6.35,7.45,4.98,,4.55,,,,,,
February,,,,,0.7,0.7,6.5,3,1.7,2.4,0.4,2.5,3.4,3.6,3.8,3.2,1,2,0.4,1.7,0.6,0.36,2.19,4.64,10,0.83,2.5,2.73,2.47,2.7,4.39,0.98,1.71,6.62,3.51,3.29,3.55,3.75,1.98,2.65,5.02,6.55,4.43,4.24,6.31,6.55,5.85,0.93,5.85,2.25,5.55,0.79,3.99,,0.89,,,,,,
March,,,,,3.1,1.5,4.5,1.9,0.7,2.6,2.5,2.6,3.5,1.3,2.3,2,3.2,1.6,4.4,0.8,2.3,3.96,1.15,1.2,3.13,2.5,2.34,5.02,1.83,2.55,1.12,2.1,1.91,6.45,2.33,6.24,3.34,4.14,3.94,3.8,2.55,2.41,5.98,5.82,5.15,2.84,2.93,2.35,1.5,3.15,2.85,5.28,2.49,,1.45,,,,,,
April,,,,,1.3,0.2,3,2.5,1.5,1.7,0.9,2.2,2.3,1.6,0.8,2.3,1.6,1.9,1.7,3.7,0.6,1.35,0.83,0.99,1.77,0.05,2.63,1.53,3.15,3.38,2.53,2.55,1.95,2.2,5.31,3.2,1.75,3.28,1.12,4.15,5.11,2.12,1.21,3.39,2.55,2.1,2.7,1.51,0.75,1.5,2.85,1.21,2.91,,2.88,,,,,,
May,,,,,1.1,1.5,0.5,2.5,4.3,1.4,0.6,2,1.3,2.2,3.5,1.8,3.3,0.5,3.1,3.2,1.5,2.19,3.96,2.71,2.4,0.73,0.48,2.09,1.82,3.7,2.91,1.78,1.92,2.53,6.55,2.96,6.1,4.35,2.94,3.5,2.04,1.35,1.22,3.75,1.85,1.86,4.65,2.82,2.02,1.01,4.1,3.36,3.91,,5.42,,,,,,
June,,,,,0.7,2.4,2.6,4.3,2,4.2,0.9,3.5,3.2,2.1,0.65,1.1,0.8,1,2.4,0.8,4.3,1.09,4.27,2.14,3.02,5.84,2.75,5.21,3.32,2.02,3.85,3.04,2.62,3.78,2.15,2.4,2.08,6.09,1.76,0.8,2.12,2.05,4.94,3.02,0.96,1.92,2.02,2.88,0.85,1.72,1.35,0.48,1.85,,2.41,,,,,,
July,,,,,2.1,1.6,1.6,3.7,0.1,3.6,4.8,4.1,4.1,5.3,4.8,1.3,2.3,3,5.15,1.6,3.25,3.13,2.4,2.76,2.97,5,3.05,1.69,1.8,4.33,4.48,2.6,4.2,5.5,3.2,2.88,2.18,4.45,2.11,1.2,5.71,3.41,1.94,0.99,2.53,2.75,4.05,1.82,2.85,0.98,3.55,5.53,3.45,,5.02,,,,,,
August,,,,,4.5,2.2,4.5,6.9,3.3,4.1,0.9,2.5,2.6,4.3,3.6,2.4,1.4,3.2,2.8,4.7,3.2,5.52,7.19,4.27,3.28,8.86,2.45,4.48,4.97,1.29,4.26,3.88,4.9,6.8,4.94,5.53,5.17,5.71,4.08,4.55,9.05,2.68,4.61,1.59,3.79,4.02,3.02,6.02,3.24,3.02,5.11,6.95,2.12,,5.15,,,,,,
September,,,,,4.3,3.5,3.2,1.4,4,4.4,3.3,1.6,2.8,2.5,2.5,6.8,4.7,2.7,0.8,0.8,4,5.21,3.91,1.67,0.26,2.14,3.54,2.97,4.5,4.19,3.3,3.04,2.61,4.2,5.29,1.94,2.08,1.74,5.03,1.95,1.95,2.22,2.41,3.02,2.21,1.96,1.02,2.56,5.95,3.04,2.85,3.1,1.41,,5.61,,,,,,
October,,,,,5.6,5.7,5.2,6.8,4,1.4,0.9,5,3.2,4.2,3.3,2.1,6,1.2,2.5,4.1,3.1,5.05,4.53,3.6,3.91,3.75,2.91,2.08,5.33,4.17,5.02,4.71,2.85,10.55,2.12,3.25,6.1,8.54,2.86,4.25,2.43,4.02,4.84,3.26,1.95,4.95,7.91,5.02,5.1,0.89,1.75,5.65,2.98,,3.55,,,,,,
November,,,,,4.5,5.6,2.9,4.8,1.7,1.4,5.7,6.2,5.8,5.4,2.8,1.8,2.5,4.7,6.8,1.5,5.9,3.96,4.22,2.03,2.81,7.14,1.31,3.23,5.31,4.99,6.24,3.78,3.15,3.2,2.2,7.29,5.04,3.65,3.28,4.2,4.22,7.84,4.51,5.53,5.98,2.32,5.85,7.45,3.55,4.45,5.45,3.41,2.99,,3.52,,,,,,
December,,,,,1.6,4.2,9.5,4.5,0.8,2.6,1.8,2.5,4.3,3.1,5.6,1.7,3.7,2.4,4.2,1.9,1.2,7.82,0.47,2.34,3.65,8.13,5.03,4.97,5.8,4.12,6.23,4.24,4.9,3.52,5.62,5.9,2.54,6.06,3.49,4,4.02,6.33,7.95,3.7,8.55,6.52,6.04,2.65,5.52,6.22,5.25,6.28,4.55,,6.15,,,,,,
Total,,,,,32.6,36.3,46.5,50,27.4,30.7,23.7,35.9,39.6,40.9,39.95,29.6,35.3,26.9,37.85,26.3,36.55,42.4,38.35,30.64,48.4,47.55,31.08,37.54,43.27,40.65,50.08,34.8,35.61,62.1,47.1,47.48,45.89,55.25,36.45,40.05,49.81,44,49.79,43,46.39,41.64,53.59,37.99,41.6,33.06,47.01,49.49,37.63,,46.6,,,,,,
