"DUNBLANE, KIPPENDAVIE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,6.35,7.45,4.98,,4.55,,,,,,,
February,5.55,0.79,3.99,,0.89,,,,,,,
March,2.85,5.28,2.49,,1.45,,,,,,,
April,2.85,1.21,2.91,,2.88,,,,,,,
May,4.10,3.36,3.91,,5.42,,,,,,,
June,1.35,0.48,1.85,,2.41,,,,,,,
July,3.55,5.53,3.45,,5.02,,,,,,,
August,5.11,6.95,2.12,,5.15,,,,,,,
September,2.85,3.10,1.41,,5.61,,,,,,,
October,1.75,5.65,2.98,,3.55,,,,,,,
November,5.45,3.41,2.99,,3.52,,,,,,,
December,5.25,6.28,4.55,,6.15,,,,,,,
Total,47.01,49.49,37.63,,46.60,,,,,,,
Calc annual,47.01,49.49,37.63,0.00,46.60,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,
