"WEALDSTONE HOUSE",,,,,,,,,,,,
Grid ref,TQ149907,Long,-0.342318,Lat,51.603427,,,,,,,
Station no,866,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.28,0.62,0.84,2.31,2.79,0.83,3.71,1.00,1.62,0.81,,
February,3.39,1.30,1.28,0.88,2.48,0.82,2.02,1.23,1.49,0.32,,
March,0.82,1.90,1.45,2.73,1.52,3.01,1.18,0.96,3.14,2.72,,
April,1.09,2.18,0.62,1.77,0.96,1.74,0.42,3.31,2.56,1.53,,
May,1.08,0.35,2.17,2.45,2.10,0.72,1.40,1.49,1.22,1.35,,
June,2.30,1.57,4.08,5.04,0.73,3.31,2.57,1.80,1.61,3.56,,
July,0.85,1.52,1.13,3.56,2.64,2.38,1.33,2.05,3.59,3.50,,
August,2.50,1.67,3.25,3.68,2.06,2.43,,1.60,2.53,1.70,,
September,,,2.51,-999.00,,-999.00,5.90,0.90,1.71,,,
October,2.79,,,-999.00,2.88,,,4.21,2.02,,,
November,1.85,0.56,1.86,1.66,1.50,2.62,3.75,1.94,0.70,0.66,,
December,2.97,3.00,1.12,1.87,2.27,0.89,1.21,3.22,1.56,2.34,,
Total,22.92,17.61,20.31,35.93,21.93,21.31,23.49,23.71,23.75,25.35,,
Calc annual,22.92,14.67,20.31,25.95,21.93,18.75,23.49,23.71,23.75,18.49,,
Difference,0.00,2.94,0.00,9.98,0.00,2.56,-0.00,0.00,0.00,6.86,,
