HARROW-WEALDSTONE-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ149906,Long,-0.34235099,Lat,51.602528,Elevation,236,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,,0.7,2.29,3.28,0.62,0.84,2.31,2.79,0.83,3.71,,1.62,0.81,1.96,1.28,3.46,2.59,0.59,3.57,1.35,-999,2.24,3.27,3.11,2.36,2.56,1.2,2.14,1.6,,1.89,4.05,1.13,2.75,1.24,2.08,1.94,1.71,0.87,4.2,3.91,3.28,5.12,
February,,,,,,,,,1.17,2.06,3.39,1.3,1.28,0.88,2.48,0.82,2.02,1.23,1.49,0.32,2.95,1.4,1.75,0.72,2.55,3.07,3.5,-999,0.97,2.25,0.4,0.17,2.18,2.81,0.5,2.36,,3.62,1.74,0.68,0.65,1.58,0.12,1.82,0.34,2.52,1.95,4.41,0.4,1,
March,,,,,,,,,1.06,0.52,0.82,1.9,1.45,2.73,1.52,3.01,1.18,0.96,3.14,2.72,0.97,1.49,2.88,1.96,4.15,0.81,3.99,1.58,0.77,2.12,1.24,1.05,1.41,2.38,0.74,0.45,,2.34,1.61,0.03,1.18,0.13,1.46,2.63,2.18,0.39,1.17,2.91,0.38,1.51,
April,,,,,,,,,1.13,2.4,1.09,2.18,0.62,1.77,0.96,1.74,0.42,3.31,2.56,1.53,1.15,1.5,0,2.67,0.76,0.75,1.14,1.86,2.96,2.49,3.01,0.97,2.47,1.34,3.24,1.24,,1.74,1.24,1.03,1.91,3.48,2.57,0.76,1.59,2.83,1.42,2.72,0.21,2.86,
May,,,,,,,,,2.39,1.31,1.08,0.35,2.17,2.45,2.1,0.72,1.4,1.49,1.22,1.35,2.08,2.38,1.28,1.39,1.69,2.37,1.59,1.55,1.59,0.41,0.8,1.05,0.81,1.61,3.23,1.62,,1.29,2.23,2.08,2.79,2.51,4.34,1.74,0.77,0.89,0.45,3.05,1.59,1.47,
June,,,,,,,,,1.41,1.76,2.3,1.57,4.08,5.04,0.73,3.31,2.57,1.8,1.61,3.56,2.78,2.18,2.34,0.27,1.19,0.99,2.75,1.96,1.26,1.26,1.92,0.12,1.18,0.33,1.89,0.08,,3.05,2.69,1.42,1.52,1.43,0.96,2.15,0.68,3.31,3.72,1.76,0.44,1.91,
July,,,,,,,,,0.51,2.2,0.85,1.52,1.13,3.56,2.64,2.38,1.33,2.05,3.59,3.5,1.78,0.4,0.92,1.62,1.45,5.51,1.75,4.61,3.02,1.83,5.46,0.17,3.01,3.45,3.32,3.44,2.38,2.1,2.22,2.06,1.97,3.19,2.31,1.74,1.22,1.88,3.49,0.68,0.99,1.65,
August,,,,,,,,,1.25,-999,2.5,1.67,3.25,3.68,2.06,2.43,-999,1.6,2.53,1.7,3.09,1.17,5.27,0.98,1.1,2.73,5.34,4.51,1.16,2.46,1.48,1.49,2.77,1.47,2.1,2.33,1.75,4.49,2.51,1.28,3.74,4,0.97,0.66,2.21,1.56,0.56,0.73,2.22,3.19,
September,,,,,,,,1.8,0.42,-999,-999,-999,-999,-999,-999,-999,-999,0.9,1.71,-999,0.37,1.3,2.34,1.48,0.97,1.45,1.5,0.99,5,1.08,2.15,1.95,1.77,1.56,2.6,2.57,1.61,4.84,,0.42,2.35,1.75,1.97,2.66,1.44,3.5,2.76,1.76,1.59,1.74,
October,,,,,,,,1.58,2.61,-999,-999,-999,-999,-999,-999,-999,-999,4.21,2.02,-999,2.3,2.53,2.27,2.85,1.67,1.46,2.33,3.65,1.2,0.57,1.61,1.19,0.72,4.68,3.14,2.67,2.32,2.28,,3.29,1.11,0.71,4.56,1.48,1.36,2.3,1.95,2.74,3.16,5.43,
November,,,,,,,,1.34,2.15,3.92,1.85,0.56,1.86,1.66,1.5,2.62,3.75,1.94,0.7,0.66,3.13,2.79,1.74,2.41,2.58,1.93,3.05,1.3,1.54,1.69,1.24,1.57,1.23,0.92,2.59,1.39,5.2,3.06,2.57,6.31,3.57,2.57,1.68,1.21,1.79,4.26,3.15,1.38,3.39,5.37,
December,,,,,,,,2.93,2.2,1.48,2.97,3,1.12,1.87,2.27,0.89,1.21,3.22,1.56,2.34,3.62,4.99,2.77,0.62,6.92,5.19,2.8,1.18,1.52,4.29,2.01,1.2,2.44,2.4,2.95,1.08,0.49,3.14,2.45,5.07,2.08,1.01,0.66,0.45,5.36,2.95,1.85,3.87,3.44,1.52,
Total,,,,,,,,,17,22.91,22.92,17.61,20.31,35.93,21.93,21.31,23.49,,23.75,25.35,26.18,23.41,27.02,19.56,25.62,29.83,31.09,25.57,23.23,23.72,24.43,13.29,22.55,24.15,28.44,20.83,,33.84,,24.8,25.62,23.6,23.68,19.24,20.65,27.26,26.67,29.92,21.09,32.77,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is Wealdstone House with correct relationship to station and church and also correct altitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec 1906 reading has been corrected for dlayed emptying; left in ths record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
