SLAIDBURN DUNSOP HOUSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD654515,Long,-2.528794,Lat,53.958422,Elevation,450,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,1.11,0.48,6.45,7.27,9.83,4.73,8.85,4.98,3.81,4.32,10.26,4.7,6.15,2.93,7.84,4.2,4.88,1.82,6.52,10.69,8.41,3.41,5.24,9.1,6.25,4.55,9.22,3.79,6.96,4.05,8.83,2.85,6.42,6.69,7.26,10.04,8.4,5.1,6.04,8.92,7.57,11.82,5.43,9.1,5.3,6.25,8.84,7.41,19.12,3.09,9.56,9.23,8.89,4.96,7.83,3.36,6.54,5.7,10.54,7.83,3.59,1.5,7.5,10.53,10.03,5.16,8.15,5.65,13.03,4.8,6.47,7.71,7.63,2.96,7.46,5.08,5.72,7.55,6.4,4.98,9.36
February,5.04,7.89,4.63,4.18,4.7,5.98,1.41,3.48,1.85,4.44,0.98,1.05,4.17,10.41,10.27,0.71,3.25,6.21,6.33,2.06,4.57,2.62,2.25,7.4,6.42,3.86,5.13,3.53,5.91,5.29,8.7,9.42,3.11,3.37,6.06,8.12,6.71,1.47,9.45,1.77,5.62,0.73,9.42,7.03,1.29,8.68,8.82,4.11,8.74,1.6,0.33,8.97,0.17,6.88,0.43,11.26,2.71,9.46,3.38,7.21,2.36,7.06,2.56,4.21,3.71,9.1,7.92,1.25,4.73,4.53,7.54,5.31,2.73,2.62,4.89,2.72,1.08,5.07,11.5,1.31,6.12
March,4.58,6.41,7.67,1.08,4.72,5.77,6.4,3.83,5.15,6.37,7.12,2.96,1.53,3.1,6.47,7.22,9.69,9.16,3.39,4.66,1.09,6.07,4.33,8.65,4.24,5.57,6.63,7.36,4.39,4.05,1.49,3.68,10.11,9.86,7.85,3.16,2.72,3.99,2.47,9.97,5.57,7.98,4.39,2.16,2.79,3.09,3.95,5.17,4.89,2.05,4.84,0.76,4.28,3.44,3.67,1.79,4.41,2.44,2.65,4.11,6.17,4.55,4.25,2.15,1,3.62,1.58,7.05,4.24,3.08,3.93,6.13,4.79,1.84,4.13,2.08,1.72,5.55,2.14,3.4,2.06
April,2.34,2.76,7.16,2.92,1.14,2.35,4.03,2.89,3,3.64,2.59,2.61,2.71,0.97,2.35,4.18,3.02,4.57,3.55,6.46,5.45,3.17,2.62,3.46,5.74,5.28,2.44,3.22,3.11,5.14,4.75,4.91,1.55,6.26,2.01,3.65,5.53,2.9,1.23,2.97,8.39,2.71,3.43,4.65,2.78,4.57,2.88,5.47,2.01,2.35,2.49,4.45,5.98,2.96,3.57,4.68,1.27,4.29,1.63,3.58,4.2,2.28,3.14,4.08,3.77,4.36,1.47,4.84,2.85,7.71,4.85,4.78,4.03,4.03,1.74,4.25,2.35,0.71,2.8,4.06,5.05
May,3.28,7.35,3.2,2.43,3.31,2.28,6.73,3.53,1.81,3.93,3.01,2.77,6.26,2.88,3.53,0.74,0.85,4.04,3.58,4.78,2.02,1.05,3.76,5.09,3.43,0.85,6.96,4.46,3.89,3.11,4.24,3.65,3.4,3.54,4.2,1.89,4.21,2.33,2.19,3.23,8.2,3.47,2.41,5.52,7.27,5.37,4.16,2.28,0.84,3.59,2.36,3.15,5.71,2.27,6.44,1.46,1.51,2.32,4.4,1.29,1.99,4.39,5.36,4.61,4.97,3.82,1.64,3.04,3.04,3.06,2.47,2.21,3.64,3.14,3.33,6.36,3.48,3.34,7.26,2.55,2.58
June,5.57,4.75,7.25,4.22,0.81,4.08,3.55,0.45,2.11,1.76,5.48,1.07,4.96,2.57,4.86,2.44,3.94,5.5,4.37,2.06,3.71,2.94,1.45,2.49,2.04,3.64,2.58,10.98,3.52,2.88,3.12,5.36,8.68,4.37,1.75,1.2,4.25,4.25,2.5,1.84,2.51,0.72,3.6,1.83,3.52,0.34,4.67,5.7,11.46,2.65,2.48,6.85,1.81,3.53,3.27,5.67,4.08,3.21,7.14,4.84,0.87,0.64,1.2,6.19,4.9,5.79,3.98,4.06,8.34,1.17,5.2,1.69,4.89,3.42,5.31,3.83,3.15,2.62,4.64,4.41,2.84
July,5.58,7.86,9.71,4.92,6.37,2.67,7.1,3.01,9.82,3.38,5.58,4.89,3.41,6.12,6.12,7.64,5.15,3.23,0.75,4,3.28,1.26,5.67,5.28,2.66,3.47,3.18,4.75,6.94,10.4,6.47,1.36,5.12,2.09,4.79,5.3,4.12,2.39,4.9,2.71,7.88,3.28,7.71,6.47,7.02,2.74,4.89,7.3,5.35,5.63,4.78,6.98,7.67,6.28,2.86,3.34,6.27,3.24,6.24,9.89,7.14,2.63,6.7,5.46,4.73,4.22,6.88,4.35,4.14,4.19,6.21,4.18,3.55,9.8,11.14,2.04,5.52,7.28,4.86,5.73,13.63
August,2.62,9.19,7.06,6.17,2,3.36,3.12,2.86,6.3,9.54,8.83,14.45,9.5,6,8.8,7.35,4.79,9.6,8.45,2.28,6.46,5.91,4.74,8.53,6.52,6.66,6.19,7.96,6.68,5.19,8.74,4.58,8.54,2.99,3.96,6.19,4.15,10.83,5.28,6.24,3.85,7.74,7.84,8.83,9.58,4.81,4.64,8.86,8.8,8.28,9.64,5.92,1.94,3.39,8.61,2.78,4.93,2.7,4.9,2.12,3.66,10.49,8.45,9.69,4.17,2.79,10.73,0.14,6.09,3.95,12.3,5.68,9.58,7.04,8.06,0.83,15.21,7.2,6.14,0.74,6.59
September,4.29,3.27,3.41,7.86,4.51,9.14,6.64,7.07,3.72,6.51,5.91,6.96,8.2,8,0.73,1.72,9.36,6.56,2.98,8.76,3.79,2.64,2.37,8.66,1.79,5.64,2.48,1.42,7.69,4.64,0.94,5.66,3.19,2.93,6.25,1.11,5,5.29,14.42,5.65,3.33,2.92,6.4,8.85,7.62,5.61,6.29,10.74,2.36,3.06,3.89,3.15,9.71,1.68,6.08,12.57,6.63,3.52,3,2.57,8.07,2.08,5.56,6.59,9.86,5.46,10.38,6.27,7.21,3.24,10.65,5.58,6.77,8.85,11.15,4.46,4.09,9.47,6.84,0.66,4.81
October,3.51,4.13,5.5,8.91,5.53,8.22,6.81,4.33,3.85,6.36,5.81,5.47,7.68,9.32,6.83,7.75,4.57,3.22,6.36,4.37,9.88,5.39,6.6,13.95,5.18,5.93,11.27,5.36,3.32,8.96,4.74,6.22,6.72,3.43,2.85,1.94,14.49,10.36,7.14,3.47,1.34,4.39,1.4,11.74,7.26,9.09,6.01,7.31,10.25,10.22,11.35,4.34,10.76,6.63,10.64,12.55,7.96,2.28,18.35,2.47,6.41,7.75,11.01,5.67,8.41,8.18,1.17,0.89,5.09,8.28,5.36,2.5,5.14,2.1,14.27,4.04,4.37,9.13,6.61,8.29,4.58
