KESTON (WESTERHAM ROAD),,,,,,,,,,,,
Grid ref,TQ419646,Long,0.036824,Lat,51.362749,,,,,,,
Station no,390/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,1.08,1.56,3.46,3.93,1.39,2.77,3.05,2.43,,
February,,,1.70,2.35,1.91,0.52,3.27,2.60,0.09,2.07,,
March,,,0.41,2.28,1.27,1.08,0.94,1.74,2.38,1.97,,
April,,,2.27,0.24,0.28,1.25,0.35,1.58,2.50,0.62,,
May,,,1.65,2.17,4.00,0.47,1.26,1.81,1.22,1.81,,
June,,,2.09,5.09,2.07,4.02,1.32,4.48,0.93,1.61,,
July,,0.77,3.29,2.47,0.02,4.16,2.92,1.97,1.47,3.48,,
August,,4.22,1.67,2.77,1.33,3.28,2.74,3.16,0.91,4.00,,
September,,3.58,3.01,2.19,2.12,2.17,2.58,5.24,0.20,4.22,,
October,,3.43,4.75,1.83,4.32,1.39,1.63,3.29,2.19,6.83,,
November,,3.85,1.08,5.47,0.93,0.73,3.06,1.66,3.02,4.39,,
December,,2.40,0.83,1.83,2.29,3.14,2.21,3.04,5.00,2.76,,
Total,,,23.83,30.25,24.00,26.14,23.67,33.34,22.96,36.19,,
Calc annual,0.00,18.25,23.83,30.25,24.00,26.14,23.67,33.34,22.96,36.19,,
Difference,NaN,NaN,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
