"BOGNOR, LIDSEY LODGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1290,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.40,3.27,3.38,1.54,2.91,4.59,3.92,2.50,,,,
February,0.57,1.09,3.08,4.81,0.29,4.80,2.45,3.82,,,,
March,2.29,1.12,1.73,2.47,1.55,0.24,0.61,3.20,,,,
April,2.47,0.89,3.32,3.71,2.28,2.86,3.16,1.72,,,,
May,1.11,0.96,0.60,2.77,3.34,3.28,2.54,1.06,,,,
June,1.77,0.02,1.23,0.44,3.36,0.02,2.71,3.45,,,,
July,4.57,0.37,3.06,1.30,2.81,3.28,1.57,3.32,,,,
August,1.09,2.17,3.25,2.67,3.01,4.09,2.12,3.81,,,,
September,2.54,0.57,1.77,2.11,4.43,2.71,0.38,5.86,,,,
October,2.78,1.31,0.70,5.60,4.66,3.70,2.73,1.66,,,,
November,1.33,2.36,1.84,1.71,2.18,3.95,7.38,3.07,,,,
December,3.31,1.96,3.60,2.93,4.32,4.62,0.29,4.07,,,,
Total,27.23,16.09,27.56,32.06,35.14,38.14,29.86,37.54,,,,
Calc annual,27.23,16.09,27.56,32.06,35.14,38.14,29.86,37.54,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,
