WAREHAM-SOUTH-STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SY922871,Long,-2.11177,Lat,50.683502,Elevation,18,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,0.73,1.23,1.65,3.22,3.45,2.79,3.47,2.93,1.51,0.95,4.32,3.34,1.84,2.08,4.09,4.93,0.89,2.44,0.63,4.31,3.9,2.04,1.21,2.95,5.95,1.06,8.02,1.12,1.12,0.92,3.67,1.79,5.42,5.99,0.74,3.61,1.47,1.17,3.86,7.13,4.61,4.61,5.13,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,3.88,3.72,1.71,4.55,2.76,3.92,0.9,0.9,0.59,1.5,0.84,0.05,1.42,3.91,2.97,0.02,0.3,3.39,2.15,3.22,5.48,1.91,1.91,2.17,4.52,0.7,3.88,1.57,1.53,0.45,4.87,1.76,3.4,1.74,5.75,6.18,6.02,1.16,1.53,2.96,0.51,0.32,2.88,7.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,1.27,3.31,0.51,1.09,2.96,1.31,3.31,1.02,3.62,2.35,1.27,3.55,0.92,0.3,1.32,2.77,3.27,5.35,1.17,0.64,1.13,2.5,2.73,3.92,1.35,5.6,1.17,0.55,3.35,5.3,0.85,2.72,5.63,3.03,6.17,0.8,4.21,2.99,1.44,4.59,2.61,1.51,2.8,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,1.45,0.71,4.37,1.03,2.18,2.17,1.8,0.86,1.38,2.47,3.26,0.89,0.96,0.13,2.13,2.55,0.39,2.49,1.58,2.93,1.48,3,1.64,3.18,1.19,1.73,1.26,3.78,2.32,1.25,2.26,1.68,0.08,3.47,1.41,1.23,0.71,1.64,2.05,1.69,3.71,0.92,3.72,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,0.77,0.95,1.65,2.03,1.06,3.26,3.56,1.52,1.93,1.34,2.53,2.12,0.96,0.84,1.57,0.3,0.14,1.41,3.25,1.08,1.52,0.8,2.08,2.81,3.1,0.65,3,2.23,2.6,1.84,1.5,0.95,1.46,2.16,1.16,2.53,1.62,3.25,1.91,1.07,1.57,1.65,0.77,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,1.51,1.7,3.62,1.86,4.3,2.22,0.59,0.74,3.1,0.94,2.73,1.9,1.08,0.84,1.68,1.53,2.57,2.53,0.97,1.4,2.65,1.14,2.78,2.52,1.15,3.09,1.51,1.95,0.35,3.1,4.19,1.72,4.07,0.6,1.34,0.61,1.65,1.78,1.07,1.03,2.64,0.55,1.29,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,3.09,1.56,3.09,2.25,2.69,0.23,2.81,0.75,3.89,2.17,2.78,1.96,2.43,4.75,5.3,2.95,0.84,0.55,0.52,2.8,0.63,1.68,2.15,2.79,2,0.48,1.15,1.17,1.62,2.63,2.76,0.36,2.79,0.92,3.76,3.98,2.24,2.57,3.92,2.43,5.43,0.29,4.56,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,1.69,5.83,2.34,0.79,1.53,0.89,0.85,1.84,1.77,2.94,2.77,5.77,3.17,0.89,2.52,2.21,1.59,3.42,1.46,0.54,2.61,2.26,4.1,4.54,4.2,2.98,0.79,1.38,3.36,3.25,2.26,0.69,6.53,1.95,4.04,1.27,4.06,5.38,2.15,3.01,1.51,2.11,3.72,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,3.72,2.25,2.86,4.18,2.13,4.17,2.9,2.59,1.76,1.01,2.38,1.29,3.26,2.35,3.27,0.13,9.33,2.61,1.23,2.84,0.96,3.83,2.02,2.33,2.82,2.6,0.88,0.65,2.02,3.29,0.24,1.24,2.58,3.27,1.9,1.88,2.88,1.56,6.91,1.59,1.65,0.84,1.75,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,6.27,1.76,7.93,2.76,1.51,4.11,4.04,2.12,2.14,6.1,0.85,8.01,5.23,4.4,4.19,3.68,3.3,1.18,4.5,2.01,2.53,2.82,2.36,9.49,2.24,2.52,6.64,9.42,2.99,7.68,5.66,5.23,4.08,5.07,3.69,6.32,5.21,4.93,2.17,1.42,2.82,1.39,1.76,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,3.61,5.75,4.09,4.27,1.55,4.01,3.74,3.04,7.77,1.46,2.78,4.72,3.41,1.73,6.22,6.53,0.95,0.96,3.6,4.56,3.9,0.57,4.06,1.57,1.38,6.07,5.22,3.26,1.01,0.89,4.04,4.73,2.19,4.12,6,3.56,5.16,1.05,2.67,2.86,1.83,2.49,2.56,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,4.73,2.92,2.93,0.84,3.75,1.65,7.02,2.57,2.7,2.42,1.75,5.02,2.02,2.96,2.78,4.26,6.23,5.04,3.68,2.31,5.87,5.3,2,3.5,3.28,0.83,1.81,4.11,3.49,5.28,5.64,8.58,4.9,2.09,8.84,9.75,5.62,1.26,3.11,6.28,4.1,1.21,5.35,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,32.72,31.69,36.75,28.87,29.87,30.73,34.99,20.88,32.16,25.65,28.26,38.62,26.7,25.18,38.04,31.86,29.8,31.37,24.74,28.64,32.66,27.85,29.04,41.77,33.18,28.31,35.33,31.19,25.76,35.88,37.94,31.45,43.13,34.41,44.8,41.72,40.85,28.74,32.79,36.06,32.99,17.89,36.29,32.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small gauge moves to either side of South Street.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
