MORLAND [PENRITH] Observer F. R. Markham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY598225,Long,-2.6237,Lat,54.596072,Elevation,455,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,2.17,6.09,5.56,1.41,5.6,1.23,2.7,4.68,4.46,1.9,4.69,3.9,2.73,3.39,4.4,1.95,4.43,3.82,4.49,5.59,3.76,3.23,3.9,5.37,4.82,4.59,7.99,0.87,6.61,3.23,7.15,5.39,4.68,2.1,5.29,4.05,5.39,5.35,1.13,0.75,3.11,5.88,3.51,,,,,,
February,,,1.27,5.78,3.3,2.82,3.33,3.11,3.83,1.97,6.4,3.87,2.94,2.75,6.24,6.6,4.28,0.93,3.58,0.75,2.84,0.09,4.2,5.73,0.85,4.67,3.38,1.64,4.09,0.63,0.25,3.1,0.13,3.58,0.05,4.75,2.62,4.93,1.24,3.5,1.21,5.62,1.84,2.17,1.45,,,,,,
March,,,2.07,7.99,2.05,3.53,2.15,2.89,4.12,2.45,2.55,1.32,4.24,5.8,3.7,1.15,2.11,2.15,1.38,3.03,6.13,4.48,2.69,1.74,0.9,1.34,1.7,3.65,4.09,0.14,3.05,0.79,2.86,2,2.31,1.22,1.9,1.81,1.74,3.4,3.12,2.47,3.02,0.95,1.33,,,,,,
April,,,1.93,1.26,2.56,3.06,0.94,2.02,2,2.72,3.08,1.94,0.6,5.95,1.52,2,2.52,2.24,1.02,1.81,3.58,0.73,3.38,3.08,2.04,3.39,1.87,2.5,0.92,1.37,1.79,2.34,3.26,1.08,3.38,3.99,0.7,2.01,0.3,0.97,1.56,0.49,2.62,2.07,1.06,,,,,,
May,,,2.61,2.63,2.97,0.62,6.19,4.55,2.35,1.94,1.82,2.14,1.47,1.69,1.84,1.61,2.65,2.79,2.09,1.65,6.1,2.04,0.98,2.63,4.51,4.33,1.8,2.26,1.37,2.09,2.24,2.26,3.2,3.3,2.78,0.76,1.36,3.08,2.52,0.7,1.37,2.25,2.95,4.65,1.06,,,,,,
June,,,1.38,0.95,1.78,1.8,0.72,4.4,1.5,2.18,1.58,3.95,5,1.87,1.86,0.72,3.18,2.18,1.19,1.79,1,0.27,1.81,0.71,1.37,0.29,2.95,2.44,5,1.63,1.51,4.08,2.3,2.57,1.52,3.92,3.37,1.15,3.81,3.19,1.06,0.63,0.62,2.42,2.18,,,,,,
July,,,3.51,3.23,1.52,1.35,1.21,1.72,2.85,3.97,4.6,0.66,3.4,0.89,3.59,4.06,3.97,1.13,4.18,0.95,5.41,3.07,3.85,2.83,3.5,1.9,2.7,4.23,2.55,3.73,5.42,3.71,5.46,2.1,1.6,1.16,4,2.71,4.53,3.6,4.17,1.51,2.22,2.6,3.89,,,,,,
August,,,1.95,4.02,4.33,3.38,4.42,2.65,4.23,3.22,5.82,2.73,4.72,1.25,2.23,2.52,2.48,7.38,4.04,2.92,1.42,5.02,2.54,6.49,1.84,3.61,3.12,6.81,6.79,3.42,6.25,3.2,1.01,1.58,3.03,1.75,1.48,2.33,2.82,2.6,1.2,5.01,3.1,6.17,1.87,,,,,,
September,,,1.8,4.62,1.12,2.97,1.08,0.38,2.61,2.16,0.31,4.27,1.74,2.37,2.11,1.14,1.76,2.26,8.97,1.44,2.02,1.38,3,3.46,5.19,4.11,3.94,5.81,1.4,1.74,2.43,1.6,3.77,1.8,3.51,5.91,5.08,2.44,1.62,1.08,3.32,1.03,3.53,3.15,4.19,,,,,,
October,,,2.98,8.96,1.25,2.41,5.89,4.54,2.25,5.58,2.3,3.18,3.57,3.55,1.07,0.86,7.24,4.67,4.99,2.24,1.94,2.07,1.36,6.98,3.34,4.35,2.63,4.56,6.67,4.82,5.8,2.14,6.62,3.56,6.15,6.24,3.8,1.64,8.79,2.32,5.16,4.37,3.65,4.78,3.16,,,,,,
November,,,2.59,2.39,2.96,3.97,3.41,3.34,2.83,1.52,3.04,4.9,3.6,3.35,5.41,1.4,4.32,2.82,2.99,2.98,3.08,1.85,1.68,4.68,2.46,1.6,6.62,2.41,6.08,6.58,4.19,7.58,2.05,1.82,0.41,3.53,3.94,0.54,6.59,5,4.14,2.32,1.25,2.14,6.94,,,,,,
December,,,5.25,3.24,4.05,1.19,3,6.07,2.79,5.37,3.34,8.93,4.89,3.57,7.71,7.23,2.56,1.6,4.15,6.15,3.81,4.06,7.88,4.17,7.56,4.31,0.82,1.51,2.63,7.74,4.89,2.56,4.65,0.46,6.33,2.32,6.73,3.48,4.19,1.51,3.45,1.67,5.31,2.73,4.82,,,,,,
Total,,,29.51,51.16,33.45,28.51,37.94,36.9,34.06,37.76,39.3,39.79,40.86,36.94,40.01,32.68,41.47,32.1,43.01,29.53,41.82,30.65,37.13,45.73,37.46,39.27,36.35,42.41,49.58,34.76,44.43,36.59,42.46,29.24,35.75,37.65,40.27,30.17,43.54,33.22,30.89,28.12,33.22,39.71,35.46,,,,,,
