"LOCHMADDY (VALLEY) NORTH UIST",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4093,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,2.47,5.18,,7.44,1.58,,
February,,,,,,2.65,1.97,,3.02,1.11,,
March,,,,,,1.85,2.32,,3.01,0.90,,
April,,,,,,1.93,1.15,,0.92,1.81,,
May,,,,,,3.38,2.01,,1.33,2.77,,
June,,,,,,0.85,1.63,,1.82,1.75,2.50,
July,,,,,,3.41,1.50,,3.32,2.96,1.48,
August,,,,,,1.99,4.02,,2.76,4.38,3.30,
September,,,,,,3.12,4.55,,3.86,6.53,3.09,
October,,,,,,3.95,4.01,,4.87,4.65,7.64,
November,,,,,,3.79,4.35,,4.77,5.07,3.33,
December,,,,,,2.95,2.03,,4.24,3.57,5.24,
Total,,,,,,32.34,34.72,,41.36,37.08,,
Calc annual,0.00,0.00,0.00,0.00,0.00,32.34,34.72,0.00,41.36,37.08,26.58,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,NaN,0.00,0.00,NaN,
