"CAWDOR [NAIRN] BUDGATE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5686,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,3.40,1.87,3.41,1.87,2.40,2.85,1.54,1.58,2.28,3.77,,
February,0.50,1.77,2.32,3.73,5.11,1.17,0.80,0.98,3.35,1.46,,
March,3.03,2.41,1.64,1.28,1.87,4.18,2.22,1.89,2.38,2.56,,
April,0.78,0.56,1.17,1.59,1.08,1.74,1.57,0.79,1.64,4.36,,
May,1.22,3.44,2.40,1.25,4.20,1.74,0.57,1.59,2.77,2.57,,
June,1.87,0.87,2.28,3.14,1.63,4.34,4.49,3.63,1.84,1.25,,
July,3.24,7.11,2.95,2.55,4.57,3.11,3.74,1.04,1.90,3.35,,
August,4.90,3.13,3.20,2.90,4.51,3.21,2.09,2.43,3.11,0.82,,
September,1.65,1.98,2.82,4.03,1.08,1.76,3.94,2.49,3.34,4.72,,
October,4.37,1.05,5.82,3.55,2.17,5.01,5.01,1.13,2.04,1.26,,
November,2.73,1.24,1.46,3.73,0.64,1.53,1.24,2.44,3.11,2.83,,
December,0.77,2.89,1.57,2.19,2.47,3.22,2.80,3.04,4.32,4.14,,
Total,28.46,28.32,31.04,31.81,31.73,33.86,30.01,23.03,32.08,33.09,,
Calc annual,28.46,28.32,31.04,31.81,31.73,33.86,30.01,23.03,32.08,33.09,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
