"SLAIDBURN, BAXTON FELL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD672560,Long,-2.501849,Lat,53.998983,Elevation,1540,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,0.7,0.5,3.5,5.4,7.3,3.6,5.9,1.9,2.34,2.9,5.7,2.2,5.5,2,4.75,1.65,4.8,1.05,7,8.1,6.7,4.7,6.01,6.9,4.6,5.2,7.7,3,7.6,6,8,2.3,5.1,6.2,6.8,8.62,7.33,2.57,4.9,8.72,7.89,11.57,2.48,11.57,6.83,6.5,7,5.1,18.8,2.2,11.2,12.7,13.5,7.7,9.5,3.7,8.5,8.3,13.1,8.8,4.2,1.15,9.5,12.3,15.2,7.35,9.7,7,14.18,6.74,8.47,7.27,8.46,4.14,6.63,4.47,6.76,10.79,8.24,5.06,11.09
February,4.3,5.5,5.7,3.5,3.3,4,1.1,1.9,0.87,1.43,0.98,1.4,3.31,5.62,7.15,0.48,3.95,4.1,5.6,2.9,4.7,1.8,1.7,7.7,3.4,2.6,3.6,3.1,6.5,5.64,11.1,9,2.6,3.3,6.8,5.47,4.5,1.17,9.36,1.91,5.35,0.47,7.92,6.25,1.6,6.44,9.6,4.5,6.6,1.4,1,11.5,0.22,8.9,0.6,14.4,3.4,11.85,4.6,8.9,2.5,7.8,2.2,5.4,5.4,11.3,9.4,1.4,6.5,7.38,9.1,5.25,4.95,2.84,4.88,1.67,1.59,6,13.74,2.36,8.72
March,3.5,5,4.5,0.6,4.3,3.9,4,2.1,3.63,5,5,1.6,0.26,1.6,3.4,5.6,7,6.2,3.3,3.6,0.65,4.4,3,6.8,3.9,4.2,5.4,5.9,3.3,3.3,2.2,3.7,8.8,7.6,8.2,4.23,2.1,3.03,2.34,8.98,5.02,6.72,4.6,2.17,1.12,2.4,2.35,5.05,4.3,2.35,5.3,0.9,5.4,4,4,2.9,5.6,2.4,4.3,4.8,8.4,4.7,3.6,3,1.5,6.1,1.95,9.45,5.82,2.8,5.68,8.95,5.9,1.65,5.08,1.69,1.88,7.25,1.96,4.42,2.58
April,2,3.8,5.8,3,1.3,1.9,2.3,2,2.7,2.9,1.7,1.7,2.1,0.7,2.7,4,2.9,3.8,4.6,5.1,4.5,3.1,2.3,3.5,6.1,4.7,1.7,3.2,2.3,4.9,3.4,5.4,1.9,6.9,3.1,3.74,4.7,2.5,1.2,3.6,6.79,1.61,3.74,3.57,2.53,4.2,3,3.98,1.75,2.65,3.25,6,7.4,4.5,3.6,5.9,1.55,4.95,2.3,4.4,4.8,3.95,4.3,5.6,4.5,4.4,2.44,6.3,3.42,10.3,5.17,4.83,5.1,4.33,2.47,5.3,2.64,1.26,3,4.87,5.34
May,2.8,5.1,3.1,1.1,3.3,1.9,5.2,2.2,2,4,3.84,2.5,7,2.5,3.2,0.8,0.9,3,3.9,4.5,2.5,0.9,3.3,4.1,3.6,1.7,7.2,4.3,3.9,2.8,3,3.6,3.3,3.6,4.4,1.75,4.44,2.71,1.6,3.1,6.67,3.24,1.51,5.86,8.15,5.7,3.65,2.2,0.85,4,2.7,3.4,6.5,2.85,6.9,1.25,1.7,2.4,5.4,1.6,1.9,5.05,7,5.5,6.4,5.05,2.05,3.18,3.32,3.3,3.37,2.5,4.45,3.24,4.82,6.22,4.53,4.13,8.45,2.13,2.62
June,6.5,4.1,6.7,4.6,0.5,3.3,2.5,0.3,4.9,1.3,5.1,1.4,4.3,2.3,5.2,3.2,4.2,6.2,4.2,1.6,3.7,2.2,1.3,2.1,2.4,3.6,2.7,10.5,3.3,2.3,3.4,4.9,8.8,3.6,1.5,1,3.85,3.04,3.21,3.19,2.8,0.75,4.42,1.53,3.2,0.44,4.45,5.35,10.9,3.1,2.65,8.6,2.5,5.3,4,7,5.05,5.35,8.85,5.75,1,1.4,1.8,7.3,6.6,8.3,5.4,5.1,8.55,1.47,7.45,1.94,7.9,3.86,6,5.59,3.01,2.61,4.99,5.23,3.54
July,6.8,6.6,8,4.9,6.3,2.1,6.6,2.8,10.08,3.6,4.5,4.9,2.9,4.8,5.7,7.7,4.9,3,1.5,4.1,3.6,2.1,6.6,5.1,3.4,3.5,3.4,4.1,6,10.6,6.7,0.8,4.6,1.9,4.1,5.08,3.39,2.16,5.1,3.33,7.38,2.73,6.81,7.82,6.9,3.35,5.1,5.7,4.5,6.6,5.7,9,8.5,9.15,4.6,5.5,8.4,3.8,8.4,11,7.7,2.85,10.4,7.14,5.7,5.1,7.48,6.2,5.03,5.59,7.9,6.1,7.45,11.5,14.22,1.09,6.39,8.21,5.72,6.19,15.74
August,3,7.4,4.4,4.6,2.2,1.9,2.5,2.2,7.14,8.1,7.4,14.5,8.8,3,9.3,8.6,3.9,7.9,7.4,2.1,6.4,7.2,3.7,10.2,6,6.2,6.4,7.6,6.1,4.9,10.9,4.3,8.3,2.8,3.8,4.94,5.45,10,6,4.7,3.43,7.5,6.2,8.86,7.72,6,5.8,8.4,7.2,12.5,11.75,6.6,2.8,5.2,9.6,4.2,7.25,3.6,6.75,3.5,5.1,12.4,9.6,14.81,5.5,5.3,13.25,0.16,7.8,4.91,14.35,6.31,9.8,8.6,10.22,1.02,15.91,9.85,8.44,1.39,6.1
September,4.8,1.9,2.8,8.1,4.5,6.7,4.9,6.45,1.3,4.4,5.2,7.1,7.4,7.1,1,2.1,9.5,7.5,3.1,9.5,4.6,3,2.2,7.8,2.6,5.6,2.5,1.3,8.9,4.2,1,4.8,2.4,3.2,5.1,1.02,4.52,6.81,13.18,4.5,3.16,2.38,6.77,9.13,8.6,5.75,6.4,12.7,2.1,4.3,4.9,3.6,12.8,1.5,7.1,13.15,7.9,4.3,4.3,3.4,12.5,2.25,8.5,8.3,12.1,7.7,10.67,6.68,9.22,4,13.68,5.67,9.45,10.15,12.2,5.3,4.93,13.2,7.69,0.69,5.65
October,1.3,3.1,4.7,7.1,3.5,5.2,6.3,1.62,2.7,6.6,5.75,5.2,7.8,9.3,6.9,7.7,4.7,3.2,5.6,3.9,10.2,6.8,6.6,14,4.5,4.9,10.5,5.6,3.5,9.4,5,6.5,6.2,2.9,3.5,2.11,15.5,8.35,7.76,2.58,1.92,4.71,1.88,10.26,8,9.6,5.8,5.35,9.2,12.1,14.25,6,12.3,7.9,16,17.4,10.4,2.9,17.25,3.9,7.6,11,15.4,6.9,7.95,9.8,1.29,1.62,7.76,10.05,6.82,3.05,6.6,3.16,14.81,5.24,5.06,11.24,6.84,8.83,5.86
