LOUGHGALL MANOR HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IH9115152003,Long,-6.5967777,Lat,54.408572,Elevation,205,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,1.44,3.82,2.22,1.63,1.37,1.84,2.73,2.5,3.07,1.99,6.08,3.01,2.05,3.34,1.37,2.39,2.25,2.92,0.86,2.95,3.2,1.17,2.48,2.72,1.48,1.47,3.27,3.48,,,,,,,,,,
February,,,,2.42,3.49,0.29,0.91,2.19,2.88,2.5,2.73,0.9,2.12,3.02,3.21,2.25,2.14,1.8,1.89,1.83,4.13,2.8,2.65,1.07,2.78,3.87,3.47,2.53,3.39,0.8,2.7,,,,,,,,,,
March,,,,0.83,2.39,2.9,2.99,4.95,0.83,1.6,0.67,2.02,1.85,4.72,1.98,3.68,1.9,2.92,3.23,2.4,1.49,1.32,2.85,2.65,3.62,0.61,1.18,2.53,1.34,2.13,2.68,,,,,,,,,,
April,,,,1.01,2.51,1,1.34,2.88,2.54,3.28,1.96,2.22,1.88,1.08,1.99,2.12,1.53,2.49,2.67,3.23,2,1.98,1.78,3.2,0.8,1.75,3.3,2.08,1,1.13,3.13,,,,,,,,,,
May,,,,0.81,1.86,0.39,0.67,1.35,2.98,3.42,2.44,1.6,4.71,3.91,2.7,2.19,3.78,3.98,1.75,1.97,1.74,1.56,1.45,3.59,0.99,1.09,5.47,2.94,2.58,1.3,3.34,,,,,,,,,,
June,,,,1.56,3.7,1.4,3.31,5.27,2.74,2.2,3.02,2.06,1.78,1.36,1.28,2.4,0.9,4.72,1.63,2.3,3.61,1.59,5.13,3.43,1.81,1.91,1.82,1.92,0.89,1.85,1.83,,,,,,,,,,
July,,,,2.28,3.16,5.47,6.9,1.95,0.55,2.27,2.65,0.96,4.3,3.96,3.04,1.77,2,2.12,3.13,2.21,2.86,3.45,2.53,1.27,1.7,3.97,1.43,2.4,2.59,0.37,3.52,,,,,,,,,,
August,,,,4.43,1.94,5.41,1.91,4.5,3.15,2.21,5.39,3.89,3.17,5.12,4.91,5.57,3.91,2.87,2.37,1.83,4.31,1.66,6.04,0.96,2.96,3.84,2.38,3.46,2.52,2.85,2.2,,,,,,,,,,
September,,,,1.41,0.11,0.33,4.4,1.77,4.72,3.51,1.83,3.16,3.14,3.67,2.57,1.74,1.05,0.86,4.71,2.06,1.2,1.27,0.62,4.36,1.08,0.86,0.74,1.87,4.99,3.75,2.23,,,,,,,,,,
October,,,,2.37,3.85,3.53,2.2,2.2,2.98,2.12,4.14,3.75,1.72,5.19,0.77,1.38,4.94,3.23,1.7,4.55,1.12,2.74,1.75,2.88,1.24,1.84,5.17,4.45,2.97,1.78,5.11,,,,,,,,,,
November,,,,1.24,1.75,3.13,0.52,2.58,2.14,2.51,6.38,3.57,3.39,2.71,2.37,2.13,2.08,2.46,2.86,0.99,2.11,2.88,2.55,2.26,3.43,1.49,3.23,3.6,4.06,1.73,2.51,,,,,,,,,,
December,,,,2.73,2.22,3.35,4.39,4.26,2.12,3.46,3.13,2.5,2.33,2.32,1.98,1.85,2.45,2.28,2.28,3.09,3.24,4.57,4.45,2.7,5.99,4.83,2.35,2.09,3.28,5.57,3.02,,,,,,,,,,
Total,,,,22.53,30.8,29.42,31.17,35.27,29.47,31.81,36.84,29.7,32.38,43.14,29.81,29.13,30.02,31.1,30.61,28.71,30.73,26.68,34.75,31.57,27.57,28.54,33.26,31.35,31.08,26.53,35.75,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899 Feb 2.5 with wide space between decimal and 5 but no evidence for other figure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total miscalculated as a result,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distance/direction of gauge from house on records is approx 162' elevation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
