"KIRKPATRICK DURHAM (GLENLAIR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR3090,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,6.85,8.44,5.08,3.74,6.10,4.92,7.75,,,,,
February,4.44,1.12,3.75,6.52,0.72,7.00,6.72,,,,,
March,5.53,6.27,2.33,2.49,1.26,1.17,2.94,,,,,
April,2.94,1.68,2.74,4.16,3.08,4.96,2.41,,,,,
May,5.04,3.29,2.92,1.75,5.18,7.18,,,,,,
June,2.00,0.57,1.80,1.46,2.54,0.22,,,,,,
July,4.43,5.20,4.57,2.88,5.46,2.36,,,,,,
August,3.90,8.42,3.47,8.75,6.05,5.31,,,,,,
September,3.70,2.06,3.38,6.32,6.84,3.12,,,,,,
October,3.48,2.98,2.20,6.27,5.09,5.99,,,,,,
November,3.79,2.79,2.30,5.99,3.57,1.95,,,,,,
December,6.30,6.00,5.40,5.55,8.18,4.78,,,,,,
Total,52.40,48.82,39.94,55.88,54.07,48.96,,,,,,
Calc annual,52.40,48.82,39.94,55.88,54.07,48.96,19.82,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,
