GREAT WALDEN EDGE (OLD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD996156,Long,-2.007524,Lat,53.636919,Elevation,1135,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,0.72,6.05,7.99,9.62,4.82,8.06,2.57,2.31,2.69,,,,,,,,,,,,,,,,,,,,,5.95,2.47,4.95,4.74,4.81,7.53,5.19,2.84,3.21,5.29,6.55,8.64,4.51,5.47,3.38,5.48,5.08,4.97,13.1,1.9,7.9,6.76,6.42,3.57,4.06,2.33,5.35,4.63,6.74,7.33,3.3,3.2,5.08,7.23,8.21,4.68,6.19,4.24,11.16,2.86,3.77,5.51,5.34,2.24,4.87,3.24,5.83,5.21,5.24,4.19,6.18
February,,6.4,4.97,3.56,4.66,6.07,0.94,1.51,1.21,2.9,,,,,,,,,,,,,,,,,,,,,5.43,5.99,2.59,1.81,3.74,4.8,5.68,1.02,8,1.55,5.01,0.77,6.13,7.51,1.38,8.11,4.71,1.81,6.44,0.78,1.34,6.69,0.4,4.3,0.48,7.41,3.21,6.03,2.47,5.96,3.38,8.59,2.04,4.33,2.84,6.54,7.14,3.66,4.29,4.03,6.88,4.27,2.1,2.44,3.36,2.9,1.6,3.43,8,0.71,4.88
March,,6.27,5.81,1,3.28,3.93,4.44,1.94,3.62,2.97,,,,,,,,,,,,,,,,,,,,,1.16,2.88,6.23,6.61,6.32,1.58,3.12,2.98,2.43,5.85,4.43,4.88,3.84,2.88,1.85,2.05,2.58,5.98,2.83,1.39,3.05,0.64,3.2,3.74,3.69,2.24,3.31,3.11,1.63,3.52,3.8,5.81,3.36,1.86,0.79,1.79,1.97,8.21,2.39,2.2,2.94,6.73,3.32,2.71,3.23,2.47,2.18,4.49,3.01,2.43,1.95
April,,2.04,5.71,2.23,2.3,3.27,4.45,2.31,3.26,4.05,,,,,,,,,,,,,,,,,,,,,4.3,3.08,1.57,5.36,1.7,2.38,3.54,1.69,1.59,2.46,6.61,1.44,3.44,3.87,2.39,3.53,2.32,4.4,1.15,1.71,3.34,4.36,4.61,2.17,2.84,4.66,1.88,3.23,0.8,2.85,2.93,3.41,3,3.08,3.58,3.33,2.14,5.22,2.75,5.12,4.78,3.03,4.3,4.48,1.05,2.69,4.23,0.64,1.54,5.24,3.09
May,,5.02,2.24,1.69,3.09,3.55,6.79,2.06,0.98,2.88,,,,,,,,,,,,,,,,,,,,,3.72,2,4.43,3.92,3.07,2.87,3.7,2.1,2.73,2.11,6.64,2.9,1.37,5.27,6.6,4.61,5.51,1.83,1.89,4.08,2.82,3.34,5.99,2.36,3.47,0.93,1.43,2.53,4.99,1.51,1.49,2.78,5.16,3.39,4.44,5.06,2.27,3.75,1.57,5.26,2.88,3.51,2.13,3.92,3.85,5.01,2.27,1.66,5.32,2.6,2.48
June,,2.88,7.8,3.43,1.14,5.47,2.51,0.48,2.86,0.74,,,,,,,,,,,,,,,,,,,,,4.04,3.82,6.21,3.55,2.73,0.71,3.04,2.9,1.87,2.46,3.11,0.36,3.63,1.55,3.36,0.17,3.32,4.83,7.71,1.8,2.54,7.22,1.16,3.57,2.6,5.35,5.95,3.62,5.5,3.63,1.01,1.46,1.58,4.26,4.23,5.78,4.62,3.69,5.43,1.08,3.01,1.17,4.11,3.96,4.3,3.88,4.3,2.75,6.59,3.13,2.06
July,,4.97,7.31,3.49,4.73,2.75,7.07,2.26,7.29,4.57,,,,,,,,,,,,,,,,,,,,,4.93,0.66,5.72,1.6,5.13,5.41,3.17,2.32,5.21,2.69,11.18,2.62,6.26,5.4,4.4,2.46,3.48,3.21,2.26,2.77,7.73,5.12,4.91,4.09,4.2,2.56,4.63,2.85,5.38,7.79,4.87,2.28,5.25,3.07,4.42,2.5,5.78,3.37,2.65,3.03,4.46,4.61,3.48,7.09,6.42,1.2,8.77,6.59,5.81,4.04,8.83
August,,6.95,4.51,3.94,1.93,2.47,3.27,1.77,4.63,6.94,,,,,,,,,,,,,,,,,,,,,6.5,3.29,8.89,2.47,3.23,5.69,2.92,8.44,3.81,4.66,3.05,6.98,6.4,6.06,6.73,4.18,5.17,8.77,5.86,6.72,9.01,6.77,2.3,1.86,4.52,2.39,2.51,2.57,4.7,2.72,3.19,7.33,5.9,6.81,4.74,3.62,6.28,0.46,6.17,3.09,7.13,7.28,5.42,5.68,8.17,1.28,13.55,7.36,5.55,0.79,7.12
September,,3.64,3.2,7.74,3.82,7.09,5.43,5.42,2.1,2.72,,,,,,,,,,,,,,,,,,,,,0.39,4.09,2.96,1.97,3.26,0.88,3.25,3.13,14.69,2.82,3,1.83,4.65,4.75,6.08,4.08,4.46,7.04,0.75,2.35,5.2,4.47,6.02,1.89,4.05,7.99,6.11,2.54,2.53,1.82,5.37,0.85,3.24,4.92,6.27,3.38,8.37,3.95,3.42,1.4,8.92,3.82,4.65,4.1,7.1,3.37,5.08,6.55,5.15,0.7,3.96
October,,5.21,5.27,7.14,4.06,10.22,7.85,3.6,2.36,6.69,,,,,,,,,,,,,,,,,,,,,4.24,3.8,5.29,2.78,3.09,2.19,10.21,8.41,4.7,3.3,2.03,3.23,1.08,6.3,6.27,6.91,4.28,5.08,5.66,6.94,7.77,3.15,8.79,5.48,5.86,12.19,6.12,2.66,11.49,3.18,5.57,6.22,7.55,3.65,5.18,7.43,1.73,1.69,3.29,5.88,3.09,1.75,6.59,2.76,10.6,3.11,3.45,7.78,5.18,5.17,6.19
November,,7.4,7.77,6.75,2.71,5.31,4.41,3.29,9.97,1.95,,,,,,,,,,,,,,,,,,,,,5.4,6.07,3.83,6.35,7.21,1.93,4.3,5.77,2.89,4.63,2.48,2.98,3.82,7.42,3.1,3.07,6.71,6.15,8.54,9.7,6.71,8.85,3.85,2.42,3.06,7.29,6.9,3.08,6.58,8.69,8.46,4.18,1.76,4.07,9.24,1.04,9.13,8.73,2.4,7.38,6.79,10.33,3.07,5.68,7.71,2.92,2.34,3.26,2.09,5.38,9.04
December,,6.18,5.21,5.54,8.11,3.29,9.81,3.51,3.9,3.44,,,,,,,,,,,,,,,,,,,,,5.92,6.95,6.89,3.81,7.39,9.2,3.69,2.69,10.05,8.89,4.69,9.46,5.77,4.78,6.57,4.2,2.66,1.53,3.55,9.29,4.08,3.02,2.48,0.57,6.46,3.75,4.84,2.97,5.55,4.07,5.06,3,4.21,3.16,5.39,3.35,4.62,5.45,4.91,8.43,4.48,9.01,4.57,2.55,8.08,8.06,5.33,6.15,5.41,8.95,4.81
Total,,57.68,65.85,54.5,49.45,58.24,65.03,30.72,44.49,42.54,44.77,,49.66,40.76,57.36,44.99,50.97,51.69,48.1,44.21,52.09,40.13,,,,,,,,,51.98,45.1,59.56,44.97,51.68,45.17,51.81,44.29,61.18,46.71,58.78,46.09,50.9,61.26,52.11,48.85,50.28,55.6,59.74,49.43,61.49,60.39,50.13,36.02,45.29,59.09,52.24,39.82,58.36,53.07,48.43,49.11,48.13,49.83,59.33,48.5,60.24,52.42,50.43,49.76,59.13,61.02,49.08,47.61,68.74,40.13,58.93,55.87,58.89,43.33,60.59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944 Total not transcribed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1880-1889_10_pt1-page-125.csv 1880s-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1890-1899_17_pt1-page-073.csv 1890s-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1900-1909_21_pt1-page-130.csv 1900s-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1910-1919_19_pt1-page-219.csv 1910s-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1920-1930_22_pt1-page-070.csv 1920s-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1931-1940_19_pt1-page-011.csv 1930s-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1941-1950_21_pt1-page-166.csv 1940s-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1951-1960_19_pt1-page-175.csv 1950s-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
