"BRISTOL (ST. ANDREW'S PARK) (BELMONT ROAD)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2189,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,3.38,3.08,1.87,4.92,3.35,5.49,3.29,5.86,0.95,5.01,
February,,0.25,4.57,7.67,0.36,3.98,2.27,3.51,3.95,1.39,0.50,
March,,1.96,3.02,1.34,1.76,0.69,0.85,2.78,2.68,0.49,2.34,
April,,0.80,2.91,2.66,3.26,1.68,2.63,1.33,0.88,0.73,2.45,
May,,1.79,1.00,1.92,4.10,4.59,4.01,1.12,1.26,2.25,1.66,
June,,0.13,1.38,0.56,3.79,0.04,1.86,3.47,2.26,1.79,0.92,
July,,0.73,4.46,2.09,5.17,3.61,2.56,5.04,3.03,1.56,2.51,
August,,2.66,4.88,4.41,4.52,3.53,2.76,4.20,2.47,3.48,4.06,
September,,4.63,2.23,2.78,3.59,3.35,1.11,6.50,1.05,0.39,4.08,
October,,1.54,1.48,4.98,6.45,3.88,4.69,2.43,6.38,5.60,2.79,
November,,2.08,1.65,2.95,3.19,1.92,7.87,3.00,3.55,8.58,4.77,
December,,2.60,4.95,2.84,5.56,5.36,0.51,3.38,3.63,8.14,3.51,
Total,,22.55,35.61,36.07,46.67,35.98,36.61,40.05,37.00,35.35,34.60,
Calc annual,0.00,22.55,35.61,36.07,46.67,35.98,36.61,40.05,37.00,35.35,34.60,
Difference,NaN,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,
