BRISTOL-ST-ANDREWS-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST594750,Long,-2.5859315,Lat,51.472497,Elevation,200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,3.38,3.08,1.87,4.92,3.35,5.49,3.29,5.86,0.95,5.01,2.03,4.29,2.93,2.95,0.97,3.43,4.1,4.73,6.02,2.29,,,,2.17,2.32,3.46,2.51,6,0.98,0.96,4.16,3.19,0.92,2.43,,,,,,
February,,0.25,4.57,7.67,0.36,3.98,2.27,3.51,3.95,1.39,0.5,2.02,0.08,4.17,0.25,3.3,2.45,4.63,1.2,1.75,2.49,,,,0.75,3.68,3.19,1.02,1.88,1.15,6.14,4.35,0.62,1.69,3.78,,,,,,
March,,1.96,3.02,1.34,1.76,0.69,0.85,2.78,2.68,0.49,2.34,0.79,2.49,3.16,2.17,0.71,2.69,3.47,0.31,1.6,2.7,,,1.36,0.3,1.15,1.12,6.25,1.89,1.38,1.36,3.66,2.64,1.05,3.89,,,,,,
April,,0.8,2.91,2.66,3.26,1.68,2.63,1.33,0.88,0.73,2.45,2.42,3.21,1.28,2.39,4.81,2.27,2.73,0.1,3.08,2.26,,,0.97,2.43,1.25,2.14,2.68,2.23,2.09,2.51,3.74,1.84,3.45,0.77,,,,,,
May,,1.79,1,1.92,4.1,4.59,4.01,1.12,1.26,2.25,1.66,3.28,5.93,2.13,1.55,0.98,0.65,2.75,2.29,0.93,2.5,,,2.72,1.14,3.12,4.23,3.02,4.47,4.15,2.27,3.1,4.09,1.99,2.31,,,,,,
June,,0.13,1.38,0.56,3.79,0.04,1.86,3.47,2.26,1.79,0.92,3.5,1.26,1.58,1.3,3.54,4.86,1.42,1.87,1.99,0.77,,,1.94,3.36,3.39,2.43,1.34,2.2,0.67,2.04,0.62,2.84,1.75,5.02,,,,,,
July,,0.73,4.46,2.09,5.17,3.61,2.56,5.04,3.03,1.56,2.51,4.22,3.6,1.92,0.64,0.67,5.92,4.23,3.51,3.41,7.75,,,1.65,2.08,1.62,1.52,3.1,0.81,1.07,4.21,1.27,0.97,4.49,2.95,,,,,,
August,,2.66,4.88,4.41,4.52,3.53,2.76,4.2,2.47,3.48,4.06,3.36,0.86,0.92,2.2,2.04,0.43,0.85,3.26,2.52,0.13,,,4.51,3.37,2.72,6.69,1.02,3.79,2.06,7.4,5.73,5.09,5.32,3.78,,,,,,
September,,4.63,2.23,2.78,3.59,3.35,1.11,6.5,1.05,0.39,4.08,2.26,5.92,2.86,2.46,7.75,3.26,1.99,2.47,0.78,1.51,,,2.29,4.02,2.27,3.67,1.62,2.32,3.07,5.62,2.42,3.06,3.95,5.07,,,,,,
October,,1.54,1.48,4.98,6.45,3.88,4.69,2.43,6.38,5.6,2.79,0.83,6.58,2.65,2.06,6.34,1.56,3.17,6.1,2.43,3.89,,,2.87,4.57,4.64,0.85,0.34,3.78,7.63,1.87,0.77,5.15,2.69,3.67,,,,,,
November,,2.08,1.65,2.95,3.19,1.92,7.87,3,3.55,8.58,4.77,3.99,1.85,0.59,1.21,5.91,4.2,1.77,4.33,6.77,8.4,,,2.66,5.4,0.44,4.57,3,1.81,3.41,6.29,7.46,4.09,2.48,,,,,,,
December,,2.6,4.95,2.84,5.56,5.36,0.51,3.38,3.63,8.14,3.51,2.05,1.8,1.1,6.42,4.02,3.25,1.94,3.91,2.18,1.54,,,1.65,2.24,5.09,3.58,2.99,4.93,2.52,2.08,2.84,2.3,0.95,,,,,,,
Total,,22.55,35.61,36.07,46.67,35.98,36.61,40.05,37,35.35,34.6,30.75,37.87,25.29,25.6,41.04,34.97,33.05,34.08,33.46,36.23,,,,31.83,31.69,37.45,28.89,36.11,30.18,42.75,40.12,35.88,30.73,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940 Jul IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943 Jan Feb estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gauge move 1954 Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
