"SHAWS W.W. GREEN WATER",,,,,,,,,,,,
Grid ref,NS287701,Long,-4.740959,Lat,55.893465,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,10.40,4.60,7.10,11.20,7.20,5.30,9.10,4.80,9.40,7.20,,
February,4.50,2.50,2.40,12.50,6.50,6.30,4.50,5.20,4.20,4.30,,
March,0.50,3.30,6.30,12.90,4.40,7.60,5.10,5.70,7.40,3.00,,
April,4.50,5.30,3.40,2.70,7.20,3.60,2.50,4.50,2.50,5.60,,
May,5.40,2.50,3.60,4.50,3.40,2.50,8.00,8.30,3.80,4.20,,
June,4.40,3.80,1.90,3.10,4.00,1.90,2.00,6.40,4.00,4.20,,
July,4.40,2.90,5.40,6.60,3.90,4.20,4.70,3.30,6.40,5.70,,
August,6.60,7.40,4.60,12.60,6.70,7.10,7.00,8.90,6.00,4.30,,
September,6.40,5.90,5.60,5.90,7.70,4.40,4.00,2.30,10.80,3.10,,
October,10.10,6.70,4.40,13.30,4.60,5.10,9.50,7.60,3.10,9.50,,
November,7.50,7.00,7.60,5.90,4.00,8.10,6.40,6.30,5.90,4.50,,
December,11.30,7.00,8.00,6.70,6.40,6.20,6.60,9.60,7.50,8.50,,
Total,76.00,58.90,60.30,97.90,66.00,62.30,69.40,72.90,71.00,64.10,,
Calc annual,76.00,58.90,60.30,97.90,66.00,62.30,69.40,72.90,71.00,64.10,,
Difference,0.00,0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,,
