"ESSENDON PLACE GARDENS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,944,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,3.44,1.15,2.77,2.33,3.17,1.61,3.38,1.69,2.91,
February,,,2.26,3.53,0.84,3.13,2.81,3.83,1.82,0.60,0.63,
March,,,1.77,1.88,0.99,0.90,0.16,2.40,2.17,0.04,1.68,
April,,,2.87,1.71,3.35,1.61,2.93,1.80,0.71,1.52,2.91,
May,,,1.23,1.55,4.08,1.97,1.59,1.14,1.38,1.99,2.88,
June,,,1.26,0.73,2.64,0.18,3.59,3.16,2.30,0.77,0.52,
July,,,3.48,3.38,4.67,3.48,2.89,2.81,2.12,3.20,2.52,
August,,,2.34,1.93,1.95,3.02,0.65,3.96,2.42,0.87,2.92,
September,,,2.60,1.83,3.45,3.26,2.37,5.71,0.90,0.59,3.23,
October,,,1.36,4.79,3.60,2.97,2.45,2.83,4.10,3.75,1.11,
November,,,1.24,1.41,3.25,1.85,4.86,2.63,3.16,6.35,4.31,
December,,,3.15,2.73,3.29,2.28,0.27,3.42,2.53,5.59,2.68,
Total,,,27.00,26.62,34.88,26.98,27.74,35.30,26.99,26.96,28.30,
Calc annual,0.00,0.00,27.00,26.62,34.88,26.98,27.74,35.30,26.99,26.96,28.30,
Difference,NaN,NaN,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,
