"DONAGHADEE, CRAIGMORE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IJ569818,Long,-5.569006,Lat,54.660039,Elevation,60,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,3.9,3.78,4.36,2.29,4.36,2.73,4.07,2.98,5.1,1.91,4.23,2.26,2.1,1.94,2.58,0.83,5.3,4.56,3.61,3.89,5.06,1.9,6.41,5.45,3.17,3.09,4.81,3.63,6.84,2.38,1.3,3.81,3.45,0.98,,,,,,,
February,1.9,0.47,3.09,5.78,0.97,4.36,3.03,1.98,3.12,2.67,0.38,2.27,0.07,3.39,0.16,2.58,2.28,4.6,1.1,2.32,2.27,3.24,1.97,0.91,0.75,3.06,2.23,1.85,1.62,1.27,2.94,2.64,0.49,0.85,,,,,,,
March,2.6,2.75,1.3,1.34,1.78,0.78,1,3.08,4.37,0.53,1.65,1.16,1.27,2.53,1.32,1.11,2.24,3.14,0.76,2.51,4.18,3.13,3.8,0.54,0.43,1.14,1.52,5.78,1.89,1.99,1.65,3,1.2,0.26,,,,,,,
April,2.4,0.88,3.29,3,2.63,2.87,1.67,1.05,1.81,1.18,1.15,1.77,2.85,1.59,2.88,1.85,0.76,2.49,0.18,1.69,3.12,1.54,2.13,2.02,2.08,1.69,0.6,2.82,1.41,1.8,2.57,1.36,1.63,1.56,,,,,,,
May,2.9,1.81,1.52,0.9,3.71,3.86,2.1,1.47,1.08,2.84,1.38,3.48,2.06,2.3,2.91,0.63,1.83,0.79,2.16,1.26,1.74,2.07,3.34,3.2,1.51,2.77,1.05,4.68,1.81,2.29,1.02,3.05,1.23,1.69,,,,,,,
June,2.8,0.24,2.2,0.75,2.07,0.26,1.65,3.34,3.86,2.4,2.11,3.88,1.22,2.01,1.26,3.33,2.77,2.11,4.23,1.6,0.9,0.24,0.29,3.03,2.05,3.86,2,3.27,3.1,0.71,1.44,1.24,1.63,1.16,,,,,,,
July,3.2,3.57,3.43,3.02,3.41,2.93,2.49,3.69,2.41,2.85,2.93,2.26,4.86,2.04,1.33,1.01,5.7,2.5,3.95,4.18,4.29,3.53,2.54,1.41,3.18,2.8,2.34,4.32,2.43,1.85,3.8,2.52,1.66,4.17,,,,,,,
August,2.3,3.2,2.48,4.49,3.03,1.26,3.04,3.51,4.25,4.08,4.99,3.42,2.39,1.98,4.62,1.77,2.51,2.72,1.75,2.3,0.67,3.63,4.71,5.53,3.33,0.71,4.77,0.17,3.87,3.45,5.41,3.92,5.38,2.86,,,,,,,
September,3,1.87,2.45,3.45,5.37,2.85,1.79,4.44,2.28,0.71,3.78,2.4,2.99,0.67,5.31,4.09,3.85,1.72,3,2.2,1.85,1.96,3.81,2.33,5.21,2.61,5.69,2.25,3.33,2.04,5.44,2.02,1.74,2.71,,,,,,,
October,6.7,3.36,0.98,3.03,2.17,2.9,3.56,3.23,5.5,3.09,4.28,1.77,2.67,1.86,4.12,3.63,1.67,3.48,5.17,3.27,5.48,3.91,4.25,2.91,3.29,2.73,1.11,1.8,2.93,7.71,2.99,0.22,3.94,1.98,,,,,,,
November,2,4.72,1.19,2.59,3.56,1.56,4.24,3.21,4.97,4.83,3.65,6.59,1.74,2.99,0.95,4.23,2.77,1.85,3.39,5.35,4.92,3.13,0.59,1.85,4.51,1.86,4.21,3.94,2.36,3.82,2.96,5.54,2.96,3.48,,,,,,,
December,4.6,1.81,2.89,4.19,3.5,3.17,1.07,2.66,3.24,6.87,3.02,2.65,4.91,2.54,7.4,2.92,3.15,4.74,3.42,2.89,3.87,1.61,4.36,2.4,4.55,3.82,2.95,2.17,4.78,3.39,3.76,4.3,3.81,2.75,,,,,,,
Total,38.3,28.46,29.18,34.83,36.56,29.53,29.71,34.64,41.99,33.96,33.55,33.91,29.13,25.84,34.84,27.98,34.83,34.7,32.72,33.46,38.35,29.89,38.2,31.58,34.06,30.14,33.28,36.68,36.37,32.7,35.28,33.62,29.12,24.45,,,,,,,
