STOUR PROVOST (DIAMOND FARM),,,,,,,,,,,,
Grid ref,ST792215,Long,-2.297743,Lat,50.992517,,,,,,,
Station no,1630/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,0.50,1.62,3.73,4.25,2.16,2.83,4.19,3.70,,
February,,,1.69,2.75,1.61,0.09,3.25,2.48,0.39,3.41,,
March,,,0.76,3.47,1.49,0.81,2.04,1.16,3.84,2.02,,
April,,,2.14,0.19,0.77,1.13,0.31,0.41,2.76,1.73,,
May,,,1.79,1.67,3.49,0.41,1.47,1.91,1.78,1.62,,
June,,,3.04,3.65,2.03,2.65,1.86,4.97,0.77,2.21,,
July,,,3.64,3.04,0.94,2.40,4.04,1.71,1.22,3.95,,
August,,,2.40,2.49,0.53,4.43,2.84,2.77,1.55,4.00,,
September,,,2.80,2.67,0.83,4.13,2.98,5.74,0.18,3.75,,
October,,,3.60,2.55,2.13,2.11,2.02,2.45,3.50,7.56,,
November,,,2.23,6.85,3.16,0.63,3.46,2.63,4.16,4.61,,
December,,,0.76,2.85,4.40,3.96,2.26,3.72,8.64,3.76,,
Total,,,25.35,33.80,25.11,27.00,28.69,32.78,32.98,42.32,,
Calc annual,0.00,0.00,25.35,33.80,25.11,27.00,28.69,32.78,32.98,42.32,,
Difference,NaN,NaN,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
